group,order,seed,step,exact_accuracy,quotient_accuracy,nll
C12,12,37,800,0.9365234375,0.9365234375,0.1986427791416645
C12,12,37,900,0.8935546875,0.8935546875,0.3291796147823334
C12,12,37,1000,0.984375,0.984375,0.06331351399421692
C12,12,37,1100,0.978515625,0.978515625,0.06703747343271971
C12,12,37,1200,0.97509765625,0.97509765625,0.08223362173885107
C12,12,37,1300,0.970703125,0.970703125,0.0745745524764061
C12,12,37,1400,0.9931640625,0.9931640625,0.029727169778198004
C12,12,37,1500,0.986328125,0.986328125,0.04452792555093765
C12,12,37,1600,0.99658203125,0.99658203125,0.010015829233452678
C12,12,53,100,0.1279296875,0.1279296875,2.4578057527542114
C12,12,53,200,0.4248046875,0.4248046875,1.6800421476364136
C12,12,53,300,0.74755859375,0.74755859375,0.7247972339391708
C12,12,53,400,0.841796875,0.841796875,0.504083901643753
C12,12,53,500,0.9677734375,0.9677734375,0.1260148398578167
C12,12,53,600,0.96337890625,0.96337890625,0.11361153982579708
C12,12,53,700,0.99462890625,0.99462890625,0.02247224608436227
C12,12,53,800,0.9951171875,0.9951171875,0.02156669646501541
C12,12,53,900,0.99169921875,0.99169921875,0.03531434666365385
C12,12,53,1000,0.998046875,0.998046875,0.008210077066905797
C12,12,53,1100,0.9951171875,0.9951171875,0.015150178223848343
C12,12,53,1200,0.93896484375,0.93896484375,0.26694774255156517
C12,12,53,1300,0.99853515625,0.99853515625,0.009595745359547436
C12,12,53,1400,0.98486328125,0.98486328125,0.04938165796920657
C12,12,53,1500,0.99072265625,0.99072265625,0.03030449664220214
C12,12,53,1600,0.99951171875,0.99951171875,0.003985986113548279
C12,12,71,100,0.1201171875,0.1201171875,2.478997766971588
C12,12,71,200,0.3525390625,0.3525390625,1.7203283905982971
C12,12,71,300,0.5732421875,0.5732421875,1.2009525001049042
C12,12,71,400,0.89111328125,0.89111328125,0.37207718938589096
C12,12,71,500,0.92919921875,0.92919921875,0.22167277336120605
C12,12,71,600,0.98681640625,0.98681640625,0.05543922167271376
C12,12,71,700,0.9853515625,0.9853515625,0.058824021369218826
C12,12,71,800,0.97412109375,0.97412109375,0.07850538566708565
C12,12,71,900,0.994140625,0.994140625,0.01908509572967887
C12,12,71,1000,0.998046875,0.998046875,0.008297997643239796
C12,12,71,1100,1.0,1.0,0.0021993202390149236
C12,12,71,1200,0.99951171875,0.99951171875,0.001854203175753355
C12,12,71,1300,0.986328125,0.986328125,0.04046375956386328
C12,12,71,1400,0.9873046875,0.9873046875,0.037590705789625645
C12,12,71,1500,0.99267578125,0.99267578125,0.01872758101671934
C12,12,71,1600,0.994140625,0.994140625,0.017680300632491708
C6xC2,12,11,100,0.1826171875,0.1826171875,2.244180381298065
C6xC2,12,11,200,0.3583984375,0.3583984375,1.563120186328888
C6xC2,12,11,300,0.4599609375,0.4599609375,1.196801781654358
C6xC2,12,11,400,0.55615234375,0.55615234375,1.0052986294031143
C6xC2,12,11,500,0.62841796875,0.62841796875,0.884680449962616
C6xC2,12,11,600,0.7158203125,0.7158203125,0.6823531538248062
C6xC2,12,11,700,0.76318359375,0.76318359375,0.5865911990404129
C6xC2,12,11,800,0.873046875,0.873046875,0.32928961515426636
C6xC2,12,11,900,0.91455078125,0.91455078125,0.24690775573253632
C6xC2,12,11,1000,0.9482421875,0.9482421875,0.1598603017628193
C6xC2,12,11,1100,0.93701171875,0.93701171875,0.17467604205012321
C6xC2,12,11,1200,0.98388671875,0.98388671875,0.05790978763252497
C6xC2,12,11,1300,0.93115234375,0.93115234375,0.1889711618423462
C6xC2,12,11,1400,0.986328125,0.986328125,0.04394107311964035
C6xC2,12,11,1500,0.95263671875,0.95263671875,0.12923048250377178
C6xC2,12,11,1600,0.9912109375,0.9912109375,0.027852593921124935
C6xC2,12,23,100,0.14990234375,0.14990234375,2.451453447341919
C6xC2,12,23,200,0.5009765625,0.5009765625,1.5035507380962372
C6xC2,12,23,300,0.78369140625,0.78369140625,0.6706208884716034
C6xC2,12,23,400,0.7783203125,0.7783203125,0.6951229870319366
C6xC2,12,23,500,0.95849609375,0.95849609375,0.15219776332378387
C6xC2,12,23,600,0.95361328125,0.95361328125,0.15602830052375793
C6xC2,12,23,700,0.9853515625,0.9853515625,0.059116315096616745
C6xC2,12,23,800,0.951171875,0.951171875,0.14464043453335762
C6xC2,12,23,900,0.99365234375,0.99365234375,0.031027219723910093
C6xC2,12,23,1000,0.99609375,0.99609375,0.01564696803689003
C6xC2,12,23,1100,0.94677734375,0.94677734375,0.15901139378547668
C6xC2,12,23,1200,0.998046875,0.998046875,0.013081917073577642
C6xC2,12,23,1300,0.99462890625,0.99462890625,0.015695933252573013
C6xC2,12,23,1400,0.99169921875,0.99169921875,0.02487306809052825
C6xC2,12,23,1500,0.97119140625,0.97119140625,0.08666935004293919
C6xC2,12,23,1600,0.97265625,0.97265625,0.08888430520892143
C6xC2,12,37,100,0.12744140625,0.12744140625,2.4621121883392334
C6xC2,12,37,200,0.4580078125,0.4580078125,1.635396659374237
C6xC2,12,37,300,0.724609375,0.724609375,0.8991966545581818
C6xC2,12,37,400,0.8681640625,0.8681640625,0.40595123916864395
C6xC2,12,37,500,0.9453125,0.9453125,0.1673584058880806
C6xC2,12,37,600,0.95947265625,0.95947265625,0.13218360021710396
C6xC2,12,37,700,0.97607421875,0.97607421875,0.08595449104905128
C6xC2,12,37,800,0.97900390625,0.97900390625,0.07324171997606754
C6xC2,12,37,900,0.98828125,0.98828125,0.04029116313904524
C6xC2,12,37,1000,0.984375,0.984375,0.048536152578890324
C6xC2,12,37,1100,0.99951171875,0.99951171875,0.008754690876230597
C6xC2,12,37,1200,0.99658203125,0.99658203125,0.021298060193657875
C6xC2,12,37,1300,0.98828125,0.98828125,0.045430656522512436
C6xC2,12,37,1400,0.99853515625,0.99853515625,0.0052599943010136485
C6xC2,12,37,1500,0.9833984375,0.9833984375,0.055705818347632885
C6xC2,12,37,1600,0.99951171875,0.99951171875,0.0029922722605988383
C6xC2,12,53,100,0.1357421875,0.1357421875,2.392800807952881
C6xC2,12,53,200,0.44482421875,0.44482421875,1.6746902167797089
C6xC2,12,53,300,0.83935546875,0.83935546875,0.6083161532878876
C6xC2,12,53,400,0.9375,0.9375,0.21646496653556824
C6xC2,12,53,500,0.9775390625,0.9775390625,0.08097871951758862
C6xC2,12,53,600,0.99462890625,0.99462890625,0.035094298887997866
C6xC2,12,53,700,0.99560546875,0.99560546875,0.0263062403537333
C6xC2,12,53,800,0.9970703125,0.9970703125,0.017967610619962215
C6xC2,12,53,900,0.99853515625,0.99853515625,0.012950122822076082
C6xC2,12,53,1000,0.9951171875,0.9951171875,0.022579545620828867
C6xC2,12,53,1100,0.99462890625,0.99462890625,0.01925557292997837
C6xC2,12,53,1200,0.99951171875,0.99951171875,0.0026718549779616296
C6xC2,12,53,1300,1.0,1.0,0.0014456780336331576
C6xC2,12,53,1400,1.0,1.0,0.0009744299313751981
C6xC2,12,53,1500,1.0,1.0,0.0007812993280822411
C6xC2,12,53,1600,1.0,1.0,0.000828398420708254
C6xC2,12,71,100,0.12255859375,0.12255859375,2.4796526432037354
C6xC2,12,71,200,0.51220703125,0.51220703125,1.4362012445926666
C6xC2,12,71,300,0.73828125,0.73828125,0.8294213712215424
C6xC2,12,71,400,0.9228515625,0.9228515625,0.2942259982228279
C6xC2,12,71,500,0.84814453125,0.84814453125,0.4419315904378891
C6xC2,12,71,600,0.953125,0.953125,0.1599380150437355
C6xC2,12,71,700,0.9638671875,0.9638671875,0.12033649533987045
C6xC2,12,71,800,0.95947265625,0.95947265625,0.1425754353404045
C6xC2,12,71,900,0.98828125,0.98828125,0.04129861947149038
C6xC2,12,71,1000,0.99169921875,0.99169921875,0.030014888383448124
C6xC2,12,71,1100,0.98974609375,0.98974609375,0.03646920435130596
C6xC2,12,71,1200,0.99267578125,0.99267578125,0.03165408689528704
C6xC2,12,71,1300,0.99169921875,0.99169921875,0.03159338142722845
C6xC2,12,71,1400,0.990234375,0.990234375,0.03502157609909773
C6xC2,12,71,1500,0.9970703125,0.9970703125,0.011521972948685288
C6xC2,12,71,1600,0.99755859375,0.99755859375,0.012464707717299461
D6,12,11,100,0.0888671875,0.244140625,2.5059812664985657
D6,12,11,200,0.126953125,0.28564453125,2.4448739290237427
D6,12,11,300,0.19873046875,0.36865234375,2.2316176295280457
D6,12,11,400,0.30224609375,0.5576171875,1.9126572608947754
D6,12,11,500,0.38720703125,0.70361328125,1.6048637330532074
D6,12,11,600,0.4521484375,0.7939453125,1.3052795231342316
D6,12,11,700,0.478515625,0.8212890625,1.3101834654808044
D6,12,11,800,0.5908203125,0.91845703125,0.9173255264759064
D6,12,11,900,0.59765625,0.93603515625,0.8589457273483276
D6,12,11,1000,0.650390625,0.96923828125,0.7318055033683777
D6,12,11,1100,0.67041015625,0.97021484375,0.689940020442009
D6,12,11,1200,0.71728515625,0.99267578125,0.5613732039928436
D6,12,11,1300,0.6943359375,0.9892578125,0.6118720918893814
D6,12,11,1400,0.77099609375,0.99072265625,0.4920865073800087
D6,12,11,1500,0.79736328125,0.9970703125,0.4681670069694519
D6,12,11,1600,0.8291015625,0.994140625,0.4036456122994423
D6,12,23,100,0.10302734375,0.26025390625,2.5331076979637146
D6,12,23,200,0.201171875,0.47705078125,2.125284194946289
D6,12,23,300,0.30615234375,0.658203125,1.7402310073375702
D6,12,23,400,0.37353515625,0.7861328125,1.539160966873169
D6,12,23,500,0.4736328125,0.8818359375,1.1969882547855377
D6,12,23,600,0.521484375,0.916015625,1.1255200803279877
D6,12,23,700,0.55517578125,0.96240234375,0.9497080445289612
D6,12,23,800,0.58837890625,0.984375,0.8390338718891144
D6,12,23,900,0.64306640625,0.9951171875,0.7330126911401749
D6,12,23,1000,0.65185546875,0.9716796875,0.7578888982534409
D6,12,23,1100,0.66845703125,0.99853515625,0.6854846626520157
D6,12,23,1200,0.7236328125,0.99951171875,0.5959795564413071
D6,12,23,1300,0.740234375,1.0,0.5739117711782455
D6,12,23,1400,0.78564453125,1.0,0.4835604801774025
D6,12,23,1500,0.79052734375,0.99462890625,0.4986395910382271
D6,12,23,1600,0.783203125,0.98193359375,0.5148807540535927
D6,12,37,100,0.10546875,0.298828125,2.495691955089569
D6,12,37,200,0.2109375,0.51513671875,2.1216455698013306
D6,12,37,300,0.3408203125,0.8076171875,1.720535546541214
D6,12,37,400,0.4052734375,0.86767578125,1.3883604407310486
D6,12,37,500,0.470703125,0.97021484375,1.0610235631465912
D6,12,37,600,0.52783203125,0.9921875,0.9493233561515808
D6,12,37,700,0.55908203125,0.9921875,0.8925601243972778
D6,12,37,800,0.58544921875,0.9951171875,0.83499675989151
D6,12,37,900,0.58349609375,0.99267578125,0.8608963936567307
D6,12,37,1000,0.60693359375,0.99658203125,0.7754176557064056
D6,12,37,1100,0.6298828125,0.998046875,0.7462309896945953
D6,12,37,1200,0.64453125,0.99560546875,0.7154439687728882
D6,12,37,1300,0.64990234375,0.99609375,0.6858968883752823
D6,12,37,1400,0.68896484375,0.99609375,0.6470010876655579
D6,12,37,1500,0.68603515625,0.99658203125,0.65012027323246
D6,12,37,1600,0.72900390625,1.0,0.5832685083150864
D6,12,53,100,0.12353515625,0.34423828125,2.394898295402527
D6,12,53,200,0.20263671875,0.56787109375,2.100085735321045
D6,12,53,300,0.35791015625,0.8779296875,1.5112760961055756
D6,12,53,400,0.37060546875,0.87451171875,1.359041690826416
D6,12,53,500,0.43115234375,0.9833984375,1.0900540351867676
D6,12,53,600,0.4814453125,0.9912109375,1.0040891617536545
D6,12,53,700,0.5205078125,0.9970703125,0.9329360723495483
D6,12,53,800,0.544921875,0.99755859375,0.8766927272081375
D6,12,53,900,0.60546875,0.99267578125,0.8083474785089493
D6,12,53,1000,0.642578125,0.9970703125,0.737352043390274
D6,12,53,1100,0.64697265625,0.9990234375,0.6898748576641083
D6,12,53,1200,0.6611328125,0.99853515625,0.6782335489988327
D6,12,53,1300,0.6552734375,0.99560546875,0.7260877192020416
D6,12,53,1400,0.69482421875,0.99951171875,0.603387638926506
D6,12,53,1500,0.73974609375,0.99951171875,0.564818799495697
D6,12,53,1600,0.74072265625,0.99853515625,0.5401802659034729
D6,12,71,100,0.1181640625,0.35302734375,2.425759255886078
D6,12,71,200,0.27490234375,0.78564453125,1.8481885492801666
D6,12,71,300,0.3212890625,0.84130859375,1.6231689453125
D6,12,71,400,0.373046875,0.9072265625,1.268792599439621
D6,12,71,500,0.44384765625,0.955078125,1.1321657299995422
D6,12,71,600,0.51611328125,0.99853515625,0.9424464255571365
D6,12,71,700,0.53076171875,0.99365234375,0.9106010347604752
D6,12,71,800,0.5400390625,0.98681640625,0.9570256322622299
D6,12,71,900,0.5986328125,0.9970703125,0.7971419095993042
D6,12,71,1000,0.65283203125,0.99658203125,0.7223182767629623
D6,12,71,1100,0.68115234375,0.99853515625,0.6615811586380005
D6,12,71,1200,0.71826171875,0.99365234375,0.6460666805505753
D6,12,71,1300,0.7578125,0.9990234375,0.5229093879461288
D6,12,71,1400,0.76513671875,0.9814453125,0.561387225985527
D6,12,71,1500,0.78759765625,0.9912109375,0.47098013758659363
D6,12,71,1600,0.8193359375,0.9970703125,0.42964763939380646
A4,12,11,100,0.09423828125,0.33544921875,2.505266785621643
A4,12,11,200,0.13037109375,0.3505859375,2.4666730761528015
A4,12,11,300,0.14013671875,0.40185546875,2.3600526452064514
A4,12,11,400,0.18603515625,0.48583984375,2.241636335849762
A4,12,11,500,0.23974609375,0.6025390625,2.0544606745243073
A4,12,11,600,0.27587890625,0.67236328125,1.9114287793636322
A4,12,11,700,0.29638671875,0.73681640625,1.9684090316295624
A4,12,11,800,0.3642578125,0.8212890625,1.5823194682598114
A4,12,11,900,0.3916015625,0.87353515625,1.4738682210445404
A4,12,11,1000,0.40185546875,0.9208984375,1.3619583249092102
A4,12,11,1100,0.427734375,0.96044921875,1.2456732094287872
A4,12,11,1200,0.44677734375,0.9833984375,1.1440017521381378
A4,12,11,1300,0.4560546875,0.982421875,1.1276292502880096
A4,12,11,1400,0.46484375,0.99169921875,1.0867057144641876
A4,12,11,1500,0.45947265625,0.99267578125,1.1056998074054718
A4,12,11,1600,0.4462890625,0.98486328125,1.1170343458652496
A4,12,23,100,0.0927734375,0.34814453125,2.545778810977936
A4,12,23,200,0.1376953125,0.45947265625,2.372740149497986
A4,12,23,300,0.21240234375,0.69189453125,2.01133394241333
A4,12,23,400,0.265625,0.77099609375,1.840749353170395
A4,12,23,500,0.326171875,0.85888671875,1.5565406680107117
A4,12,23,600,0.359375,0.9228515625,1.4796288907527924
A4,12,23,700,0.41357421875,0.970703125,1.2739317715168
A4,12,23,800,0.4130859375,0.98095703125,1.256288468837738
A4,12,23,900,0.40625,0.99267578125,1.201797753572464
A4,12,23,1000,0.427734375,0.99609375,1.135501742362976
A4,12,23,1100,0.41943359375,0.99609375,1.1255282163619995
A4,12,23,1200,0.43798828125,0.99853515625,1.0768852233886719
A4,12,23,1300,0.435546875,0.99560546875,1.1210325360298157
A4,12,23,1400,0.46630859375,0.99365234375,1.05764439702034
A4,12,23,1500,0.46142578125,0.9990234375,1.0484369993209839
A4,12,23,1600,0.4658203125,0.99072265625,1.0777136385440826
A4,12,37,100,0.11279296875,0.42919921875,2.492338180541992
A4,12,37,200,0.232421875,0.84521484375,1.837735116481781
A4,12,37,300,0.2685546875,0.9580078125,1.562187820672989
A4,12,37,400,0.28173828125,0.97412109375,1.4523510038852692
A4,12,37,500,0.3017578125,0.98291015625,1.381480872631073
A4,12,37,600,0.34912109375,0.98876953125,1.3145667910575867
A4,12,37,700,0.3623046875,0.98828125,1.2799977362155914
A4,12,37,800,0.37255859375,0.9951171875,1.2356334626674652
A4,12,37,900,0.40087890625,0.98486328125,1.23453089594841
A4,12,37,1000,0.41748046875,0.99365234375,1.1732352375984192
A4,12,37,1100,0.4306640625,0.99609375,1.1653994619846344
A4,12,37,1200,0.44482421875,0.99658203125,1.1223109364509583
A4,12,37,1300,0.42041015625,0.9951171875,1.1595284044742584
A4,12,37,1400,0.458984375,0.998046875,1.0949431955814362
A4,12,37,1500,0.4462890625,0.9921875,1.1064197421073914
A4,12,37,1600,0.46142578125,0.99560546875,1.0847110152244568
A4,12,53,100,0.1005859375,0.35205078125,2.512462317943573
A4,12,53,200,0.1572265625,0.5322265625,2.3307612538337708
A4,12,53,300,0.25146484375,0.8681640625,1.7558618783950806
A4,12,53,400,0.27783203125,0.90966796875,1.607585370540619
A4,12,53,500,0.3056640625,0.97412109375,1.410325139760971
A4,12,53,600,0.36328125,0.98388671875,1.3173067271709442
A4,12,53,700,0.36669921875,0.9931640625,1.2906025350093842
A4,12,53,800,0.3916015625,0.9951171875,1.2238734364509583
A4,12,53,900,0.4130859375,0.998046875,1.1681008338928223
A4,12,53,1000,0.42724609375,0.99755859375,1.1418454051017761
A4,12,53,1100,0.4443359375,0.99853515625,1.098348081111908
A4,12,53,1200,0.4091796875,0.94921875,1.2954005300998688
A4,12,53,1300,0.4541015625,0.99609375,1.1355123817920685
A4,12,53,1400,0.44091796875,0.9951171875,1.1069821119308472
A4,12,53,1500,0.45849609375,0.9970703125,1.0903980135917664
A4,12,53,1600,0.470703125,0.99951171875,1.0596659779548645
A4,12,71,100,0.087890625,0.33251953125,2.5408666729927063
A4,12,71,200,0.1943359375,0.7275390625,2.0309752821922302
A4,12,71,300,0.228515625,0.8203125,1.8312467634677887
A4,12,71,400,0.2958984375,0.951171875,1.5287234485149384
A4,12,71,500,0.310546875,0.94677734375,1.4743720889091492
A4,12,71,600,0.35205078125,0.99267578125,1.3111296594142914
A4,12,71,700,0.38330078125,0.9951171875,1.2665459513664246
A4,12,71,800,0.380859375,0.99072265625,1.2941445708274841
A4,12,71,900,0.39697265625,0.99365234375,1.200240969657898
A4,12,71,1000,0.42041015625,0.990234375,1.18781116604805
A4,12,71,1100,0.4150390625,0.99365234375,1.1556972861289978
A4,12,71,1200,0.41162109375,0.97509765625,1.2252021431922913
A4,12,71,1300,0.4423828125,0.99755859375,1.1005644798278809
A4,12,71,1400,0.4541015625,0.994140625,1.1179592609405518
A4,12,71,1500,0.4443359375,0.99853515625,1.1572002470493317
A4,12,71,1600,0.4765625,0.99853515625,1.0715743899345398
C24,24,11,100,0.0380859375,0.0380859375,3.183184266090393
C24,24,11,200,0.068359375,0.068359375,3.119046211242676
C24,24,11,300,0.21142578125,0.21142578125,2.5834288597106934
C24,24,11,400,0.5107421875,0.5107421875,1.6215473413467407
C24,24,11,500,0.74169921875,0.74169921875,0.9119883328676224
C24,24,11,600,0.85791015625,0.85791015625,0.5527296662330627
C24,24,11,700,0.9296875,0.9296875,0.2655288204550743
C24,24,11,800,0.533203125,0.533203125,1.9030214548110962
C24,24,11,900,0.9111328125,0.9111328125,0.27582359313964844
C24,24,11,1000,0.869140625,0.869140625,0.39129267632961273
C24,24,11,1100,0.9580078125,0.9580078125,0.14425405114889145
C24,24,11,1200,0.9697265625,0.9697265625,0.09839131124317646
C24,24,11,1300,0.86474609375,0.86474609375,0.3956213966012001
C24,24,11,1400,0.970703125,0.970703125,0.09013980813324451
C24,24,11,1500,0.94287109375,0.94287109375,0.16161393374204636
C24,24,11,1600,0.97607421875,0.97607421875,0.07360905967652798
C24,24,23,100,0.0478515625,0.0478515625,3.1844146251678467
C24,24,23,200,0.0458984375,0.0458984375,3.1678569316864014
C24,24,23,300,0.11865234375,0.11865234375,2.9838151335716248
C24,24,23,400,0.19677734375,0.19677734375,2.238933503627777
C24,24,23,500,0.3828125,0.3828125,1.7168143391609192
C24,24,23,600,0.5458984375,0.5458984375,1.3267648816108704
C24,24,23,700,0.73681640625,0.73681640625,0.8343547731637955
C24,24,23,800,0.78564453125,0.78564453125,0.6868400722742081
C24,24,23,900,0.86865234375,0.86865234375,0.42628712952136993
C24,24,23,1000,0.89306640625,0.89306640625,0.34228459745645523
C24,24,23,1100,0.91015625,0.91015625,0.2723742164671421
C24,24,23,1200,0.88671875,0.88671875,0.36006706207990646
C24,24,23,1300,0.86279296875,0.86279296875,0.42121902853250504
C24,24,23,1400,0.95947265625,0.95947265625,0.13987664878368378
C24,24,23,1500,0.951171875,0.951171875,0.14278732053935528
C24,24,23,1600,0.603515625,0.603515625,1.9441726207733154
C24,24,37,100,0.044921875,0.044921875,3.189599633216858
C24,24,37,200,0.06494140625,0.06494140625,3.081540524959564
C24,24,37,300,0.11474609375,0.11474609375,2.550219416618347
C24,24,37,400,0.40087890625,0.40087890625,1.7030182182788849
C24,24,37,500,0.50927734375,0.50927734375,1.3722912669181824
C24,24,37,600,0.5849609375,0.5849609375,1.1656452119350433
C24,24,37,700,0.64892578125,0.64892578125,0.9616408497095108
C24,24,37,800,0.8193359375,0.8193359375,0.5922655016183853
C24,24,37,900,0.7890625,0.7890625,0.5917864143848419
C24,24,37,1000,0.6201171875,0.6201171875,1.0996333956718445
C24,24,37,1100,0.87158203125,0.87158203125,0.3750680610537529
C24,24,37,1200,0.67138671875,0.67138671875,0.859711080789566
C24,24,37,1300,0.8544921875,0.8544921875,0.38799958676099777
C24,24,37,1400,0.8525390625,0.8525390625,0.4030260965228081
C24,24,37,1500,0.88525390625,0.88525390625,0.3237123265862465
C24,24,37,1600,0.96533203125,0.96533203125,0.11925086006522179
C24,24,53,100,0.0439453125,0.0439453125,3.186611294746399
C24,24,53,200,0.056640625,0.056640625,3.2269994616508484
C24,24,53,300,0.09912109375,0.09912109375,2.9442732334136963
C24,24,53,400,0.21923828125,0.21923828125,2.253999948501587
C24,24,53,500,0.26318359375,0.26318359375,2.1378058791160583
C24,24,53,600,0.40966796875,0.40966796875,1.803608477115631
C24,24,53,700,0.62890625,0.62890625,1.1724462807178497
C24,24,53,800,0.77880859375,0.77880859375,0.7676555961370468
C24,24,53,900,0.828125,0.828125,0.5560414269566536
C24,24,53,1000,0.8134765625,0.8134765625,0.5743689686059952
C24,24,53,1100,0.84619140625,0.84619140625,0.4699268788099289
C24,24,53,1200,0.806640625,0.806640625,0.6040405035018921
C24,24,53,1300,0.9169921875,0.9169921875,0.26352114602923393
C24,24,53,1400,0.9501953125,0.9501953125,0.1789739802479744
C24,24,53,1500,0.94287109375,0.94287109375,0.17086289823055267
C24,24,53,1600,0.96044921875,0.96044921875,0.12221722863614559
C24,24,71,100,0.0390625,0.0390625,3.18220978975296
C24,24,71,200,0.0478515625,0.0478515625,3.2169677019119263
C24,24,71,300,0.09423828125,0.09423828125,3.0370506644248962
C24,24,71,400,0.240234375,0.240234375,2.4031277894973755
C24,24,71,500,0.44384765625,0.44384765625,1.725287526845932
C24,24,71,600,0.56640625,0.56640625,1.3265643417835236
C24,24,71,700,0.71435546875,0.71435546875,0.8223694711923599
C24,24,71,800,0.7841796875,0.7841796875,0.6064786911010742
C24,24,71,900,0.8720703125,0.8720703125,0.39699770510196686
C24,24,71,1000,0.9150390625,0.9150390625,0.2713550813496113
C24,24,71,1100,0.8359375,0.8359375,0.5255408361554146
C24,24,71,1200,0.93798828125,0.93798828125,0.19443413615226746
C24,24,71,1300,0.94677734375,0.94677734375,0.166814673691988
C24,24,71,1400,0.96484375,0.96484375,0.11476710811257362
C24,24,71,1500,0.978515625,0.978515625,0.0805784109979868
C24,24,71,1600,0.97119140625,0.97119140625,0.0890195183455944
C12xC2,24,11,100,0.04150390625,0.04150390625,3.1834709644317627
C12xC2,24,11,200,0.04345703125,0.04345703125,3.1852606534957886
C12xC2,24,11,300,0.1396484375,0.1396484375,2.741360068321228
C12xC2,24,11,400,0.384765625,0.384765625,1.8283093571662903
C12xC2,24,11,500,0.47998046875,0.47998046875,1.4310495853424072
C12xC2,24,11,600,0.66845703125,0.66845703125,0.9208354651927948
C12xC2,24,11,700,0.822265625,0.822265625,0.5100978314876556
C12xC2,24,11,800,0.74658203125,0.74658203125,0.7247805893421173
C12xC2,24,11,900,0.85546875,0.85546875,0.4140530228614807
C12xC2,24,11,1000,0.9375,0.9375,0.20802035927772522
C12xC2,24,11,1100,0.94482421875,0.94482421875,0.18006960675120354
C12xC2,24,11,1200,0.98388671875,0.98388671875,0.06264645606279373
C12xC2,24,11,1300,0.951171875,0.951171875,0.15388282388448715
C12xC2,24,11,1400,0.9912109375,0.9912109375,0.040909137576818466
C12xC2,24,11,1500,0.99169921875,0.99169921875,0.03270656522363424
C12xC2,24,11,1600,0.99365234375,0.99365234375,0.025875916704535484
C12xC2,24,23,100,0.04541015625,0.04541015625,3.1829317808151245
C12xC2,24,23,200,0.05517578125,0.05517578125,3.158275604248047
C12xC2,24,23,300,0.1630859375,0.1630859375,2.5686959624290466
C12xC2,24,23,400,0.3359375,0.3359375,1.799288660287857
C12xC2,24,23,500,0.44580078125,0.44580078125,1.5220261216163635
C12xC2,24,23,600,0.66650390625,0.66650390625,0.9787116795778275
C12xC2,24,23,700,0.8544921875,0.8544921875,0.58786940574646
C12xC2,24,23,800,0.7265625,0.7265625,0.845185711979866
C12xC2,24,23,900,0.86767578125,0.86767578125,0.4172053411602974
C12xC2,24,23,1000,0.935546875,0.935546875,0.22877779603004456
C12xC2,24,23,1100,0.95166015625,0.95166015625,0.17340128123760223
C12xC2,24,23,1200,0.93310546875,0.93310546875,0.20392689108848572
C12xC2,24,23,1300,0.970703125,0.970703125,0.09658553078770638
