group,order,seed,step,exact_accuracy,quotient_accuracy,nll
C12xC2,24,23,1400,0.9423828125,0.9423828125,0.18407953158020973
C12xC2,24,23,1500,0.98583984375,0.98583984375,0.053984557278454304
C12xC2,24,23,1600,0.6015625,0.6015625,1.9996154308319092
C12xC2,24,37,100,0.03759765625,0.03759765625,3.1925353407859802
C12xC2,24,37,200,0.06201171875,0.06201171875,3.0822877287864685
C12xC2,24,37,300,0.16650390625,0.16650390625,2.3848360180854797
C12xC2,24,37,400,0.35302734375,0.35302734375,1.6779016256332397
C12xC2,24,37,500,0.4287109375,0.4287109375,1.4310794174671173
C12xC2,24,37,600,0.53271484375,0.53271484375,1.161760300397873
C12xC2,24,37,700,0.73291015625,0.73291015625,0.7568366676568985
C12xC2,24,37,800,0.87890625,0.87890625,0.39885538816452026
C12xC2,24,37,900,0.91796875,0.91796875,0.2818661257624626
C12xC2,24,37,1000,0.8017578125,0.8017578125,0.6691691428422928
C12xC2,24,37,1100,0.908203125,0.908203125,0.26812542229890823
C12xC2,24,37,1200,0.908203125,0.908203125,0.2707482799887657
C12xC2,24,37,1300,0.97998046875,0.97998046875,0.09072892181575298
C12xC2,24,37,1400,0.98046875,0.98046875,0.07849408872425556
C12xC2,24,37,1500,0.982421875,0.982421875,0.06748251803219318
C12xC2,24,37,1600,0.9931640625,0.9931640625,0.03120396938174963
C12xC2,24,53,100,0.0400390625,0.0400390625,3.1866255402565002
C12xC2,24,53,200,0.0556640625,0.0556640625,3.3100889921188354
C12xC2,24,53,300,0.2001953125,0.2001953125,2.4832576513290405
C12xC2,24,53,400,0.32470703125,0.32470703125,1.7310467958450317
C12xC2,24,53,500,0.40478515625,0.40478515625,1.3744633197784424
C12xC2,24,53,600,0.48388671875,0.48388671875,1.08456689119339
C12xC2,24,53,700,0.828125,0.828125,0.6435342133045197
C12xC2,24,53,800,0.888671875,0.888671875,0.37287452816963196
C12xC2,24,53,900,0.9697265625,0.9697265625,0.138354130089283
C12xC2,24,53,1000,0.9462890625,0.9462890625,0.16849538683891296
C12xC2,24,53,1100,0.9765625,0.9765625,0.08585778810083866
C12xC2,24,53,1200,0.94140625,0.94140625,0.165808267891407
C12xC2,24,53,1300,0.96728515625,0.96728515625,0.1189163327217102
C12xC2,24,53,1400,0.98876953125,0.98876953125,0.042673070915043354
C12xC2,24,53,1500,0.98291015625,0.98291015625,0.05565593671053648
C12xC2,24,53,1600,0.99755859375,0.99755859375,0.011404883582144976
C12xC2,24,71,100,0.0341796875,0.0341796875,3.1887277364730835
C12xC2,24,71,200,0.048828125,0.048828125,3.2076767086982727
C12xC2,24,71,300,0.1494140625,0.1494140625,2.5815964341163635
C12xC2,24,71,400,0.3017578125,0.3017578125,2.0484583973884583
C12xC2,24,71,500,0.48681640625,0.48681640625,1.5064541101455688
C12xC2,24,71,600,0.73828125,0.73828125,0.7777879238128662
C12xC2,24,71,700,0.87109375,0.87109375,0.43304552882909775
C12xC2,24,71,800,0.8857421875,0.8857421875,0.3707624673843384
C12xC2,24,71,900,0.9482421875,0.9482421875,0.17189736664295197
C12xC2,24,71,1000,0.97021484375,0.97021484375,0.1164727620780468
C12xC2,24,71,1100,0.9296875,0.9296875,0.26782914996147156
C12xC2,24,71,1200,0.97265625,0.97265625,0.09515023976564407
C12xC2,24,71,1300,0.99072265625,0.99072265625,0.04275897750630975
C12xC2,24,71,1400,0.9912109375,0.9912109375,0.03732733894139528
C12xC2,24,71,1500,0.99169921875,0.99169921875,0.031476210337132215
C12xC2,24,71,1600,0.984375,0.984375,0.05031323619186878
Q8xC3,24,11,100,0.0400390625,0.0859375,3.1872681379318237
Q8xC3,24,11,200,0.0966796875,0.20947265625,2.8084370493888855
Q8xC3,24,11,300,0.23486328125,0.48095703125,2.1495542526245117
Q8xC3,24,11,400,0.3818359375,0.73681640625,1.591087281703949
Q8xC3,24,11,500,0.388671875,0.7705078125,1.4510033130645752
Q8xC3,24,11,600,0.458984375,0.9013671875,0.9758016765117645
Q8xC3,24,11,700,0.4775390625,0.953125,0.899431124329567
Q8xC3,24,11,800,0.2470703125,0.4951171875,3.2395201921463013
Q8xC3,24,11,900,0.48681640625,0.9462890625,0.871740534901619
Q8xC3,24,11,1000,0.48974609375,0.9619140625,0.8449315279722214
Q8xC3,24,11,1100,0.4775390625,0.9072265625,0.9740862399339676
Q8xC3,24,11,1200,0.48779296875,0.97998046875,0.7884504795074463
Q8xC3,24,11,1300,0.51416015625,0.9853515625,0.7744263708591461
Q8xC3,24,11,1400,0.49462890625,0.923828125,0.9134745299816132
Q8xC3,24,11,1500,0.5048828125,0.96240234375,0.8316473811864853
Q8xC3,24,11,1600,0.541015625,0.9853515625,0.7370977997779846
Q8xC3,24,23,100,0.04736328125,0.08642578125,3.186880648136139
Q8xC3,24,23,200,0.0419921875,0.078125,3.1913397908210754
Q8xC3,24,23,300,0.10009765625,0.17529296875,2.933896481990814
Q8xC3,24,23,400,0.21826171875,0.45703125,2.2832366824150085
Q8xC3,24,23,500,0.3125,0.6484375,1.8087955713272095
Q8xC3,24,23,600,0.31494140625,0.66259765625,1.6548810005187988
Q8xC3,24,23,700,0.3935546875,0.7900390625,1.3163043558597565
Q8xC3,24,23,800,0.408203125,0.8037109375,1.285943329334259
Q8xC3,24,23,900,0.40234375,0.81396484375,1.2216596901416779
Q8xC3,24,23,1000,0.46533203125,0.951171875,0.8843256831169128
Q8xC3,24,23,1100,0.4765625,0.923828125,0.938528522849083
Q8xC3,24,23,1200,0.482421875,0.92919921875,0.9124577790498734
Q8xC3,24,23,1300,0.49658203125,0.93505859375,0.8933050185441971
Q8xC3,24,23,1400,0.51025390625,0.953125,0.8368251323699951
Q8xC3,24,23,1500,0.53125,0.96044921875,0.8017933815717697
Q8xC3,24,23,1600,0.51806640625,0.91748046875,0.8901335000991821
Q8xC3,24,37,100,0.0341796875,0.08154296875,3.1838415265083313
Q8xC3,24,37,200,0.052734375,0.107421875,3.1459067463874817
Q8xC3,24,37,300,0.119140625,0.23681640625,2.628720760345459
Q8xC3,24,37,400,0.24560546875,0.48876953125,1.9327709078788757
Q8xC3,24,37,500,0.32373046875,0.66259765625,1.5184716284275055
Q8xC3,24,37,600,0.41162109375,0.8203125,1.2083061933517456
Q8xC3,24,37,700,0.46875,0.93896484375,0.9400270730257034
Q8xC3,24,37,800,0.470703125,0.974609375,0.8171228766441345
Q8xC3,24,37,900,0.46435546875,0.94921875,0.8824959248304367
Q8xC3,24,37,1000,0.4384765625,0.9052734375,1.033221036195755
Q8xC3,24,37,1100,0.4873046875,0.9814453125,0.810057744383812
Q8xC3,24,37,1200,0.50537109375,0.986328125,0.7878188788890839
Q8xC3,24,37,1300,0.51806640625,0.9951171875,0.7290540337562561
Q8xC3,24,37,1400,0.50244140625,0.994140625,0.739588588476181
Q8xC3,24,37,1500,0.501953125,0.99365234375,0.7306873798370361
Q8xC3,24,37,1600,0.513671875,0.9970703125,0.7195960134267807
Q8xC3,24,53,100,0.0400390625,0.0888671875,3.18764328956604
Q8xC3,24,53,200,0.041015625,0.08935546875,3.2971577048301697
Q8xC3,24,53,300,0.06494140625,0.12841796875,3.01868212223053
Q8xC3,24,53,400,0.134765625,0.2744140625,2.7790233492851257
Q8xC3,24,53,500,0.2841796875,0.55810546875,2.164159059524536
Q8xC3,24,53,600,0.359375,0.73583984375,1.5755966305732727
Q8xC3,24,53,700,0.392578125,0.79150390625,1.3410110473632812
Q8xC3,24,53,800,0.43310546875,0.87890625,1.1174014806747437
Q8xC3,24,53,900,0.45751953125,0.90380859375,1.035127580165863
Q8xC3,24,53,1000,0.49072265625,0.9091796875,0.9606752097606659
Q8xC3,24,53,1100,0.5048828125,0.95166015625,0.869133323431015
Q8xC3,24,53,1200,0.5078125,0.93408203125,0.8961883783340454
Q8xC3,24,53,1300,0.54638671875,0.9609375,0.8109394311904907
Q8xC3,24,53,1400,0.55615234375,0.96533203125,0.7885186821222305
Q8xC3,24,53,1500,0.60400390625,0.98388671875,0.6842480003833771
Q8xC3,24,53,1600,0.64404296875,0.98876953125,0.6081486791372299
Q8xC3,24,71,100,0.046875,0.076171875,3.182919919490814
Q8xC3,24,71,200,0.04638671875,0.08837890625,3.2353097200393677
Q8xC3,24,71,300,0.12548828125,0.2529296875,2.8480294346809387
Q8xC3,24,71,400,0.2783203125,0.5546875,2.036025881767273
Q8xC3,24,71,500,0.35498046875,0.72900390625,1.566214919090271
Q8xC3,24,71,600,0.42431640625,0.84765625,1.216451346874237
Q8xC3,24,71,700,0.42626953125,0.86474609375,1.1337593495845795
Q8xC3,24,71,800,0.45263671875,0.90771484375,1.037176936864853
Q8xC3,24,71,900,0.47998046875,0.94140625,0.9129864275455475
Q8xC3,24,71,1000,0.4697265625,0.9384765625,0.8968236297369003
Q8xC3,24,71,1100,0.48876953125,0.958984375,0.8425983190536499
Q8xC3,24,71,1200,0.4931640625,0.9580078125,0.8462829738855362
Q8xC3,24,71,1300,0.51025390625,0.990234375,0.7509703934192657
Q8xC3,24,71,1400,0.51416015625,0.958984375,0.8227202594280243
Q8xC3,24,71,1500,0.537109375,0.9814453125,0.7542110085487366
Q8xC3,24,71,1600,0.513671875,0.97314453125,0.7679899781942368
D12,24,11,100,0.0380859375,0.2646484375,3.188694477081299
D12,24,11,200,0.06396484375,0.3837890625,2.994978904724121
D12,24,11,300,0.06298828125,0.4013671875,2.8704640865325928
D12,24,11,400,0.10107421875,0.5478515625,2.6586506962776184
D12,24,11,500,0.1455078125,0.8212890625,2.3442832231521606
D12,24,11,600,0.17236328125,0.8974609375,2.064877986907959
D12,24,11,700,0.17529296875,0.95361328125,1.9051305651664734
D12,24,11,800,0.1953125,0.9599609375,1.9034565091133118
D12,24,11,900,0.19189453125,0.99755859375,1.790917307138443
D12,24,11,1000,0.20703125,0.99755859375,1.7476523220539093
D12,24,11,1100,0.22314453125,0.9990234375,1.7181718349456787
D12,24,11,1200,0.21923828125,0.998046875,1.694997876882553
D12,24,11,1300,0.22802734375,0.9970703125,1.6747452020645142
D12,24,11,1400,0.236328125,0.9990234375,1.6262697875499725
D12,24,11,1500,0.2607421875,0.998046875,1.6062815189361572
D12,24,11,1600,0.2880859375,0.99462890625,1.547727257013321
D12,24,23,100,0.04833984375,0.25439453125,3.183812379837036
D12,24,23,200,0.04345703125,0.24658203125,3.194940447807312
D12,24,23,300,0.0712890625,0.37890625,2.9717711210250854
D12,24,23,400,0.11474609375,0.6552734375,2.63174569606781
D12,24,23,500,0.1728515625,0.84716796875,2.3311877846717834
D12,24,23,600,0.18701171875,0.89013671875,1.9823844730854034
D12,24,23,700,0.23779296875,0.98681640625,1.8262163698673248
D12,24,23,800,0.2333984375,0.93603515625,1.9075820446014404
D12,24,23,900,0.271484375,0.9931640625,1.7058514654636383
D12,24,23,1000,0.31884765625,0.9970703125,1.580321878194809
D12,24,23,1100,0.32177734375,0.9931640625,1.563557356595993
D12,24,23,1200,0.35107421875,0.9921875,1.5398512184619904
D12,24,23,1300,0.39404296875,0.99658203125,1.4256071150302887
D12,24,23,1400,0.40283203125,0.9970703125,1.3906527161598206
D12,24,23,1500,0.443359375,0.99755859375,1.313916176557541
D12,24,23,1600,0.44091796875,0.99267578125,1.378546267747879
D12,24,37,100,0.0439453125,0.2548828125,3.182998538017273
D12,24,37,200,0.0390625,0.2451171875,3.1829386353492737
D12,24,37,300,0.0498046875,0.2607421875,3.1747220158576965
D12,24,37,400,0.06201171875,0.25634765625,3.0864115953445435
D12,24,37,500,0.0732421875,0.27490234375,3.032460927963257
D12,24,37,600,0.087890625,0.29736328125,2.9284550547599792
D12,24,37,700,0.1142578125,0.3798828125,2.669693112373352
D12,24,37,800,0.15087890625,0.46875,2.39066082239151
D12,24,37,900,0.1787109375,0.4365234375,2.3528645634651184
D12,24,37,1000,0.20263671875,0.48583984375,2.20052832365036
D12,24,37,1100,0.24755859375,0.52490234375,1.934974193572998
D12,24,37,1200,0.24658203125,0.5,1.8467626869678497
D12,24,37,1300,0.28857421875,0.529296875,1.7321138679981232
D12,24,37,1400,0.32568359375,0.54931640625,1.6853645741939545
D12,24,37,1500,0.3369140625,0.5537109375,1.6540091037750244
D12,24,37,1600,0.365234375,0.5673828125,1.5648787021636963
D12,24,53,100,0.04150390625,0.24609375,3.1888471841812134
D12,24,53,200,0.04541015625,0.26904296875,3.2079668045043945
D12,24,53,300,0.05615234375,0.36328125,3.037689745426178
D12,24,53,400,0.06298828125,0.3740234375,2.9350353479385376
D12,24,53,500,0.095703125,0.4814453125,2.7425485253334045
D12,24,53,600,0.10791015625,0.51416015625,2.6152870059013367
D12,24,53,700,0.11865234375,0.54638671875,2.538411259651184
D12,24,53,800,0.14404296875,0.6044921875,2.437320351600647
D12,24,53,900,0.1708984375,0.650390625,2.265025556087494
D12,24,53,1000,0.2001953125,0.71630859375,2.1311740279197693
D12,24,53,1100,0.23095703125,0.7880859375,2.0359110832214355
D12,24,53,1200,0.2724609375,0.833984375,1.8813779056072235
D12,24,53,1300,0.27978515625,0.875,1.7725675106048584
D12,24,53,1400,0.33056640625,0.9013671875,1.6591009199619293
D12,24,53,1500,0.3740234375,0.9267578125,1.5156402885913849
D12,24,53,1600,0.41357421875,0.958984375,1.3534600138664246
D12,24,71,100,0.04052734375,0.24560546875,3.1831725239753723
D12,24,71,200,0.04833984375,0.2666015625,3.1977434754371643
D12,24,71,300,0.048828125,0.25390625,3.1666460037231445
D12,24,71,400,0.06005859375,0.2529296875,3.1344797611236572
D12,24,71,500,0.072265625,0.2822265625,3.098320722579956
D12,24,71,600,0.078125,0.3056640625,3.0559285283088684
D12,24,71,700,0.1279296875,0.435546875,2.7993677854537964
D12,24,71,800,0.162109375,0.5185546875,2.5637212991714478
D12,24,71,900,0.19384765625,0.552734375,2.39717698097229
D12,24,71,1000,0.22021484375,0.6416015625,2.1923331022262573
D12,24,71,1100,0.251953125,0.65185546875,2.1137208938598633
D12,24,71,1200,0.30712890625,0.7373046875,1.9500727951526642
D12,24,71,1300,0.32275390625,0.75634765625,1.8659095168113708
D12,24,71,1400,0.3603515625,0.763671875,1.7708219289779663
D12,24,71,1500,0.39306640625,0.81640625,1.6452365815639496
D12,24,71,1600,0.4228515625,0.84130859375,1.578985720872879
S4,24,11,100,0.044921875,0.50390625,3.179238796234131
S4,24,11,200,0.04443359375,0.5,3.192550778388977
S4,24,11,300,0.052734375,0.5078125,3.177200138568878
S4,24,11,400,0.0712890625,0.68603515625,3.0127188563346863
S4,24,11,500,0.0927734375,0.9150390625,2.7228779196739197
S4,24,11,600,0.11181640625,0.85302734375,2.7289267778396606
S4,24,11,700,0.11572265625,0.93408203125,2.489195704460144
S4,24,11,800,0.1435546875,0.9892578125,2.341582715511322
S4,24,11,900,0.1591796875,0.994140625,2.2618786692619324
S4,24,11,1000,0.18212890625,0.9970703125,2.115474283695221
S4,24,11,1100,0.177734375,1.0,2.0509477257728577
S4,24,11,1200,0.18359375,0.99951171875,1.9822562634944916
S4,24,11,1300,0.19677734375,0.99951171875,1.926811695098877
S4,24,11,1400,0.20947265625,0.99951171875,1.9155389070510864
S4,24,11,1500,0.2041015625,0.9990234375,1.9240484833717346
S4,24,11,1600,0.22119140625,0.998046875,1.8782857060432434
S4,24,23,100,0.04052734375,0.5205078125,3.1838894486427307
S4,24,23,200,0.04443359375,0.51318359375,3.1849361658096313
S4,24,23,300,0.04931640625,0.5009765625,3.1459730863571167
S4,24,23,400,0.06884765625,0.734375,2.8979381918907166
S4,24,23,500,0.08447265625,0.91064453125,2.730822503566742
S4,24,23,600,0.0908203125,0.93798828125,2.579892337322235
S4,24,23,700,0.10595703125,0.990234375,2.476122796535492
S4,24,23,800,0.10986328125,0.888671875,2.77046000957489
S4,24,23,900,0.11962890625,0.998046875,2.3493921756744385
S4,24,23,1000,0.14306640625,0.99951171875,2.25098192691803
S4,24,23,1100,0.15478515625,0.99853515625,2.1514415740966797
S4,24,23,1200,0.17333984375,0.99951171875,2.068689465522766
S4,24,23,1300,0.1787109375,1.0,1.9948784708976746
S4,24,23,1400,0.1806640625,0.99560546875,2.0039133727550507
S4,24,23,1500,0.1826171875,0.99951171875,1.9567277431488037
S4,24,23,1600,0.19091796875,0.99853515625,1.9429099559783936
S4,24,37,100,0.041015625,0.50146484375,3.1887258887290955
S4,24,37,200,0.046875,0.4970703125,3.2130799889564514
S4,24,37,300,0.06396484375,0.7431640625,2.9367571473121643
S4,24,37,400,0.09716796875,0.91357421875,2.613359212875366
S4,24,37,500,0.1279296875,0.92333984375,2.4720428586006165
S4,24,37,600,0.1357421875,0.9296875,2.403439939022064
S4,24,37,700,0.1640625,0.9951171875,2.175626516342163
S4,24,37,800,0.18310546875,0.9951171875,2.0357845425605774
S4,24,37,900,0.181640625,0.99462890625,2.008825719356537
S4,24,37,1000,0.205078125,0.99072265625,2.003764182329178
S4,24,37,1100,0.18994140625,0.998046875,1.9204081892967224
S4,24,37,1200,0.193359375,0.99755859375,1.9455861151218414
S4,24,37,1300,0.21240234375,0.99951171875,1.848636269569397
S4,24,37,1400,0.21923828125,1.0,1.8222101330757141
S4,24,37,1500,0.20751953125,0.99951171875,1.803257316350937
S4,24,37,1600,0.21240234375,0.998046875,1.7824214696884155
S4,24,53,100,0.041015625,0.5,3.1801727414131165
S4,24,53,200,0.04052734375,0.5146484375,3.258654236793518
S4,24,53,300,0.05859375,0.67431640625,3.0708141922950745
S4,24,53,400,0.06982421875,0.79833984375,2.9240249395370483
S4,24,53,500,0.08642578125,0.9150390625,2.752714157104492
S4,24,53,600,0.0966796875,0.93115234375,2.6722612380981445
S4,24,53,700,0.099609375,0.95263671875,2.5562601685523987
S4,24,53,800,0.08935546875,0.98291015625,2.5426263213157654
S4,24,53,900,0.10595703125,0.994140625,2.495332181453705
S4,24,53,1000,0.09130859375,0.9990234375,2.4685065150260925
S4,24,53,1100,0.1025390625,0.9951171875,2.462021231651306
S4,24,53,1200,0.10986328125,0.998046875,2.417331039905548
S4,24,53,1300,0.115234375,0.99853515625,2.3806851506233215
S4,24,53,1400,0.13916015625,0.99951171875,2.3438333868980408
S4,24,53,1500,0.15869140625,0.99658203125,2.28483909368515
S4,24,53,1600,0.15087890625,0.99755859375,2.209674656391144
S4,24,71,100,0.04052734375,0.474609375,3.190579891204834
S4,24,71,200,0.03173828125,0.45947265625,3.2065871357917786
S4,24,71,300,0.06298828125,0.7177734375,3.0069863200187683
S4,24,71,400,0.0693359375,0.81884765625,2.8920605778694153
S4,24,71,500,0.078125,0.86669921875,2.8285688757896423
S4,24,71,600,0.0830078125,0.91748046875,2.7011274099349976
S4,24,71,700,0.10107421875,0.92236328125,2.6230371594429016
S4,24,71,800,0.1142578125,0.92529296875,2.591649353504181
S4,24,71,900,0.1201171875,0.98291015625,2.4013389945030212
S4,24,71,1000,0.1328125,0.998046875,2.3296889662742615
S4,24,71,1100,0.140625,0.99951171875,2.2514670491218567
S4,24,71,1200,0.1533203125,0.99560546875,2.2040727734565735
S4,24,71,1300,0.1748046875,1.0,2.1177507638931274
S4,24,71,1400,0.1806640625,0.9970703125,2.0688770413398743
S4,24,71,1500,0.19091796875,0.99951171875,1.9683168530464172
S4,24,71,1600,0.212890625,0.99658203125,1.9214122891426086
