target_id,run_id,step,layer,selected_beta,target_kl,target_nll_damage,alpha_min,alpha_max,block_alpha,noise_alpha,block_alpha_multiplier,noise_alpha_multiplier,objective,block_kl,block_nll_damage,block_output_logit_norm,block_output_abs_cosine,block_hidden_relative_norm,noise_kl,noise_nll_damage,noise_output_logit_norm,noise_output_abs_cosine,noise_hidden_relative_norm,no_bracket,numerical_issue,pathological,boundary_selected,coordinate_converged,block_evaluations,noise_evaluations
r6_s14000_l1,6,14000,1,0.620363203761,0.5865197479724884,0.6223341888851589,0.077545400470125,1.240726407522,0.5049841536170927,0.6548834248826074,0.814013710928674,1.0556451783605572,0.24433667355522745,0.6030318140983582,0.6211555004119873,253.51043701171875,0.0034081358462572098,0.5049841403961182,0.6112796465555826,0.6188843250274658,263.56409708658856,0.003185851654658715,0.6548837423324585,False,False,False,False,True,19,26
r6_s14000_l2,6,14000,2,0.564408561834,0.4509906868139903,0.4819903373718264,0.07055107022925,1.128817123668,0.46255678873460315,0.5934002350013085,0.8195424733309542,1.051366465939323,0.4244899939404047,0.518134355545044,0.4812777042388916,245.67611694335938,0.0033551540691405535,0.4625568091869354,0.4781306783358256,0.4816629886627197,236.70177205403647,0.0031954622051368156,0.5934003790219625,False,False,False,False,True,26,26
r6_s14000_l3,6,14000,3,0.574911663169,0.4482773906654782,0.4883725378248427,0.071863957896125,1.149823326338,0.4554847647156166,0.5979317931977532,0.7922691326262469,1.0400411602399278,0.5462122819349898,0.5434637665748596,0.48658299446105957,244.4180145263672,0.0034043972846120596,0.45548513531684875,0.4836399753888448,0.4882020155588789,236.24773152669272,0.003261900506913662,0.5979315638542175,False,False,False,False,True,25,25
r6_s14000_l4,6,14000,4,0.701033003106,1.044528702894847,1.0565301047431097,0.08762912538825,1.402066006212,0.5721976667406792,0.7105881424921325,0.8162207259936374,1.0136300849514894,0.3164006278453838,1.0888171195983887,1.0578320026397705,306.87249755859375,0.0035683284513652325,0.572197675704956,1.0180190006891887,1.0581417878468828,351.9426574707031,0.003155600201959411,0.7105875611305237,False,False,False,False,True,25,23
r6_s14000_l5,6,14000,5,0.336881039375,0.2650355199972788,0.2909433576795791,0.042110129921875,0.67376207875,0.4149738659150696,0.37338830255189076,1.2318112847340759,1.1083684117236785,0.5971247423726355,0.346116840839386,0.29020237922668457,205.81600952148438,0.0031028734520077705,0.41497260332107544,0.2976890206336975,0.2906049887339277,207.39629109700522,0.0027872888992230096,0.37338801225026447,False,False,False,False,True,28,25
r6_s14000_l8,6,14000,8,0.403068963143,0.2307179205947452,0.271018319659763,0.050383620392875,0.806137926286,0.36662570697873426,0.3965737533256145,0.9095855560793042,0.9838856116165879,0.5342321970318522,0.23081187903881073,0.28539013862609863,182.23452758789062,0.003252989612519741,0.36662667989730835,0.23112543920675913,0.22716975212097168,194.4499308268229,0.0027160880466302237,0.396573672691981,False,False,False,False,True,23,28
r6_s14000_l9,6,14000,9,0.37324227185,0.2134044021368026,0.2137982315487331,0.04665528398125,0.7464845437,0.4081271364970589,0.39938181355587526,1.0934643990728858,1.0700337118202419,0.6215968460490353,0.28581634163856506,0.21353816986083984,209.21530151367188,0.0030781347304582596,0.4081294536590576,0.231687530875206,0.21362129847208644,200.38444010416666,0.002588997051740686,0.39938212434450787,False,False,False,False,True,28,22
r6_s72000_l1,6,72000,1,0.642016008731,0.7643024126688639,0.7929642995198569,0.080252001091375,1.284032017462,0.49238839905909143,0.6503263855140772,0.766940998920478,1.0129441893505169,0.2812865844400413,0.7587273120880127,0.802753210067749,295.9791564941406,0.003194062504917383,0.49238914251327515,0.7377907037734985,0.8201731840769453,298.0469563802083,0.003069687789926926,0.6503261923789978,False,False,False,False,True,23,22
r6_s72000_l2,6,72000,2,0.589986659391,0.5691659980350071,0.5819150341881646,0.073748332423875,1.179973318782,0.45494190647953386,0.599649646691767,0.7711054127039704,1.016378314910953,0.3420732030501437,0.5676895380020142,0.6262805461883545,267.1706848144531,0.0031427948269993067,0.4549444913864136,0.5721961458524069,0.5701801776885986,267.26674397786456,0.0030823786898205676,0.5996495882670084,False,False,False,False,True,24,25
r6_s72000_l3,6,72000,3,0.648777101839,0.6611291766166687,0.652304967244466,0.081097137729875,1.297554203678,0.4962283470246442,0.6505361150083587,0.7648672334736435,1.0027112750502025,0.2787205021011894,0.6609833240509033,0.6873509883880615,296.9681091308594,0.0029825831297785044,0.49622979760169983,0.66087806224823,0.6900740464528399,280.0703531901042,0.0031259226767967143,0.6505358219146729,False,False,False,False,True,25,29
r6_s72000_l4,6,72000,4,0.729123600034,1.7777680026160347,1.7505127059088814,0.09114045000425,1.458247200068,0.7400628381161586,0.7311004546592861,1.0150032697908125,1.0027112750502025,0.06372165914090246,1.7729521989822388,1.759235143661499,413.7020263671875,0.003014693967998028,0.7400619983673096,1.774517814318339,1.7604488531748457,448.2705891927083,0.0031665703281760216,0.7311006585756937,False,False,False,False,True,21,21
r6_s72000_l5,6,72000,5,0.285218258752,0.325030956003401,0.3253116342756481,0.035652282344,0.570436517504,0.3658979521911394,0.3002751511065517,1.2828700160787783,1.0527907730046264,0.18823162001443755,0.3338477611541748,0.323253870010376,219.08828735351562,0.0030576521530747414,0.3658985495567322,0.3282928466796875,0.3247030576070151,228.29727681477866,0.002538454718887806,0.3002753059069316,False,False,False,False,True,24,21
r6_s72000_l6,6,72000,6,0.22985673747,0.2237263073523839,0.2139054139455158,0.02873209218375,0.45971347494,0.23362140350068789,0.2426471566238939,1.0163783149109529,1.0556451783605572,0.377470251573107,0.25457024574279785,0.213484525680542,194.47994995117188,0.0027102564927190542,0.2336210012435913,0.21847726901372275,0.2188565731048584,193.8826904296875,0.0024135570662717023,0.24264744420846304,False,False,False,False,True,24,25
r6_s72000_l9,6,72000,9,0.391422888087,0.3710829549365573,0.3837833934360081,0.048927861010875,0.782845776174,0.38148299362695876,0.391422888087,0.9746057403320985,1.0,0.22635877771526072,0.37324249744415283,0.38190364837646484,243.82696533203125,0.002644882770255208,0.38148510456085205,0.3732231557369232,0.35445936520894383,265.2777506510417,0.0024915976294626794,0.391422967116038,False,False,False,False,True,24,22
r6_s143000_l1,6,143000,1,0.664078649987,0.7476856973436145,0.7725881205664741,0.083009831248375,1.328157299974,0.5361959665497358,0.6786200789037904,0.8074284071024304,1.0218971486541166,0.28475159469902206,0.7476397752761841,0.7769124507904053,987.77490234375,0.0014613806270062923,0.5361963510513306,0.7149333953857422,0.80182687441508,983.9187825520834,0.0012343478156253695,0.678620437781016,False,False,False,False,True,24,26
r6_s143000_l2,6,143000,2,0.664078649987,0.6894046068191528,0.700036923090617,0.083009831248375,1.328157299974,0.5203734933453058,0.6767851282711607,0.7836022033768029,1.019133996077738,0.39634209407664445,0.6516934037208557,0.7367475032806396,949.974853515625,0.0012723319232463837,0.5203740000724792,0.6937895814577738,0.6969797611236572,898.1608479817709,0.0014181674923747778,0.6767851114273071,False,False,False,False,True,31,24
r6_s143000_l3,6,143000,3,0.726977669381,0.8249830868509079,0.8161831167009143,0.090872208672625,1.453955338762,0.5682171199434158,0.7250119625358781,0.7816156449856788,0.9972960560854701,0.3802053566435163,0.8245221972465515,0.8295633792877197,1262.201171875,0.0011527113383635879,0.5682190656661987,0.8202769557634989,0.8337066173553467,843.2483520507812,0.0017050274182111025,0.7250125408172607,False,False,False,False,True,23,22
r6_s143000_l4,6,143000,4,0.75,1.9717504978179927,1.937442382176717,0.09375,1.5,0.7885248494544921,0.7758182537804108,1.0513664659393227,1.0344243383738811,0.28695946556502294,1.980503797531128,1.9332587718963623,982.7684326171875,0.0021160999312996864,0.7885224223136902,1.955643892288208,1.946751356124878,1582.3787841796875,0.0018142583236719172,0.7758181889851888,False,False,False,False,True,23,22
r6_s143000_l5,6,143000,5,0.416817701285,0.701086355580224,0.7230224344465467,0.052102212660625,0.83363540257,0.4305830554438436,0.42594482045170484,1.0330248790212284,1.0218971486541166,0.2714216070000494,0.7027781009674072,0.6820790767669678,856.9502563476562,0.0019509210251271725,0.4305823743343353,0.7015224099159241,0.7293876806894941,1100.11376953125,0.0015163455779353778,0.42594484488169354,False,False,False,False,True,26,22
