target_id,run_id,step,layer,family,target_metric,target_value,alpha_min,alpha_max,bracketed,root_alpha,iterations
r2_s14000_l6,2,14000,6,block,nll_damage,0.2089083989461266,0.040928020317375,0.654848325078,True,0.28986467775971675,10
r2_s14000_l6,2,14000,6,noise,kl,0.1849737829632229,0.040928020317375,0.654848325078,True,0.3428475091085958,10
r2_s14000_l6,2,14000,6,noise,nll_damage,0.2089083989461266,0.040928020317375,0.654848325078,True,0.34099593490220903,10
r2_s14000_l9,2,14000,9,block,kl,0.210194620821211,0.046341221559875,0.741459544958,True,0.3025973240402654,10
r2_s14000_l9,2,14000,9,block,nll_damage,0.2148643864525687,0.046341221559875,0.741459544958,True,0.34180665328445686,9
r2_s14000_l9,2,14000,9,noise,kl,0.210194620821211,0.046341221559875,0.741459544958,True,0.38401142371695596,10
r2_s14000_l9,2,14000,9,noise,nll_damage,0.2148643864525687,0.046341221559875,0.741459544958,True,0.41876742699513514,10
r2_s14000_l10,2,14000,10,block,kl,0.2904930694235696,0.058485920157875,0.935774722526,True,0.4198608466689817,7
r2_s14000_l10,2,14000,10,block,nll_damage,0.3209444946712916,0.058485920157875,0.935774722526,True,0.4204296405098816,11
r2_s14000_l10,2,14000,10,noise,kl,0.2904930694235696,0.058485920157875,0.935774722526,True,0.45538878387160425,9
r2_s14000_l10,2,14000,10,noise,nll_damage,0.3209444946712916,0.058485920157875,0.935774722526,True,0.47555056780862026,9
r2_s72000_l1,2,72000,1,block,kl,0.9493300782309636,0.088525491562375,1.416407864998,True,0.5322320833474542,11
r2_s72000_l1,2,72000,1,block,nll_damage,0.9494883219401044,0.088525491562375,1.416407864998,True,0.5351220509290919,11
r2_s72000_l1,2,72000,1,noise,kl,0.9493300782309636,0.088525491562375,1.416407864998,True,0.7120494098201676,9
r2_s72000_l1,2,72000,1,noise,nll_damage,0.9494883219401044,0.088525491562375,1.416407864998,True,0.6986808531170356,10
r2_s72000_l2,2,72000,2,block,kl,0.92882463004854,0.087435024137375,1.398960386198,True,0.5088705960269033,11
r2_s72000_l2,2,72000,2,block,nll_damage,0.9390635490417482,0.087435024137375,1.398960386198,True,0.5074946384754931,11
r2_s72000_l2,2,72000,2,noise,kl,0.92882463004854,0.087435024137375,1.398960386198,True,0.7186780908883782,9
r2_s72000_l2,2,72000,2,noise,nll_damage,0.9390635490417482,0.087435024137375,1.398960386198,True,0.709974683149394,11
r2_s72000_l3,2,72000,3,block,kl,0.8842032485538058,0.055511078205,0.88817725128,True,0.5582555718086418,11
r2_s72000_l3,2,72000,3,block,nll_damage,0.8943626085917153,0.055511078205,0.88817725128,True,0.5470333804853984,10
r2_s72000_l3,2,72000,3,noise,kl,0.8842032485538058,0.055511078205,0.88817725128,True,0.46249615454544096,10
r2_s72000_l3,2,72000,3,noise,nll_damage,0.8943626085917153,0.055511078205,0.88817725128,True,0.4501415913334634,10
r2_s72000_l7,2,72000,7,block,kl,0.3825724124908447,0.0427382547645,0.683812076232,True,0.3414434778445334,11
r2_s72000_l7,2,72000,7,block,nll_damage,0.3660224808586971,0.0427382547645,0.683812076232,True,0.3225707281297832,11
r2_s72000_l7,2,72000,7,noise,kl,0.3825724124908447,0.0427382547645,0.683812076232,True,0.3446945889289459,10
r2_s72000_l7,2,72000,7,noise,nll_damage,0.3660224808586971,0.0427382547645,0.683812076232,True,0.32300772111179243,10
r2_s72000_l9,2,72000,9,block,kl,0.3535401688681708,0.04665528398125,0.7464845437,True,0.2949087522360254,10
r2_s72000_l9,2,72000,9,block,nll_damage,0.3771826161278618,0.04665528398125,0.7464845437,True,0.3079654781684633,10
r2_s72000_l9,2,72000,9,noise,kl,0.3535401688681708,0.04665528398125,0.7464845437,True,0.37526894047726334,9
r2_s72000_l9,2,72000,9,noise,nll_damage,0.3771826161278618,0.04665528398125,0.7464845437,True,0.3918835158997198,9
r2_s72000_l10,2,72000,10,block,kl,0.5688886642456055,0.06501790781625,1.04028652506,True,0.5159353464089977,10
r2_s72000_l10,2,72000,10,block,nll_damage,0.5656325022379556,0.06501790781625,1.04028652506,True,0.49809089463198747,6
r2_s72000_l10,2,72000,10,noise,kl,0.5688886642456055,0.06501790781625,1.04028652506,True,0.5131489980932178,10
r2_s72000_l10,2,72000,10,noise,nll_damage,0.5656325022379556,0.06501790781625,1.04028652506,True,0.5173341890412341,9
r2_s143000_l1,2,143000,1,block,kl,1.0257128013504877,0.091842714927375,1.469483438838,True,0.5789694379529887,7
r2_s143000_l1,2,143000,1,block,nll_damage,1.0317671828799777,0.091842714927375,1.469483438838,True,0.5805391833449404,10
r2_s143000_l1,2,143000,1,noise,kl,1.0257128013504877,0.091842714927375,1.469483438838,True,0.7427425321758717,8
r2_s143000_l1,2,143000,1,noise,nll_damage,1.0317671828799777,0.091842714927375,1.469483438838,True,0.7337476968183316,11
r2_s143000_l2,2,143000,2,block,kl,1.2016478247112696,0.09375,1.5,True,0.5752057491903585,9
r2_s143000_l2,2,143000,2,block,nll_damage,1.209634330537584,0.09375,1.5,True,0.5720993065292018,8
r2_s143000_l2,2,143000,2,noise,kl,1.2016478247112696,0.09375,1.5,True,0.7633164171240526,11
r2_s143000_l2,2,143000,2,noise,nll_damage,1.209634330537584,0.09375,1.5,True,0.7561169235888131,10
r2_s143000_l3,2,143000,3,block,kl,1.250755018658108,0.0609242794475,0.97478847116,True,0.6135242796743328,10
r2_s143000_l3,2,143000,3,block,nll_damage,1.227257172266642,0.0609242794475,0.97478847116,True,0.6020055086333653,9
r2_s143000_l3,2,143000,3,noise,kl,1.250755018658108,0.0609242794475,0.97478847116,True,0.5034903712456736,8
r2_s143000_l3,2,143000,3,noise,nll_damage,1.227257172266642,0.0609242794475,0.97478847116,True,0.49806677960965484,7
r2_s143000_l4,2,143000,4,block,kl,0.3945920136239793,0.03599466375625,0.5759146201,True,0.25423584406437105,9
r2_s143000_l4,2,143000,4,block,nll_damage,0.4097302754720051,0.03599466375625,0.5759146201,True,0.2799807430828324,13
r2_s143000_l4,2,143000,4,noise,kl,0.3945920136239793,0.03599466375625,0.5759146201,True,0.28893355491043127,12
r2_s143000_l4,2,143000,4,noise,nll_damage,0.4097302754720051,0.03599466375625,0.5759146201,True,0.30315879903987236,10
r2_s143000_l6,2,143000,6,block,kl,0.3667832811673482,0.04058563890525,0.649370222484,True,0.3092403830194397,9
r2_s143000_l6,2,143000,6,block,nll_damage,0.3975701067182752,0.04058563890525,0.649370222484,True,0.30757030666899265,8
r2_s143000_l6,2,143000,6,noise,kl,0.3667832811673482,0.04058563890525,0.649370222484,True,0.3300029062408193,9
r2_s143000_l6,2,143000,6,noise,nll_damage,0.3975701067182752,0.04058563890525,0.649370222484,True,0.343681567852008,10
r2_s143000_l9,2,143000,9,block,kl,0.3689571420351664,0.045713096717375,0.731409547478,True,0.4912511242573411,10
r2_s143000_l9,2,143000,9,block,nll_damage,0.3673667377895779,0.045713096717375,0.731409547478,True,0.5047339776182435,10
r2_s143000_l9,2,143000,9,noise,kl,0.3689571420351664,0.045713096717375,0.731409547478,True,0.3788064009117465,10
r2_s143000_l9,2,143000,9,noise,nll_damage,0.3673667377895779,0.045713096717375,0.731409547478,True,0.373712665533083,7
r2_s143000_l10,2,143000,10,block,kl,1.022492839230431,0.09186021702625,1.46976347242,True,0.7448982367038404,10
r2_s143000_l10,2,143000,10,block,nll_damage,1.0224942366282146,0.09186021702625,1.46976347242,True,0.7328946572114758,10
r2_s143000_l10,2,143000,10,noise,kl,1.022492839230431,0.09186021702625,1.46976347242,True,0.7388720713672251,9
r2_s143000_l10,2,143000,10,noise,nll_damage,1.0224942366282146,0.09186021702625,1.46976347242,True,0.7388720713672251,9
