target_id,run_id,step,layer,match_class,selected_beta,family,kl,nll_damage,delta_b_mean,delta_b_median,delta_b_q10,delta_b_q25,delta_b_q75,delta_b_q90,delta_margin_mean,delta_margin_identity_max_abs,logit_delta_norm_mean,logit_delta_norm_median,cosine_alignment_mean,abs_cosine_alignment_mean,intact_margin_mean,intact_margin_median,intact_margin_std,intact_margin_q10,intact_margin_q25,intact_margin_q75,intact_margin_q90,baseline_nll
r2_s14000_l6,2,14000,6,A,0.327424162539,block,0.18497378296322292,0.208908398946126,-0.11310449987649918,-0.0625,-1.2578125,-0.6015625,0.453125,0.9765625,-0.11310449987649918,0.0,157.48333740234375,152.55442810058594,-0.0003908432845491916,0.003117629326879978,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s14000_l6,2,14000,6,A,0.327424162539,noise,0.1863985530756138,0.20728291405571841,-0.07605056464672089,-0.0390625,-1.0234375,-0.4765625,0.3828125,0.84375,-0.07605056464672089,0.0,166.53916931152344,149.7034149169922,-0.00024617312010377645,0.00255077937617898,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s14000_l7,2,14000,7,B,0.37826727059,block,0.25317857828405166,0.23603468471103284,-0.07571665197610855,-0.0703125,-1.3359375,-0.67578125,0.5234375,1.171875,-0.07571665197610855,0.0,193.16940307617188,187.55435180664062,-0.0002538739936426282,0.0028460477478802204,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s14000_l7,2,14000,7,B,0.37826727059,noise,0.23247707442001062,0.251970988732797,-0.05173821002244949,-0.015625,-1.15625,-0.546875,0.484375,1.03125,-0.05173821002244949,0.0,189.6112518310547,174.12454223632812,-0.00013375934213399887,0.002599613042548299,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s14000_l8,2,14000,8,C,0.419103648728,block,0.2440013570917977,0.33424403932359503,-0.06317435204982758,-0.03125,-1.4933593273162842,-0.6484375,0.5322265625,1.2734375,-0.06317435204982758,0.0,166.77447509765625,160.51492309570312,-0.0002451242762617767,0.003645655931904912,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s14000_l8,2,14000,8,C,0.419103648728,noise,0.26963571045133805,0.2888129640508579,-0.041448142379522324,-0.0078125,-1.208593726158142,-0.5546875,0.53125,1.109375,-0.041448142379522324,0.0,207.77392578125,193.2075958251953,-7.768451177980751e-05,0.0025338176637887955,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s14000_l9,2,14000,9,A,0.370729772479,block,0.21019462082121107,0.214864386452569,-0.06232960894703865,-0.0703125,-1.2578125,-0.6171875,0.484375,1.125,-0.06232960894703865,0.0,176.159423828125,172.0216827392578,-0.0002607275382615626,0.0029790857806801796,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s14000_l9,2,14000,9,A,0.370729772479,noise,0.2105704617721063,0.21479182773166272,-0.033732518553733826,-0.0078125,-1.0390625,-0.494140625,0.4453125,0.9765625,-0.033732518553733826,0.0,185.40731811523438,173.76058959960938,-7.997686043381691e-05,0.002453790744766593,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s14000_l10,2,14000,10,A,0.467887361263,block,0.29049306942356956,0.3209444946712914,-0.08241187036037445,-0.0390625,-1.5078125,-0.6875,0.5625,1.265625,-0.08241187036037445,0.0,204.04476928710938,195.56915283203125,-0.000199402857106179,0.003030718071386218,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s14000_l10,2,14000,10,A,0.467887361263,noise,0.2992866337299347,0.3105879624684649,-0.07840490341186523,-0.0546875,-1.3671875,-0.671875,0.5625,1.1953125,-0.07840490341186523,0.0,224.84707641601562,218.13304138183594,-0.0002199549344368279,0.002523495117202401,1.3771607875823975,0.8046875,1.6030001124377622,0.1171875,0.328125,1.7265625,3.481250047683716,3.8640434741973877
r2_s72000_l1,2,72000,1,A,0.708203932499,block,0.9493300782309638,0.949488321940104,-0.2332109808921814,-0.171875,-2.390625,-1.158203125,0.765625,1.875,-0.2332109808921814,0.0,328.1930236816406,304.95330810546875,-0.00045137753477320075,0.0029280693270266056,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l1,2,72000,1,A,0.708203932499,noise,0.9299386673503451,0.9681474897596574,-0.383475661277771,-0.265625,-2.546875,-1.25,0.6064453125,1.625,-0.383475661277771,0.0,328.2709655761719,317.06390380859375,-0.0007904349477030337,0.002821458736434579,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l2,2,72000,2,A,0.699480193099,block,0.9288246300485399,0.9390635490417485,-0.2679746448993683,-0.234375,-2.375,-1.265625,0.71875,1.90625,-0.2679746448993683,0.0,332.80755615234375,318.2431335449219,-0.0005342524964362383,0.0029132862109690905,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l2,2,72000,2,A,0.699480193099,noise,0.9133733996638546,0.954148363184046,-0.3706510663032532,-0.234375,-2.59375,-1.2578125,0.65625,1.703125,-0.3706510663032532,0.0,325.78167724609375,309.7811279296875,-0.0007231235504150391,0.0029246811755001545,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l3,2,72000,3,A,0.44408862564,block,0.8842032485538058,0.8943626085917153,-0.27796471118927,-0.1796875,-2.3984375,-1.228515625,0.78125,1.7734375,-0.27796471118927,0.0,322.07769775390625,308.2049560546875,-0.0005789162241853774,0.002957214368507266,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l3,2,72000,3,A,0.44408862564,noise,0.8714970482720269,0.9076645462601269,-0.2402031570672989,-0.1328125,-2.4296875,-1.1064453125,0.7890625,1.8369629383087158,-0.2402031570672989,0.0,341.6459655761719,316.888427734375,-0.00039115178515203297,0.0027852754574269056,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l4,2,72000,4,B,0.271469520611,block,0.3037220537662506,0.34064828024970195,-0.13341140747070312,-0.0859375,-1.4140625,-0.6953125,0.4765625,1.125,-0.13341140747070312,0.0,196.2604217529297,184.39239501953125,-0.00038646114990115166,0.0029371699783951044,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l4,2,72000,4,B,0.271469520611,noise,0.3199379002606427,0.32341977402015987,-0.10896576941013336,-0.046875,-1.3125,-0.59375,0.4609375,1.03125,-0.10896576941013336,0.0,217.68771362304688,193.62991333007812,-0.00027600288740359247,0.0024640511255711317,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
