target_id,run_id,step,layer,match_class,selected_beta,family,kl,nll_damage,delta_b_mean,delta_b_median,delta_b_q10,delta_b_q25,delta_b_q75,delta_b_q90,delta_margin_mean,delta_margin_identity_max_abs,logit_delta_norm_mean,logit_delta_norm_median,cosine_alignment_mean,abs_cosine_alignment_mean,intact_margin_mean,intact_margin_median,intact_margin_std,intact_margin_q10,intact_margin_q25,intact_margin_q75,intact_margin_q90,baseline_nll
r2_s72000_l5,2,72000,5,B,0.344645089413,block,0.3947205775313907,0.46446243921915675,-0.21833842992782593,-0.09375,-1.71875,-0.8359375,0.546875,1.2265625,-0.21833842992782593,0.0,214.40419006347656,203.30494689941406,-0.0005426530260592699,0.003137939842417836,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l5,2,72000,5,B,0.344645089413,noise,0.4251525004704793,0.426606663951167,-0.151344895362854,-0.0625,-1.6238281726837158,-0.7421875,0.5625,1.265625,-0.151344895362854,0.0,252.97642517089844,229.20391845703125,-0.000310783798340708,0.0025661068502813578,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l6,2,72000,6,B,0.273982019981,block,0.25548649165365434,0.2966276009877524,-0.0815582275390625,-0.078125,-1.3515625,-0.6875,0.5390625,1.2265625,-0.0815582275390625,0.0,192.11517333984375,185.8892822265625,-0.00025188649306073785,0.0029877391643822193,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l6,2,72000,6,B,0.273982019981,noise,0.2708719908087342,0.2781399179387978,-0.09890914708375931,-0.046875,-1.1953125,-0.53125,0.4296875,0.9609375,-0.09890914708375931,0.0,206.01934814453125,182.81451416015625,-0.0002522332069929689,0.002377348253503442,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l7,2,72000,7,A,0.341906038116,block,0.3825724124908447,0.3660224808586965,-0.06012217327952385,-0.03125,-1.5625,-0.7890625,0.6796875,1.424218773841858,-0.06012217327952385,0.0,248.90245056152344,241.4209442138672,-0.00013225658040028065,0.002689171116799116,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l7,2,72000,7,A,0.341906038116,noise,0.37324639271806787,0.37392588014955885,-0.0994105190038681,-0.03125,-1.4453125,-0.625,0.5234375,1.1796875,-0.0994105190038681,0.0,243.94598388671875,220.65060424804688,-0.00019731417705770582,0.0024270762223750353,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l8,2,72000,8,C,0.378860391235,block,0.371453324953715,0.5048611164093022,-0.0853457972407341,-0.0546875,-1.7734375,-0.859375,0.6875,1.5546875,-0.0853457972407341,0.0,227.24468994140625,218.07119750976562,-0.00024806539295241237,0.0032088495790958405,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l8,2,72000,8,C,0.378860391235,noise,0.42104449095549407,0.4244692590501571,-0.11404767632484436,-0.046875,-1.5625,-0.703125,0.578125,1.317968726158142,-0.11404767632484436,0.0,261.2959289550781,239.14987182617188,-0.00021101528545841575,0.0024672921281307936,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l9,2,72000,9,A,0.37324227185,block,0.35354016886817086,0.3771826161278615,-0.14128834009170532,-0.1328125,-1.6328125,-0.8203125,0.5390625,1.2734375,-0.14128834009170532,0.0,256.517333984375,251.25250244140625,-0.0003579508338589221,0.0025608332362025976,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l9,2,72000,9,A,0.37324227185,noise,0.3652026851971944,0.3642142790335199,-0.09441863000392914,-0.03125,-1.46875,-0.65625,0.5625,1.21875,-0.09441863000392914,0.0,248.06246948242188,229.97048950195312,-0.0001854374713730067,0.002405712381005287,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l10,2,72000,10,A,0.52014326253,block,0.5688886642456055,0.5656325022379556,-0.2941177785396576,-0.1640625,-2.176953077316284,-0.986328125,0.5234375,1.3671875,-0.2941177785396576,0.0,308.5693054199219,300.8343200683594,-0.0006518610753118992,0.00258578616194427,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s72000_l10,2,72000,10,A,0.52014326253,noise,0.5649002812526844,0.5702363473397711,-0.1284400224685669,-0.0625,-1.921875,-0.921875,0.734375,1.609375,-0.1284400224685669,0.0,315.219482421875,305.9466552734375,-0.00025794326211325824,0.0024826989974826574,1.4135878086090088,0.79296875,1.6957174716383903,0.1171875,0.328125,1.7265625,3.671875,3.726160579257541
r2_s143000_l1,2,143000,1,A,0.734741719419,block,1.0257128013504877,1.0317671828799777,-0.2700873613357544,-0.15625,-2.625,-1.2265625,0.84375,1.915624976158142,-0.2700873613357544,0.0,740.2431640625,592.0016479492188,-0.00029197774711064994,0.001738650957122445,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l1,2,143000,1,A,0.734741719419,noise,1.0211671127213373,1.0359454066665088,-0.43679922819137573,-0.3125,-2.71875,-1.375,0.625,1.65625,-0.43679922819137573,0.0,943.7932739257812,803.376953125,-0.0003801065031439066,0.0012942447792738676,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l2,2,143000,2,A,0.75,block,1.2016478247112699,1.2096343305375838,-0.3731113076210022,-0.28125,-3.0,-1.5,0.84375,2.0625,-0.3731113076210022,0.0,1067.86767578125,856.416259765625,-0.00029677985003218055,0.0013531807344406843,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l2,2,143000,2,A,0.75,noise,1.1993317957277652,1.2143381524969032,-0.44313672184944153,-0.25,-3.03125,-1.4375,0.78125,1.9375,-0.44313672184944153,0.0,770.2924194335938,595.5445556640625,-0.00046303277486003935,0.0018014981178566813,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l3,2,143000,3,A,0.48739423558,block,1.2507550186581082,1.227257172266642,-0.4529350996017456,-0.28125,-2.9375,-1.5625,0.75,1.90625,-0.4529350996017456,0.0,864.5391845703125,666.27880859375,-0.00043529385584406555,0.0016501799691468477,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l3,2,143000,3,A,0.48739423558,noise,1.2221425771713257,1.2518015702565513,-0.2722405195236206,-0.125,-2.96875,-1.34375,1.0,2.3125,-0.2722405195236206,0.0,660.9923095703125,482.439697265625,-0.00026566951419226825,0.0021892124786973,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l4,2,143000,4,A,0.28795731005,block,0.39459201362397933,0.40973027547200536,-0.1002705916762352,-0.0625,-1.65625,-0.7890625,0.625,1.40625,-0.1002705916762352,0.0,386.65570068359375,288.4588317871094,-0.00018396521045360714,0.0021685552783310413,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l4,2,143000,4,A,0.28795731005,noise,0.41021959318055046,0.394512874108774,-0.1399468332529068,-0.0625,-1.53125,-0.75,0.53125,1.25,-0.1399468332529068,0.0,410.869140625,285.1409606933594,-0.00025225072749890387,0.0019437350565567613,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l5,2,143000,5,B,0.388543819998,block,0.5600684947437711,0.6294175518883596,-0.2627800703048706,-0.15625,-2.125,-1.0,0.65625,1.46875,-0.2627800703048706,0.0,416.2492980957031,322.71063232421875,-0.00042860503890551627,0.002295888029038906,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l5,2,143000,5,B,0.388543819998,noise,0.5984308057361178,0.5885359887723571,-0.1406877338886261,-0.0625,-1.9375,-0.875,0.71875,1.625,-0.1406877338886261,0.0,509.1966552734375,375.38433837890625,-0.00019267543393652886,0.0019414996495470405,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l6,2,143000,6,A,0.324685111242,block,0.3667832811673482,0.39757010671827553,-0.1380479633808136,-0.0625,-1.6875,-0.84375,0.625,1.34375,-0.1380479633808136,0.0,385.5957336425781,287.58587646484375,-0.00022306024038698524,0.0021757851354777813,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l6,2,143000,6,A,0.324685111242,noise,0.38420902137403135,0.3784873485565181,-0.12190528959035873,-0.0625,-1.5,-0.6875,0.5625,1.1875,-0.12190528959035873,0.0,419.6067199707031,298.7878723144531,-0.00020485121058300138,0.0018362902337685227,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l7,2,143000,7,B,0.452812365041,block,0.6537510553995768,0.5878107017940946,-0.1715325266122818,-0.125,-2.0625,-1.0625,0.75,1.71875,-0.1715325266122818,0.0,487.53509521484375,381.5697326660156,-0.00022879465541336685,0.0020059915259480476,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l7,2,143000,7,B,0.452812365041,noise,0.6151876780721877,0.6105055014292398,-0.14692772924900055,-0.0625,-2.0,-0.9375,0.75,1.6875,-0.14692772924900055,0.0,530.0715942382812,404.757080078125,-0.00018983703921549022,0.0019006563816219568,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l8,2,143000,8,C,0.387217561918,block,0.3910897407266829,0.48765325546264604,-0.1481425017118454,-0.125,-1.75,-0.90625,0.625,1.4375,-0.1481425017118454,0.0,350.0936279296875,277.55670166015625,-0.00031244641286320984,0.002318608807399869,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l8,2,143000,8,C,0.387217561918,noise,0.4311499430073632,0.4301163885328507,-0.0939585343003273,-0.0625,-1.625,-0.75,0.65625,1.375,-0.0939585343003273,0.0,469.07379150390625,353.6396484375,-0.00013115437468513846,0.0017652638489380479,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l9,2,143000,9,A,0.365704773739,block,0.36895714203516644,0.36736673778957796,-0.1391703337430954,-0.125,-1.5625,-0.78125,0.5625,1.25,-0.1391703337430954,0.0,376.1910400390625,291.34100341796875,-0.00032371922861784697,0.0019903848879039288,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l9,2,143000,9,A,0.365704773739,noise,0.3684534551920714,0.3676390471281832,-0.07351769506931305,-0.03125,-1.5,-0.6875,0.625,1.3125,-0.07351769506931305,0.0,442.2201843261719,336.156982421875,-0.00011064321006415412,0.0017427467973902822,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l10,2,143000,10,A,0.73488173621,block,1.0224928392304315,1.0224942366282144,-0.5007866621017456,-0.375,-2.75,-1.375,0.5,1.415624976158142,-0.5007866621017456,0.0,941.5951538085938,784.8634033203125,-0.0005168119678273797,0.0012624539667740464,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r2_s143000_l10,2,143000,10,A,0.73488173621,noise,1.0204156107372708,1.0242124221943043,-0.14803597331047058,-0.078125,-2.65625,-1.25,1.03125,2.28125,-0.14803597331047058,0.0,1100.8914794921875,990.3358154296875,-0.0001383138878736645,0.00120887765660882,1.4242316484451294,0.8125,1.6978618429942507,0.125,0.3125,1.8125,3.65625,3.695264048046536
r3_s14000_l1,3,14000,1,A,0.649370222483,block,0.6331983407338461,0.7183850341373024,-0.13027064502239227,-0.125,-1.932031273841858,-0.9296875,0.7109375,1.6953125,-0.13027064502239227,0.0,262.5986633300781,250.01910400390625,-0.00027107575442641973,0.0030882200226187706,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l1,3,14000,1,A,0.649370222483,noise,0.6385221547550626,0.7120556389843973,-0.30420783162117004,-0.25,-2.015625,-1.0703125,0.515625,1.34375,-0.30420783162117004,0.0,254.40570068359375,247.3365936279297,-0.0007974617183208466,0.0030261671636253595,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l2,3,14000,2,A,0.592865727479,block,0.5016940666569604,0.5203430122799348,-0.1384056955575943,-0.109375,-1.71875,-0.90625,0.65625,1.421875,-0.1384056955575943,0.0,232.927734375,222.9358673095703,-0.00038931556628085673,0.0030851541087031364,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l2,3,14000,2,A,0.592865727479,noise,0.47830030101316945,0.5420866454089133,-0.2859249413013458,-0.203125,-1.8359375,-0.921875,0.45703125,1.171875,-0.2859249413013458,0.0,223.54547119140625,215.9370574951172,-0.000816452840808779,0.0030623641796410084,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l3,3,14000,3,A,0.723505480648,block,1.1653783188925848,1.256476587719388,-0.45295843482017517,-0.353515625,-2.716015577316284,-1.48828125,0.67578125,1.71875,-0.45295843482017517,0.0,323.9674072265625,312.49212646484375,-0.0009266429697163403,0.0031602978706359863,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l3,3,14000,3,A,0.723505480648,noise,1.1594278944863214,1.2626827822791205,-0.39087924361228943,-0.29296875,-2.765625,-1.375,0.7236328125,1.87890625,-0.39087924361228943,0.0,348.6658020019531,334.10205078125,-0.0007283310987986624,0.0030145247001200914,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l4,3,14000,4,A,0.46204268995,block,0.42114053832160103,0.4601081477271185,-0.21555964648723602,-0.1796875,-1.6769530773162842,-0.853515625,0.4423828125,1.1640625,-0.21555964648723602,0.0,203.00558471679688,188.30703735351562,-0.0007065804093144834,0.0032105492427945137,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l4,3,14000,4,A,0.46204268995,noise,0.4182443409054368,0.46335261839407504,-0.1496906578540802,-0.09375,-1.609375,-0.765625,0.5546875,1.265625,-0.1496906578540802,0.0,233.7720947265625,215.434814453125,-0.00038243719609454274,0.002761304145678878,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l5,3,14000,5,A,0.390096630006,block,0.2574349194765091,0.3039926158057318,-0.15285450220108032,-0.095703125,-1.375,-0.6650390625,0.4296875,1.046875,-0.15285450220108032,0.0,172.6040496826172,162.38059997558594,-0.0005354362074285746,0.0031927742529660463,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l5,3,14000,5,A,0.390096630006,noise,0.26542968220180935,0.294494143238774,-0.0824531614780426,-0.046875,-1.21875,-0.578125,0.4765625,1.0625,-0.0824531614780426,0.0,194.06849670410156,175.89602661132812,-0.0002205673372372985,0.002669691573828459,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l6,3,14000,6,C,0.449480193099,block,0.295190261469947,0.40075892872280594,-0.1733195036649704,-0.1015625,-1.5390625,-0.734375,0.4609375,1.1457030773162842,-0.1733195036649704,0.0,179.54473876953125,170.85491943359375,-0.000572994293179363,0.0033973390236496925,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l6,3,14000,6,C,0.449480193099,noise,0.32275236756713305,0.3524543091102883,-0.09340012818574905,-0.03759765625,-1.3828125,-0.65625,0.53125,1.1824219226837158,-0.09340012818574905,0.0,219.84356689453125,203.86285400390625,-0.0002291813725605607,0.0026209568604826927,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l7,3,14000,7,C,0.388543819998,block,0.19824758337603676,0.2768083678351507,-0.07102712243795395,-0.046875,-1.296875,-0.6015625,0.4921875,1.078125,-0.07102712243795395,0.0,164.69078063964844,158.97315979003906,-0.0002771254803519696,0.003153775352984667,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l7,3,14000,7,C,0.388543819998,noise,0.2236615789157373,0.2335686595351607,-0.024345291778445244,0.0,-1.0703125,-0.5,0.4765625,1.03125,-0.024345291778445244,0.0,188.45944213867188,174.37823486328125,-4.157001603743993e-05,0.002509376499801874,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l8,3,14000,8,A,0.355654776257,block,0.19522787464989555,0.2021975252363415,-0.00805536936968565,-0.0078125,-1.0546875,-0.515625,0.5078125,1.046875,-0.00805536936968565,0.0,186.74179077148438,181.76571655273438,1.9536108197826252e-07,0.0025459518656134605,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l8,3,14000,8,A,0.355654776257,noise,0.1921509680924592,0.2049733621102794,-0.02056913450360298,-0.0078125,-0.9921875,-0.4609375,0.4609375,0.953125,-0.02056913450360298,0.0,179.86631774902344,167.59988403320312,-3.375440792297013e-05,0.0024271325673907995,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l9,3,14000,9,A,0.371322893124,block,0.20994527803526986,0.2110987769232855,-0.0308074951171875,-0.0078125,-1.166406273841858,-0.5234375,0.5,1.0859375,-0.0308074951171875,0.0,172.16793823242188,164.4000244140625,-6.915687117725611e-05,0.0029012556187808514,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l9,3,14000,9,A,0.371322893124,noise,0.20631046813947182,0.21501867859451895,-0.03988291695713997,-0.0234375,-1.078125,-0.515625,0.4765625,0.9921875,-0.03988291695713997,0.0,186.25607299804688,175.88388061523438,-9.965881326934323e-05,0.0024990758392959833,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l10,3,14000,10,A,0.443722056922,block,0.2584894531302982,0.29543153444925974,-0.02731916680932045,-0.0078125,-1.361718773841858,-0.65625,0.6015625,1.221093773841858,-0.02731916680932045,0.0,193.91615295410156,186.8155517578125,-8.59709398355335e-05,0.0030259257182478905,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s14000_l10,3,14000,10,A,0.443722056922,noise,0.266088264407935,0.28648774712174063,-0.054846543818712234,-0.0390625,-1.2578125,-0.6171875,0.5234375,1.15625,-0.054846543818712234,0.0,214.6875762939453,208.53775024414062,-0.000161828997079283,0.0024760349187999964,1.331377625465393,0.78125,1.5265579608788222,0.1171875,0.3203125,1.734375,3.356640577316284,3.902893410788642
r3_s72000_l1,3,72000,1,A,0.657500841239,block,0.82166412141588,0.8519875208536778,-0.2291845977306366,-0.140625,-2.1953125,-1.0703125,0.703125,1.703125,-0.2291845977306366,0.0,303.7366027832031,280.80767822265625,-0.0004369748057797551,0.002895989688113332,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l1,3,72000,1,A,0.657500841239,noise,0.8235558801227145,0.8505623428909868,-0.3513473868370056,-0.2578125,-2.4140625,-1.2265625,0.609375,1.5625,-0.3513473868370056,0.0,310.3426513671875,296.98760986328125,-0.0007675779052078724,0.002883704612031579,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l2,3,72000,2,A,0.68417864495,block,0.8010647826724582,0.7986151907179089,-0.28040698170661926,-0.171875,-2.453125,-1.2109375,0.7421875,1.6953125,-0.28040698170661926,0.0,305.7991943359375,292.7304992675781,-0.0005872176843695343,0.0030126587953418493,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l2,3,72000,2,A,0.68417864495,noise,0.7897802657551236,0.8069694660328048,-0.38209202885627747,-0.263671875,-2.432421922683716,-1.265625,0.6015625,1.515625,-0.38209202885627747,0.0,301.38824462890625,287.8296813964844,-0.000816935789771378,0.002960300538688898,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l3,3,72000,3,A,0.674128647469,block,1.7865699529647827,1.7594680786132812,-0.4885263442993164,-0.333984375,-3.5125975608825684,-1.7978515625,0.984375,2.278515577316284,-0.4885263442993164,0.0,431.5286560058594,423.3993835449219,-0.0007436509476974607,0.0030320980586111546,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l3,3,72000,3,A,0.674128647469,noise,1.7544737877669159,1.7884020452146174,-0.3944467604160309,-0.265625,-3.5546875,-1.75,1.0625,2.5736327171325684,-0.3944467604160309,0.0,460.3079528808594,443.3088684082031,-0.000550916651263833,0.0029446363914757967,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l4,3,72000,4,A,0.324685111242,block,0.4207116829024421,0.43734224637349417,-0.2309008687734604,-0.171875,-1.75,-0.890625,0.484375,1.2265625,-0.2309008687734604,0.0,225.33038330078125,214.39599609375,-0.0006551176775246859,0.003010283689945936,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l4,3,72000,4,A,0.324685111242,noise,0.430899691802484,0.4262613278848155,-0.14077667891979218,-0.078125,-1.546875,-0.7421875,0.546875,1.2265625,-0.14077667891979218,0.0,254.72637939453125,230.9145965576172,-0.0003034654655493796,0.0024893346708267927,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l5,3,72000,5,A,0.269183573168,block,0.2777864734331767,0.2731298870510521,-0.1752997487783432,-0.1015625,-1.517968773841858,-0.7578125,0.4609375,1.109375,-0.1752997487783432,0.0,196.55560302734375,189.88365173339844,-0.0005379628855735064,0.002964322455227375,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l5,3,72000,5,A,0.269183573168,noise,0.2754284899543833,0.27549173213817424,-0.10101503133773804,-0.046875,-1.1796875,-0.546875,0.4296875,0.984375,-0.10101503133773804,0.0,208.72189331054688,186.39572143554688,-0.0002439650852466002,0.0023944575805217028,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l6,3,72000,6,A,0.349443536227,block,0.3916894363032447,0.4318052397833929,-0.19543923437595367,-0.1171875,-1.822656273841858,-0.90625,0.609375,1.3671875,-0.19543923437595367,0.0,227.29920959472656,215.6785888671875,-0.0004985443083569407,0.003130517201498151,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l6,3,72000,6,A,0.349443536227,noise,0.4058621923128764,0.415422651502821,-0.12021635472774506,-0.0546875,-1.5234375,-0.703125,0.572265625,1.239843726158142,-0.12021635472774506,0.0,255.8514862060547,233.429931640625,-0.00021720513177569956,0.0024464712478220463,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l7,3,72000,7,C,0.310569804383,block,0.2644923726717631,0.31551090876261334,-0.11085806787014008,-0.1015625,-1.4609375,-0.7578125,0.556640625,1.2265625,-0.11085806787014008,0.0,208.8363494873047,201.41140747070312,-0.0003560890909284353,0.0028681971598416567,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l7,3,72000,7,C,0.310569804383,noise,0.2846302666046001,0.283083341739796,-0.06941480934619904,-0.015625,-1.234375,-0.546875,0.4765625,1.03125,-0.06941480934619904,0.0,217.64068603515625,196.80252075195312,-0.000134661968331784,0.002346539869904518,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l8,3,72000,8,A,0.391466155654,block,0.3690718511740367,0.40424134996202277,-0.0677221491932869,-0.0234375,-1.6328125,-0.765625,0.673828125,1.4609375,-0.0677221491932869,0.0,259.9051208496094,253.45333862304688,-0.00015757988148834556,0.0026275189593434334,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l8,3,72000,8,A,0.391466155654,noise,0.38449109704406176,0.38737530178493884,-0.07468491792678833,-0.03125,-1.4453125,-0.671875,0.59375,1.2734375,-0.07468491792678833,0.0,255.56817626953125,235.83462524414062,-0.00012373279605526477,0.002386664040386677,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l9,3,72000,9,A,0.368810393754,block,0.319050669670105,0.3441070450676813,-0.04379018023610115,-0.0390625,-1.40625,-0.6640625,0.578125,1.299218773841858,-0.04379018023610115,0.0,242.8475799560547,231.92703247070312,-9.061187301995233e-05,0.002522252034395933,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l9,3,72000,9,A,0.368810393754,noise,0.3310327342262975,0.33017508188883404,-0.07685989886522293,-0.03125,-1.40625,-0.6640625,0.5625,1.203125,-0.07685989886522293,0.0,239.48692321777344,224.59371948242188,-0.00015889255155343562,0.002426736056804657,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l10,3,72000,10,A,0.492052665603,block,0.4807328250673082,0.5195619265238438,-0.20883505046367645,-0.140625,-1.955468773841858,-0.953125,0.59375,1.3984375,-0.20883505046367645,0.0,286.358154296875,277.064208984375,-0.0004778477596119046,0.002589101204648614,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
r3_s72000_l10,3,72000,10,A,0.492052665603,noise,0.49678932737421105,0.5021944752445924,-0.08797537535429001,-0.0703125,-1.7421875,-0.8671875,0.734375,1.5390625,-0.08797537535429001,0.0,300.47222900390625,292.6661376953125,-0.00018596173322293907,0.002438812982290983,1.4385579824447632,0.828125,1.7133022206755721,0.1171875,0.328125,1.8125,3.5335936546325684,3.722345140245226
