target_id,run_id,step,layer,selected_beta,valid_fraction,comparisons,cosine_mean,cosine_median,cosine_q10,cosine_q90,cosine_sd,directional_disagreement,block_norm_mean,noise_norm_mean,log_noise_block_norm_ratio,family_residual,reversal,block_kl,reveal_kl,block_nll_damage,reveal_nll_damage,mean_kl,mean_nll,delta_boundary_difference,output_log_norm_ratio,output_abs_cosine_difference,resid_base,resid_aug
r5_s143000_l1,5,143000,1,0.709756742507,1.0,13824,0.0003605193347701,0.0002380183141212,-0.0449407588690519,0.046064206957817,0.0357555535031108,0.99963948066523,5.540561167264564,8.047034026503011,0.3732077902662727,0.0003616898148147,True,0.899085309770372,0.8954945449475888,0.885656966103448,0.890961956094813,0.8972899273589805,0.8883094610991304,-0.1433388143777847,0.1734472820234811,-0.0003809983609244,0.019090711028061275,-0.0002613378521577408
r5_s143000_l2,5,143000,2,0.748037353707,1.0,13824,-0.0002652495221156,-0.0004556102503556,-0.046505207195878,0.0460900101810693,0.036050740347355,1.0002652495221156,7.624719803428484,9.79648607013816,0.2506281823784325,-0.0217737268518519,False,1.0421509676509433,1.0344151236392831,1.0174618032243514,1.0255920886993408,1.0382830456451133,1.0215269459618461,-0.1157107949256897,-0.2324716365520787,0.0002790821017697,0.005369765570054936,-0.0014331576521877248
r5_s143000_l4,5,143000,4,0.507947334397,1.0,13824,-0.0002368481272743,-0.0003508955414872,-0.0460055291652679,0.0458578739315271,0.0357887897738539,1.0002368481272743,10.338082754881018,8.721058917783752,-0.1700937655897038,-0.0344328703703703,False,1.0863103667895,1.100381663552037,1.1163584656185574,1.1071453006179244,1.0933460151707686,1.111751883118241,0.0933777987957,-0.1078837558236633,0.0001617153175175,-0.0038973572219690514,0.009222777681671616
r5_s143000_l5,5,143000,5,0.323725421879,1.0,13824,-0.0001248175950306,-7.664849908906035e-05,-0.0459893990308046,0.0460219286382198,0.0359225836548362,1.0001248175950306,7.610804623820716,5.7503699945734335,-0.2803046990966251,-0.033058449074074,False,0.4473706583182017,0.4546903349735118,0.464965502421061,0.4564867814381923,0.45103049664585676,0.4607261419296267,0.0209197998046875,0.0564887520710243,-0.000253090634942,-0.012596195699942497,-0.0026156657823637533
r5_s143000_l6,5,143000,6,0.315594803123,1.0,13824,-5.572600192460942e-05,0.0006306056166067,-0.0467863820493221,0.045730872452259,0.0362211054586137,1.0000557260019247,9.921633041463792,6.257060549083959,-0.4610070148789332,-0.0434027777777777,False,0.4099051654338836,0.4137583286673934,0.410546965069241,0.4045777232558638,0.4118317470506385,0.4075623441625524,-0.0418469458818435,0.0516067582259871,-0.0003227405250072,-0.02129964196362121,0.00902275625239344
r5_s143000_l8,5,143000,8,0.458203932499,1.0,13824,2.7296331013397466e-05,-0.0006591671844944,-0.0462486509233713,0.0477396104484796,0.0364969139137273,0.9999727036689866,14.629198351667988,11.284744616011505,-0.2595676390827343,-0.0050636574074074,False,0.5062560439109802,0.4921600597876089,0.4645285606384279,0.4743560508445457,0.49920805184929457,0.4694423057414868,0.0476674661040306,0.2020841719655071,-0.0002585272304713,0.002160587822671008,0.014160601331494887
r5_s143000_l9,5,143000,9,0.477344238099,1.0,13824,0.0003161360954608,-9.770570977707392e-05,-0.045537469163537,0.0467300914227962,0.0360872586449291,0.9996838639045392,15.023682795361513,13.090169744255642,-0.1377662617348984,-0.0026765046296295,False,0.4552549189991421,0.4700069725513458,0.469718747668796,0.4556427796681728,0.462630945775244,0.46268076366848443,0.0771344453096389,0.2365161049876644,-0.0002552674850448,0.00017784067562309162,-0.001033541176622267
r5_s143000_l10,5,143000,10,0.710123311225,1.0,13824,-0.0001877661713666,-0.0002245730211143,-0.0466511763632297,0.0455086387693882,0.0361640076580848,1.0001877661713667,19.1370578373058,22.456984329899704,0.1599750156138364,0.0304542824074073,True,0.8987416625022888,0.9134297260531672,0.9176686339908176,0.9031211093620016,0.906085694277728,0.9103948716764096,0.3264804556965828,0.2806653486560133,-6.977235898375511e-05,0.037829896390779646,-0.0002260235924847684
r6_s14000_l1,6,14000,1,0.620363203761,1.0,13824,-0.0001644929568099,-7.469293996109627e-05,-0.0469016972929239,0.0465098589658737,0.0362060888571152,1.00016449295681,12.911938817033338,18.767049970657187,0.3739502979345356,-0.0122251157407407,False,0.5865197479724884,0.5767551726765103,0.6223341888851589,0.6333121900205261,0.5816374603244994,0.6278231894528425,-0.1799010038375854,0.0215819588494913,-8.06113239377737e-05,-0.008615198746106868,-0.0025668203343163047
r6_s14000_l2,6,14000,2,0.564408561834,1.0,13824,-0.0005202515460701,-0.0008710147812962,-0.0468483988195657,0.0460448555648327,0.0360042638403325,1.00052025154607,14.427362935410606,19.775967151961392,0.3153408129423156,-0.0125868055555555,False,0.4509906868139903,0.4407405224111345,0.4819903373718264,0.4932852409504078,0.4458656046125624,0.4876377891611171,-0.1357267946004867,-0.0129340887391461,7.586064748466015e-05,-0.01632293212566904,-0.010826126319112356
r6_s14000_l3,6,14000,3,0.574911663169,1.0,13824,0.000323281246561,0.0004605277499649,-0.0466106180101633,0.0465072933584451,0.0362648756803981,0.9996767187534388,16.102268242380685,21.90345400992643,0.307684195047591,-0.0050636574074073,False,0.4482773906654782,0.4417755073971218,0.4883725378248427,0.4953566480565956,0.4450264490313,0.49186459294071916,-0.0893458127975463,0.0094658931405426,0.0001280726864933,-0.012819630415129778,-0.008096018610251518
r6_s14000_l4,6,14000,4,0.701033003106,1.0,13824,0.0002184620383741,1.9331637304276228e-05,-0.0458926208317279,0.0469785466790199,0.0359740168497351,0.9997815379616258,23.089392801539766,30.37999986388065,0.2744111666980635,-0.0384837962962962,False,1.044528702894847,1.004846160058622,1.0565301047431097,1.0944558426185886,1.0246874314767345,1.0754929736808492,0.1056507229804992,0.0826515275186572,-0.0001623660791665,-0.013141938137418027,-0.016497007123465898
r6_s14000_l5,6,14000,5,0.336881039375,1.0,13824,-0.0002121930471499,-0.0001585419740877,-0.047032506763935,0.0461113419383764,0.0363224669094815,1.00021219304715,16.544356979015802,15.600071925876868,-0.0587695507669604,-0.0129484953703704,False,0.2650355199972788,0.2622267802556355,0.2909433576795791,0.2939714502405235,0.26363115012645716,0.29245740396005127,0.0669648721814155,0.143291043492239,-0.0005055326037108,0.008661949889434166,0.012907957578371236
r6_s14000_l8,6,14000,8,0.403068963143,1.0,13824,0.0002200827165327,2.1562949825693067e-06,-0.0457351241260766,0.0465956691652536,0.0360438189530898,0.9997799172834672,22.65305180164675,24.01180976787927,0.0582512027487142,-0.0266927083333333,False,0.2307179205947452,0.2415045781268013,0.271018319659763,0.2576348869888867,0.23611124936077324,0.26432660332432484,0.0320699401199817,0.0707775836523437,-0.0005972748622298,0.007083293927725026,-0.0012597395573941753
r6_s14000_l9,6,14000,9,0.37324227185,1.0,13824,3.353425725757705e-05,0.000475178239867,-0.0468725990504026,0.0466242652386426,0.0363998199442812,0.9999664657427424,24.82656844953696,25.66767424876216,0.0333180006817093,-0.029224537037037,False,0.2134044021368026,0.2107770547822669,0.2137982315487331,0.215948590525874,0.21209072845953475,0.21487341103730356,-0.0576959531754255,-0.0139293281473982,-0.0002469622995704,-0.012741187489855671,-0.004096982742975205
r6_s72000_l1,6,72000,1,0.642016008731,1.0,13824,-0.0004202062028785,2.032670727203368e-05,-0.0472722105681896,0.0456283040344715,0.0362889330570179,1.0004202062028786,9.818598822794026,14.2468634472677,0.3722583474075621,0.013671875,True,0.7643024126688639,0.7706566629586397,0.7929642995198569,0.7862598101298008,0.7674795378137518,0.7896120548248289,-0.1314243376255035,0.0271672414958133,-4.780245944857597e-05,0.02025504759498041,0.010346022633299791
r6_s72000_l2,6,72000,2,0.589986659391,1.0,13824,-0.0008304335078927,-0.000816714920802,-0.0469974540174007,0.0451840925961732,0.0359286179852369,1.0008304335078928,11.655944186262786,15.613803236503845,0.2923390654144772,0.0094039351851852,True,0.5691659980350071,0.5700084368387858,0.5819150341881646,0.5801390541924372,0.5695872174368964,0.5810270441903009,-0.115318164229393,-0.0064106951895129,5.866633728146553e-06,0.012662500931028437,0.0027038119116332034
r6_s72000_l3,6,72000,3,0.648777101839,1.0,13824,0.0001133105538368,7.72392304497771e-05,-0.0458543825894594,0.0467020280659198,0.0360931962273209,0.9998866894461632,13.05491897587975,17.68919849464739,0.3037892029940923,-0.0141059027777777,False,0.6611291766166687,0.6451545777144255,0.652304967244466,0.6669001579284668,0.6531418771655471,0.6596025625864663,-0.1318709850311279,-0.0471786399863005,0.0001112413592636,-0.011721970362834188,-0.01630132292587666
r6_s72000_l4,6,72000,4,0.729123600034,1.0,13824,0.0003027288970424,0.0001657792599871,-0.0454182166606187,0.0469480842351913,0.0360197250422395,0.9996972711029576,18.580791699596578,22.05298372661625,0.1713195663483687,-0.0598958333333333,False,1.7777680026160347,1.724853060863636,1.7505127059088814,1.7968071301778157,1.7513105317398354,1.7736599180433485,0.0859266221523284,0.028106525558841,9.01021994650364e-05,-0.0293145995367042,-0.013925458117805711
r6_s72000_l5,6,72000,5,0.285218258752,1.0,13824,0.0003419202710186,0.0001033877306326,-0.0462708409875631,0.0472277320921421,0.0362489099201601,0.9996580797289814,12.313417809291018,9.14779288004394,-0.2971769117120075,-0.0314670138888888,False,0.325030956003401,0.3205744160546196,0.3253116342756481,0.3282993722845004,0.3228026860290103,0.32680550328007424,0.0753214433789253,0.0885964382780907,-0.0005363600794225,-0.0005483448328832685,0.007629421523404706
r6_s72000_l6,6,72000,6,0.22985673747,1.0,13824,0.0002193351604992,0.0004443986981641,-0.046332748606801,0.0460546810179949,0.0357910638466727,0.9997806648395008,11.441098197777238,7.5516615032597825,-0.4154443719467568,-0.0439091435185185,False,0.2237263073523839,0.2187657372819053,0.2139054139455158,0.2182960157041193,0.2212460223171446,0.21610071482481755,0.000893972814083,0.0199025662698236,-0.0005749235861003,-0.008121268118002518,0.012316410279461044
r6_s72000_l9,6,72000,9,0.391422888087,1.0,13824,7.305764587433892e-05,-0.0001160807987616,-0.0467870954424142,0.0469834867864847,0.0365393217222428,0.9999269423541256,23.81527641105156,22.51300868102246,-0.0562339350409247,-0.0215567129629629,False,0.3710829549365573,0.3817732830842336,0.3837833934360081,0.3731846367871316,0.3764281190103954,0.3784840151115698,-0.0162431113421916,-0.0607546757196184,2.150190994143486e-06,-0.011572103282767223,-0.006159923897687689
r6_s143000_l1,6,143000,1,0.664078649987,1.0,13824,-0.0004231418768572,-0.0003578568866942,-0.0468118079006671,0.0459774877876043,0.0361139055148141,1.0004231418768572,5.444506925272031,7.411547063849866,0.3084320012839803,0.0089699074074073,True,0.7476856973436145,0.7515565046557674,0.7725881205664741,0.7708712418874106,0.7496211009996909,0.7717296812269423,-0.1308774650096893,0.1241278187726204,-0.0002547043841332,0.021518676859184974,0.003631820983630357
r6_s143000_l2,6,143000,2,0.664078649987,1.0,13824,-0.0007480111078748,-0.0007159936649259,-0.0466106060892343,0.0450131427496671,0.0358106403081657,1.0007480111078748,7.041958355913973,9.167468251660466,0.2637748507746895,0.001880787037037,True,0.6894046068191528,0.6883934118129589,0.700036923090617,0.7020932833353677,0.6888990093160559,0.7010651032129924,-0.1002152115106582,-0.0922355894147627,8.642848115414381e-05,0.01727370192889773,-0.0014068953586896667
r6_s143000_l3,6,143000,3,0.726977669381,1.0,13824,-3.694985400010325e-05,-0.0001037662623275,-0.0467187330126762,0.0458579160273075,0.0359775945454699,1.000036949854,7.840251289825472,10.381669017900196,0.2807707703950524,0.0035445601851851,True,0.8249830868509079,0.807746152083079,0.8161831167009143,0.8302465633109768,0.8163646194669935,0.8232148400059456,-0.1244936287403106,-0.3527367848287074,0.0005118389381095,0.023172375213396164,0.010806162204594323
r6_s143000_l4,6,143000,4,0.75,1.0,13824,5.018567906568528e-05,-0.0001755457778926,-0.0463575527071952,0.0463841829448938,0.0361041955839788,0.9999498143209344,10.911741729618775,11.77566319966206,0.0761955286576897,-0.0481047453703703,False,1.9717504978179927,1.9122466731954504,1.937442382176717,2.0052518932907666,1.9419985855067217,1.971347137733742,0.05419921875,0.2989047219079225,-0.0001731808297336,-0.024681918112103768,-0.00026608033792734076
r6_s143000_l5,6,143000,5,0.416817701285,1.0,13824,0.0002787593108219,0.0004237421380821,-0.045526897534728,0.046071470156312,0.0359770189206819,0.999721240689178,8.514650588544706,7.542044952373813,-0.1212949193663267,-0.0313946759259259,False,0.701086355580224,0.6961794561809964,0.7230224344465467,0.7276174757215714,0.6986329058806102,0.725319955084059,0.1859447211027145,0.202748614886183,-0.0006498072762042,0.01119425543946441,-0.009109429058174495
r6_s143000_l8,6,143000,8,0.38447851062,1.0,13824,-0.0004535652083244,-0.0004988662549294,-0.0470691390335559,0.0458283871412277,0.0363320225455968,1.0004535652083244,14.783417884053456,9.74447836999402,-0.4168053358351221,-0.0333478009259259,False,0.4219082163439856,0.4344291488329569,0.4686655733320448,0.4505527549319796,0.4281686825884713,0.4596091641320122,0.0773654542863369,0.2026815803508861,-0.0001832724083214,-0.03280276674310785,-0.009327294824085411
r6_s143000_l9,6,143000,9,0.437510816892,1.0,13824,6.1005863313923214e-05,-0.0004395185969769,-0.0455987520515918,0.0459003303200006,0.0362049875312814,0.999938994136686,16.41673108521435,11.62870656033219,-0.3448242583616879,-0.0298755787037037,False,0.420853704214096,0.4384365192166081,0.4493070708380806,0.4370199839274087,0.429645111715352,0.44316352738274467,0.1086968369781971,0.4018461308094557,-0.0003653892781585,-0.038547092531908654,-0.02141324364851076
r8_s14000_l1,8,14000,1,0.519550141886,1.0,13824,-0.0002466484206863,-0.0002045467699645,-0.0461287640035152,0.046070460230112,0.0359084703006562,1.0002466484206864,12.626446430674855,15.953854378588774,0.2339069165020381,-0.0008680555555555,False,0.4072243273258209,0.392420126332177,0.3917307323879663,0.4037945447144686,0.39982222682899893,0.3977626385512174,-0.1331957206130027,-0.0317319746365942,0.0001029132399708,-0.004197978906327424,0.007292315664627447
r8_s14000_l2,8,14000,2,0.571806043153,1.0,13824,-0.0003738169550608,-0.0004743647878058,-0.0464329443871974,0.046212251111865,0.0362092905910196,1.000373816955061,14.529733845136231,19.780894927818466,0.3085194094417623,-0.0137442129629629,False,0.5077182418770261,0.4946838076467867,0.5116835700141059,0.5237517180266202,0.5012010247619064,0.517717644020363,-0.0942074060440063,0.0109050780785411,-0.0001184376887977,-0.003725713228910193,-0.005021455614967038
r8_s14000_l4,8,14000,4,0.725651411301,1.0,13824,0.0001202015392646,0.00026355573209,-0.0465108156204223,0.0463264692574739,0.0360564061155596,0.9998797984607354,23.57582139637735,32.352348675882375,0.3164649505955279,-0.0251736111111111,False,1.222296569082472,1.1892908657038654,1.2176927460564504,1.2495548813431352,1.2057937173931688,1.2336238136997928,0.0999072194099426,0.1269060464827694,-0.0001981209497898,0.0019126304952611188,0.00043478695462177003
r8_s14000_l6,8,14000,6,0.305544805642,1.0,13824,-0.0003218101558399,-0.0005460097745526,-0.0462857536971569,0.0461665254086256,0.0361564990440545,1.00032181015584,15.377672700004446,14.991765625912834,-0.0254155406348343,-0.017433449074074,False,0.186862803167767,0.1948929169663676,0.2131069236331518,0.2036598964973732,0.1908778600670673,0.2083834100652625,0.1128352284431457,0.1397466959862577,-0.0006467222701758,0.014485565109083484,0.004557333787633278
r8_s14000_l9,8,14000,9,0.357207586265,1.0,13824,0.0003416718237987,0.0004850940895266,-0.0456341575831174,0.0461937855929136,0.0358800807741379,0.9996583281762011,22.509500003109377,24.652704291459585,0.0909491595755351,-0.027199074074074,False,0.2055832776758406,0.1974307828479343,0.1886838012271456,0.1956568823920355,0.20150703026188743,0.19217034180959053,-0.0305639902944676,0.0328342348903912,-0.0004335443954914,-0.0026236101667905243,-0.005383431300368863
r8_s72000_l1,8,72000,1,0.634845079338,1.0,13824,-3.759174037310787e-05,-0.000412407258409,-0.0455075498670339,0.0469080381095409,0.0360203852037599,1.0000375917403732,10.477474656473431,14.591340625865593,0.3312005629771339,0.0020978009259259,True,0.741052296426561,0.7414200990288345,0.7441590627034506,0.7436745431688099,0.7412361977276978,0.7439168029361303,-0.11641326546669,0.1187940135977416,-0.000232086982578,0.010673380098182486,0.0013003935219688865
r8_s72000_l2,8,72000,2,0.625388202502,1.0,13824,-0.0002948313974956,-0.0004517273773672,-0.0467233054339885,0.0458602894097566,0.0359979512579572,1.0002948313974958,12.04255845832328,16.43464494248231,0.3109446892947665,-0.0062934027777777,False,0.6622003846698337,0.6389913294050429,0.6189210679796009,0.6442898997554076,0.6505958570374383,0.6316054838675043,-0.0892786085605621,-0.0718183113366462,0.0001027879770845,0.0019533151965472496,-0.010005973376047916
r8_s72000_l4,8,72000,4,0.64219929309,1.0,13824,-5.5368380317680725e-05,0.0001703052839729,-0.0455069351941347,0.0460879310965538,0.0361090146772305,1.0000553683803175,18.93889813663231,20.56352312490344,0.0823008745805228,-0.0511429398148148,False,1.43933990266588,1.4134721093707614,1.4285152753194172,1.4516143798828125,1.4264060060183206,1.4400648276011148,0.1960700154304504,-0.070181299298653,0.0003067550715059,-0.025818275804947007,-0.021186503655237013
r8_s72000_l5,8,72000,5,0.300293254974,1.0,13824,-0.0005699470275542,-0.0009917953866533,-0.0462636958807706,0.0453310336917638,0.036041203018934,1.0005699470275542,12.612575678051346,9.93990365995301,-0.2381370574397877,-0.0261140046296296,False,0.297220915555954,0.3073417025583762,0.319316969977485,0.3068473250777632,0.3022813090571651,0.3130821475276241,0.0254722312092781,0.0545755381280236,-0.0004191517364233,-0.0018679929850297303,0.006317623442408889
r8_s72000_l7,8,72000,7,0.358167275628,1.0,13824,0.0001289823313202,0.0001253047448699,-0.0463617753237485,0.0468107983469963,0.0360496891204156,0.9998710176686796,15.809496342721912,13.805549713334551,-0.1355401293721619,-0.0452112268518518,False,0.3421697583463457,0.3485967991528688,0.3360793325636123,0.3310862205646652,0.3453832787496073,0.3335827765641387,0.0509905368089675,0.0550068171876506,-0.0003875514958053,-0.020398166542591162,-0.021703705595543788
r8_s72000_l9,8,72000,9,0.35661446562,1.0,13824,9.959660688394245e-05,1.5558266113657737e-05,-0.0457409061491489,0.0457815803587436,0.036146623275157,0.999900403393116,25.069939266062445,21.066974526685144,-0.1739628636065771,-0.01171875,False,0.3047810594240824,0.3100493119822608,0.299455377790663,0.2949170448161942,0.3074151857031716,0.2971862113034286,0.0142939388751983,0.0743551064410626,-0.0002244429197162,-0.002451025234629558,0.007979912428926605
r8_s143000_l1,8,143000,1,0.62324227185,1.0,13824,7.060875117573457e-05,-0.0002225863863714,-0.0459158707410097,0.0469351336359977,0.0361449017231569,0.9999293912488244,5.431120710757871,6.910734301777901,0.24093039361711,0.0004340277777777,True,0.6980229881074694,0.694583899445004,0.6730988290574818,0.6758358743455677,0.6963034437762368,0.6744673517015247,-0.1517311185598373,0.1478298284207759,-0.0003097534645348,0.012617448141009333,0.0015722803446199599
r8_s143000_l2,8,143000,2,0.688243954328,1.0,13824,-0.0003099019402752,-0.0003286342689534,-0.0462828762829303,0.0462081901729107,0.0360468436573279,1.0003099019402752,6.591824298414092,8.853393297401015,0.2949706704750453,-0.0081741898148147,False,0.7849934034877353,0.771021341836011,0.7439439031812881,0.7526284677010997,0.7780073726618731,0.748286185441194,-0.1333550363779068,-0.0717557140541811,4.7948211431503296e-05,0.008887348715991918,-0.006798926183533012
r8_s143000_l4,8,143000,4,0.649003653765,1.0,13824,-6.075859567621746e-06,-0.0001301728698308,-0.0461015935987234,0.0461271688342094,0.0361370582738242,1.0000060758595677,11.179739796556532,10.627357672761988,-0.0506716046375477,-0.0786313657407408,False,1.8047940333684285,1.758280016757824,1.764314068688287,1.8166594152097344,1.7815370250631264,1.7904867419490107,0.222546637058258,0.1943204792233649,-0.0002396218478679,-0.034368193674590486,-0.026908986846241975
r8_s143000_l5,8,143000,5,0.322765732516,1.0,13824,-0.0006929620483375,-0.0005862186080776,-0.047432417422533,0.0454064581543207,0.035895001367296,1.0006929620483376,7.327096578044196,5.569116954226047,-0.2743428308825156,-0.0219907407407407,False,0.4476235144668155,0.4543072912428114,0.4831451045142279,0.4752068961108167,0.45096540285481346,0.4791760003125223,0.0085562244057655,0.0306833585173811,-0.0003060405142605,0.00394690565225312,0.011609977173863015
r8_s143000_l6,8,143000,6,0.326237921249,1.0,13824,-0.000147269388922,-0.0002731685817707,-0.0465224605053663,0.0457876734435558,0.0365214329264087,1.000147269388922,8.63447681752344,6.196753289015895,-0.3317376293431513,-0.0285011574074073,False,0.4478689365916782,0.4654877561110037,0.4873672591315377,0.4709335521415427,0.45667834635134097,0.4791504056365402,0.1138689890503883,0.0798818494603257,-0.0002833730541169,-0.0046477024398054075,0.00039466728600281997
r8_s143000_l7,8,143000,7,0.353508845605,1.0,13824,-6.042007223095714e-05,0.0002479998365743,-0.0464769966900348,0.0453651901334524,0.0358219936417726,1.000060420072231,9.20454670312918,7.462753381580114,-0.2097731367139889,-0.0517216435185184,False,0.457618130577935,0.4665779184412073,0.4715980688730878,0.4647345807817249,0.46209802450957116,0.4681663248274064,-0.0681728757917881,-0.07987125520038,-7.859617471694946e-05,-0.0306779016671279,-0.018015045910494763
r8_s143000_l9,8,143000,9,0.42124957938,1.0,13824,-0.0001047677678881,-3.6715122405439615e-05,-0.0465354017913341,0.0459024395793676,0.0362488077098109,1.000104767767888,14.483061575537754,11.434313868448417,-0.2363609764678,-0.0180844907407407,False,0.4151734941535526,0.4211829746211016,0.4186571968926325,0.4143716759151878,0.4181782343873271,0.41651443640391017,0.0645378977060318,0.2491355326774476,-0.0004225968150421,-0.007303976287309669,-0.003839167931903687
r8_s143000_l10,8,143000,10,0.674721768113,1.0,13824,0.0003682076270304,0.0007103042444214,-0.045653548836708,0.0460676118731498,0.0359029005105386,0.9996317923729696,23.471153136963647,20.71205302817678,-0.1250563383267725,0.0355902777777777,True,0.9103376732932196,0.9206218498724478,0.9312289555867512,0.9190808402167424,0.9154797615828336,0.9251548979017468,0.3102066554129123,0.2620981525841935,2.634013071656227e-06,0.039720610517183765,0.032055347837832815
