run_id,stage,model,checkpoints,status,runtime_seconds,peak_cuda_bytes,raw_path,raw_sha256
1,pilot,EleutherAI/pythia-160m-seed1,14000;72000;143000,complete,22.867353900001035,1062869504,raw\pythia-160m-seed1.json,CC7023ACC39BBB514B0D5FD5A8649564F0AA7D47D61CC28746C647A9E734EA68
4,pilot,EleutherAI/pythia-160m-seed4,14000;72000;143000,complete,20.807889899995644,1062869504,raw\pythia-160m-seed4.json,EBDF674632CC2AE2FFDE68BC248F0A2F8EF12062ACF2F98947F2AFC5631E20A7
6,confirmatory,EleutherAI/pythia-160m-seed6,14000;72000;143000,complete,23.16913539999223,1062869504,raw\pythia-160m-seed6.json,AE4E7B57AA8F9580EED0ED512976A711CB71F99F6E3367FE11ECE6E1D078B70D
7,confirmatory,EleutherAI/pythia-160m-seed7,14000;72000;143000,complete,26.221066099999007,1062869504,raw\pythia-160m-seed7.json,4CA7861880C289AC9F5FF0666C144E718FE05A0C6BFBC0EFF38C1F34BA901664
8,confirmatory,EleutherAI/pythia-160m-seed8,14000;72000;143000,complete,23.4156855000183,1062869504,raw\pythia-160m-seed8.json,F2CAA3A2DDFD87C64465A90D3C40EBDA76ABC34BF69C90479D9F2B01D37AFB95
9,pilot,EleutherAI/pythia-160m-seed9,14000;72000;143000,complete,21.703246199991554,1062869504,raw\pythia-160m-seed9.json,A7BC2FB70544C8CE50A51C98DA1B1D620BA19383C30599C1984D864B3CE17644
