epoch,loss,answer_loss,aux_loss
1,4.775453961563111,3.424540998840332,1.3509129638552666
2,2.842410644022624,2.797911597442627,0.044499076342582704
3,1.9205362421035768,1.901895976638794,0.018640260058641434
4,1.1778267515500387,1.1678073139190674,0.010019440716256697
5,0.7036285346508027,0.6977378587086995,0.0058906748446325465
6,0.39010028842290245,0.38637758493423463,0.0037227030434956155
7,0.2196350436290105,0.21714280275503794,0.002492240428986649
8,0.1227306153734525,0.12131818532943725,0.0014124300640697281
9,0.07091155869166056,0.06987270203431448,0.0010388564901736876
10,0.040663714444637296,0.040009786544243496,0.000653927922497193
11,0.02390509799917539,0.02344194140434265,0.0004631565491979321
12,0.012860334543635448,0.012517451212803522,0.0003428833405487239
13,0.004501200295612216,0.004254483215759198,0.0002467170794106399
14,0.0021011881990979117,0.001898872422799468,0.00020231577556114645
15,0.0015505580737565955,0.0013718601542214552,0.000178697919830059
16,0.0013225040515884756,0.00115707923527807,0.0001654248158680275
17,0.001204015517110626,0.001046417879872024,0.00015759763723860185
18,0.0011667617674916983,0.001013192451155434,0.00015356931692610184
19,0.0011320904371018212,0.0009810878315319618,0.00015100260571731877
20,0.001127285905741155,0.0009773262305185198,0.00014995967551755408
