revision,commit,step,tokens,progress,intact_nll,agreement,nll_damage,kl,hellaswag_raw,hellaswag_norm
step-320000,24f9f6ba2ae2a79fe893df62646dffe67a794f50,320000,503316480000,0.125,3.213071425755819,0.8301649305555555,0.20614598327212863,0.20091098139959354,0.35546875,0.46875
step-800000,e1871f370b015aecd2a7bcdde726faf4e4778261,800000,1258291200000,0.3125,3.2309490044911704,0.8150101273148148,0.2017247985910486,0.20351613864854526,0.38671875,0.49609375
step-1280000,ed07699cbec92fa63564cd46abdf52e262080bc3,1280000,2013265920000,0.5,3.1672834555308023,0.8141059027777778,0.2011020139411642,0.20163768147014907,0.40234375,0.5390625
step-1920000,af134f51feb3a2bfcbc06b3e37f3337d0f3281ae,1920000,3019898880000,0.75,3.1789999537997775,0.8130859375,0.20255725913577619,0.2037650198434238,0.39453125,0.515625
step-2560000,6587c7a7b6179794ee17a43d3e0376d560a49183,2560000,4026531840000,1.0,3.05834346347385,0.788816550925926,0.33206752406226253,0.3301965885416225,0.41796875,0.55078125
