target_id,run_id,step,progress,layer,target_kl,target_nll_damage,selected_beta,match_class,absolute_kl_error,relative_kl_error,absolute_nll_error,relative_nll_error,achieved_kl,achieved_nll_damage,activation_relative_magnitude,activation_absolute_rms,objective,boundary_selected,trial_count,verification_kl_difference,verification_nll_difference
r6_s14000_l6,6,14000,0.0979020979020979,6,0.1680924081140094,0.19716986020406072,0.279007018722,B,0.010507964425616828,0.06251302211357007,0.013326653727778442,0.06758971028289236,0.17860037253962624,0.18384320647628227,0.27900703968825163,0.48424147345401625,0.8476246869989862,False,21,0.0,0.0
r6_s14000_l7,6,14000,0.0979020979020979,7,0.2799248728487227,0.38871230019463443,0.442309263706,C,0.031862052502455496,0.11382358480005669,0.05723722775777196,0.14724830608387005,0.3117869253511782,0.3314750724368625,0.44230914336663707,0.8337089838805022,3.46378721015089,False,21,0.0,0.0
r6_s14000_l8,6,14000,0.0979020979020979,8,0.2307179205947452,0.27101831965976303,0.403068963143,A,0.010786657532056182,0.04675257779804689,0.013383432670876327,0.04938202217336649,0.24150457812680137,0.2576348869888867,0.40306898289256626,0.8664515658661172,0.462438764473023,False,21,0.0,0.0
r6_s14000_l9,6,14000,0.0979020979020979,9,0.21340440213680267,0.2137982315487331,0.37324227185,A,0.0026273473545357084,0.012311589302825807,0.002150358977140915,0.010057889448167419,0.21077705478226696,0.215948590525874,0.373242328564326,0.9262025709505435,0.025273637131537914,False,21,0.0,0.0
r6_s14000_l10,6,14000,0.0979020979020979,10,0.3138347069422404,0.4052749474843343,0.498263905633,C,0.030953376381485542,0.09862955146985612,0.0505022207895916,0.12461224436138908,0.34478808332372596,0.3547727266947427,0.4982640776369307,1.394430019237377,2.5255999868066166,False,21,0.0,0.0
r6_s72000_l1,6,72000,0.5034965034965035,1,0.7643024126688639,0.7929642995198569,0.642016008731,A,0.006354250289775765,0.008313790699127948,0.006704489390056079,0.008454970033464583,0.7706566629586397,0.7862598101298008,0.6420158390645627,0.5140892620439883,0.014060563405605159,False,21,0.0,0.0
r6_s72000_l2,6,72000,0.5034965034965035,2,0.5691659980350071,0.5819150341881646,0.589986659391,A,0.0008424388037786557,0.0014801284804180459,0.001775979995727428,0.0030519575735005085,0.5700084368387858,0.5801390541924372,0.5899868210156759,0.5634147215772558,0.0011505225349031454,False,21,0.0,0.0
r6_s72000_l3,6,72000,0.5034965034965035,3,0.6611291766166687,0.652304967244466,0.648777101839,A,0.015974598902243176,0.024162598577132974,0.014595190684000836,0.02237479617184731,0.6451545777144255,0.6669001579284668,0.6487771957008927,0.638304023830979,0.10844626737346824,False,21,0.0,0.0
r6_s72000_l4,6,72000,0.5034965034965035,4,1.7777680026160347,1.7505127059088814,0.729123600034,A,0.052914941752398637,0.02976481839840917,0.04629442426893404,0.02644620865226518,1.724853060863636,1.7968071301778155,0.7291235526402792,0.7957685678093521,0.15853463663712186,False,21,0.0,0.0
r6_s72000_l5,6,72000,0.5034965034965035,5,0.32503095600340104,0.32531163427564813,0.285218258752,A,0.004456539948781368,0.013711124637374618,0.0029877380088523253,0.009184233498121756,0.32057441605461967,0.32829937228450046,0.2852182498684636,0.33009257360740946,0.02723450837713183,False,21,0.0,0.0
r6_s72000_l6,6,72000,0.5034965034965035,6,0.22372630735238394,0.2139054139455158,0.22985673747,A,0.004960570070478648,0.022172493387839477,0.004390601758603591,0.02052590291006567,0.2187657372819053,0.21829601570411938,0.22985687575958394,0.27249722458698133,0.09129321533155618,False,21,0.0,0.0
r6_s72000_l7,6,72000,0.5034965034965035,7,0.45307992564307314,0.5356436570485431,0.4199233213,B,0.033298792662443955,0.07349430150785924,0.041704645863285816,0.07785893721397777,0.4863787183055171,0.4939390111852573,0.41992335076685305,0.5577158663007948,1.146342645826473,False,21,0.0,0.0
r6_s72000_l8,6,72000,0.5034965034965035,8,0.4070446689923604,0.48362999492221403,0.422209268743,B,0.022388282749387978,0.055002029150154945,0.030603541268243273,0.06327883214336655,0.4294329517417484,0.45302645365397076,0.42220933459423204,0.6774237818188138,0.7029433808094274,False,21,0.0,0.0
r6_s72000_l9,6,72000,0.5034965034965035,9,0.37108295493655735,0.38378339343600815,0.391422888087,A,0.010690328147676231,0.02880845914756475,0.010598756648876495,0.027616506680912735,0.3817732830842336,0.37318463678713165,0.39142305100405655,0.8123688344602231,0.1592598759722252,False,21,0.0,0.0
r6_s72000_l10,6,72000,0.5034965034965035,10,0.4138943354288737,0.4598767492506239,0.442902384351,B,0.022205101119147364,0.05364920275143409,0.026753990738480116,0.05817643701713116,0.4360994365480211,0.43312275851214377,0.44290244910452103,1.0120099871246904,0.6262734779901337,False,21,0.0,0.0
r6_s143000_l1,6,143000,1.0,1,0.7476856973436145,0.7725881205664741,0.664078649987,A,0.0038708073121529463,0.005177051434713829,0.0017168786790634494,0.0022222431763542832,0.7515565046557674,0.7708712418874106,0.664078520403968,0.26744110385576886,0.0031740226292610164,False,21,0.0,0.0
r6_s143000_l2,6,143000,1.0,2,0.6894046068191528,0.700036923090617,0.664078649987,A,0.0010111950061939545,0.0014667656644449262,0.0020563602447506435,0.0029375025472499518,0.6883934118129589,0.7020932833353677,0.6640786793496873,0.33080252011617023,0.0010780322729525412,False,21,0.0,0.0
r6_s143000_l3,6,143000,1.0,3,0.8249830868509079,0.8161831167009143,0.726977669381,A,0.01723693476782895,0.02089368260094178,0.014063446610062535,0.01723074923050482,0.807746152083079,0.8302465633109768,0.7269775757083187,0.3746161725785997,0.07334446916752255,False,21,0.0,0.0
r6_s143000_l4,6,143000,1.0,4,1.9717504978179932,1.937442382176717,0.75,A,0.05950382462254278,0.030178171471675334,0.06780951111404954,0.03499949817234334,1.9122466731954504,2.0052518932907666,0.7500000441515887,0.4249176725193306,0.21356869056918917,False,21,0.0,0.0
r6_s143000_l5,6,143000,1.0,5,0.701086355580224,0.7230224344465467,0.416817701285,A,0.0049068993992276155,0.006998994289597367,0.004595041275024747,0.0063553232321701975,0.6961794561809964,0.7276174757215714,0.41681779976244326,0.27215009596612716,0.008937605445143024,False,21,0.0,0.0
r6_s143000_l6,6,143000,1.0,6,0.32916684945424396,0.36049575275845,0.273982019981,B,0.020433430318479218,0.06207620953414844,0.0225912288383201,0.06266711511964657,0.3496002797727232,0.33790452392012993,0.2739821098468922,0.20182248563678176,0.7780623107591735,False,21,0.0,0.0
r6_s143000_l7,6,143000,1.0,7,0.7113470170232986,0.8014676570892335,0.482002668122,B,0.045554125750506214,0.06403924478529183,0.035480799498381566,0.04426978329630456,0.7569011427738048,0.7659868575908519,0.482002525417893,0.39857583796536483,0.6060838585788711,False,21,0.0,0.0
r6_s143000_l8,6,143000,1.0,8,0.4219082163439856,0.4686655733320448,0.38447851062,A,0.012520932488971348,0.029676910768509996,0.018112818400065123,0.03864764008854077,0.43442914883295697,0.45055275493197966,0.38447848955790204,0.3516235053539276,0.23743591171860362,False,21,0.0,0.0
r6_s143000_l9,6,143000,1.0,9,0.42085370421409607,0.4493070708380806,0.437510816892,A,0.017582815002512076,0.04177892418769254,0.012287086910671874,0.02734674726512928,0.43843651921660814,0.4370199839274087,0.4375108634984052,0.41961492542867307,0.2493323092275439,False,21,0.0,0.0
r6_s143000_l10,6,143000,1.0,10,1.0211710002687242,1.1513046953413224,0.781152949375,B,0.05942622158262467,0.058194192321294164,0.07260052363077829,0.06305934816776862,1.0805972218513489,1.0787041717105441,0.7811529481852496,0.8358961961887501,0.7363045411285177,False,21,0.0,0.0
r8_s14000_l1,8,14000,0.0979020979020979,1,0.4072243273258209,0.39173073238796635,0.519550141886,A,0.014804200993643879,0.03635392092320324,0.012063812326502277,0.030796185565863637,0.39242012633217704,0.40379454471446863,0.5195501755785059,0.5756851655465586,0.2270012611908955,False,21,0.0,0.0
r8_s14000_l2,8,14000,0.0979020979020979,2,0.5077182418770261,0.5116835700141059,0.571806043153,A,0.013034434230239367,0.025672574186079277,0.012068148012514324,0.023585177871077723,0.4946838076467867,0.5237517180266202,0.5718061239631088,0.7137816879484389,0.12153416805548886,False,21,0.0,0.0
r8_s14000_l3,8,14000,0.0979020979020979,3,0.5229583117696973,0.4941637251112196,0.579343541264,B,0.04860767170234953,0.09294750768520656,0.04159605061566368,0.08417463383460136,0.4743506400673478,0.5357597757268833,0.5793435198289377,0.7944999160589995,1.572460816614246,False,21,0.0,0.0
r8_s14000_l4,8,14000,0.0979020979020979,4,1.222296569082472,1.2176927460564504,0.725651411301,A,0.03300570337860664,0.02700302382698797,0.0318621352866848,0.026165989236484746,1.1892908657038654,1.2495548813431352,0.7256513039271036,1.1674147711859808,0.1413822288527033,False,21,0.0,0.0
r8_s14000_l5,8,14000,0.0979020979020979,5,0.2210980537864897,0.2745188872019451,0.325644800604,B,0.01635699305269453,0.07398071928944339,0.02303243566442409,0.08390109656606896,0.23745504683918423,0.251486451537521,0.3256448319664708,0.5522569263422931,1.251254083167304,False,21,0.0,0.0
r8_s14000_l6,8,14000,0.0979020979020979,6,0.18686280316776702,0.21310692363315184,0.305544805642,A,0.008030113798600635,0.04297331337445558,0.00944702713577858,0.044329986913032554,0.19489291696636765,0.20365989649737326,0.30554470971778586,0.5409684247440762,0.38118534021270084,False,21,0.0,0.0
r8_s14000_l7,8,14000,0.0979020979020979,7,0.23135618534353042,0.3031896485222713,0.37945351188,C,0.02604120086740569,0.11255891355844115,0.04339973131815639,0.14314384257358723,0.2573973862109361,0.25978991720411493,0.3794535221876921,0.7152333877704762,3.315966868843323,False,21,0.0,0.0
r8_s14000_l8,8,14000,0.0979020979020979,8,0.3236706985367669,0.44642938507927754,0.502329215011,C,0.04452378551165265,0.1375589007988546,0.08221433780811394,0.18415978104427433,0.36819448404841953,0.3642150472711636,0.5023291574584113,1.1010975307888455,5.283727614353303,False,21,0.0,0.0
r8_s14000_l9,8,14000,0.0979020979020979,9,0.20558327767584061,0.18868380122714568,0.357207586265,A,0.00815249482790631,0.039655437543521105,0.006973081164889816,0.0369564378049516,0.1974307828479343,0.1956568823920355,0.3572077221340603,0.8895780576599969,0.29383320220291337,False,21,0.0,0.0
r8_s14000_l10,8,14000,0.0979020979020979,10,0.28832231627570254,0.31545103920830614,0.454731743766,B,0.014046958199253834,0.0487196356516954,0.01693720287746797,0.053692018006730687,0.3023692744749564,0.29851383633083817,0.45473186837302315,1.307295322418213,0.5256435695703783,False,21,0.0,0.0
r8_s72000_l1,8,72000,0.5034965034965035,1,0.741052296426561,0.7441590627034506,0.634845079338,A,0.000367802602273537,0.0004963247587877765,0.00048451953464068165,0.0006510967331094816,0.7414200990288345,0.7436745431688099,0.6348451707098219,0.5265197157859802,6.702652220533882e-05,False,21,0.0,0.0
r8_s72000_l2,8,72000,0.5034965034965035,2,0.6622003846698337,0.6189210679796009,0.625388202502,A,0.02320905526479078,0.03504838686605041,0.025368831775806733,0.04098879984580179,0.6389913294050429,0.6442898997554076,0.6253883419213472,0.5930342585952194,0.29084711347206754,False,21,0.0,0.0
r8_s72000_l3,8,72000,0.5034965034965035,3,0.6975903709729513,0.6404398547278509,0.654028652506,B,0.05793693992826676,0.08305295247607451,0.042558290340282134,0.06645165822526838,0.6396534310446845,0.6829981450681331,0.6540285878711276,0.6672941313849555,1.1313615795914536,False,21,0.0,0.0
r8_s72000_l4,8,72000,0.5034965034965035,4,1.43933990266588,1.4285152753194172,0.64219929309,A,0.02586779329511857,0.017971983717806644,0.023099104563395256,0.016170008793370518,1.4134721093707614,1.4516143798828125,0.6421993904643588,0.742022298000477,0.058446138313160194,False,21,0.0,0.0
r8_s72000_l5,8,72000,0.5034965034965035,5,0.297220915555954,0.319316969977485,0.300293254974,A,0.010120787002422194,0.03405139568814373,0.012469644899721744,0.0390509934394089,0.3073417025583762,0.30684732507776324,0.30029317847004644,0.35867521277180425,0.26844776369326434,False,21,0.0,0.0
r8_s72000_l6,8,72000,0.5034965034965035,6,0.32367729478412205,0.3561698860592311,0.318473871211,B,0.016318511079858822,0.050415989452371406,0.020023813954106295,0.05621983985114371,0.33999580586398087,0.3361460721051248,0.31847396272200124,0.4015916387240092,0.5702442385383325,False,21,0.0,0.0
r8_s72000_l7,8,72000,0.5034965034965035,7,0.3421697583463457,0.3360793325636123,0.358167275628,A,0.0064270408065230655,0.01878319357492372,0.004993111998947086,0.014856944522130487,0.3485967991528688,0.3310862205646652,0.35816730834819654,0.4981649473861412,0.05735371614100944,False,21,0.0,0.0
r8_s72000_l8,8,72000,0.5034965034965035,8,0.5807838241259257,0.7138565911187067,0.531746070019,C,0.056815575670313034,0.0978256854100958,0.08633975629453339,0.12094832122948777,0.6375993997962387,0.6275168348241733,0.5317461733464841,0.9500060147709317,2.419836113426033,False,21,0.0,0.0
r8_s72000_l9,8,72000,0.5034965034965035,9,0.30478105942408246,0.29945537779066306,0.35661446562,A,0.005268252558178366,0.01728536729977915,0.004538332974468873,0.015155289605873366,0.3100493119822608,0.2949170448161942,0.3566145223599893,0.7601889151114004,0.05284667257296621,False,21,0.0,0.0
r8_s72000_l10,8,72000,0.5034965034965035,10,0.4546317756175995,0.48912805981106217,0.494565164974,B,0.025520776157025915,0.05613504714293409,0.029743909835815707,0.0608100664828843,0.4801525517746254,0.45938414997524646,0.49456521647947804,1.1486754417419434,0.6849007703421223,False,21,0.0,0.0
r8_s143000_l1,8,143000,1.0,1,0.6980229881074694,0.6730988290574818,0.62324227185,A,0.0034390886624654504,0.004926898857278083,0.0027370452880859375,0.004066334942098274,0.694583899445004,0.6758358743455677,0.6232421751375552,0.24936960085674567,0.004080941221129612,False,21,0.0,0.0
r8_s143000_l2,8,143000,1.0,2,0.7849934034877353,0.7439439031812881,0.688243954328,A,0.013972061651724266,0.017798954220033476,0.008684564519811588,0.011673681957285447,0.771021341836011,0.7526284677010997,0.6882439344017593,0.3194692852320494,0.04530776217678727,False,21,0.0,0.0
r8_s143000_l3,8,143000,1.0,3,0.9562838276227316,0.9007845454745823,0.74109297624,B,0.04948287760769887,0.051744969619175525,0.03603451340286801,0.04000347650707425,0.9068009500150327,0.9368190588774503,0.7410931256082323,0.38086895368717333,0.42778200135505917,False,21,0.0,0.0
r8_s143000_l4,8,143000,1.0,4,1.8047940333684285,1.764314068688287,0.649003653765,A,0.046514016610604614,0.025772479158614064,0.05234534652144762,0.02966895035889789,1.7582800167578239,1.8166594152097346,0.6490034836309927,0.38348160297782335,0.1544467297381677,False,21,0.0,0.0
r8_s143000_l5,8,143000,1.0,5,0.44762351446681553,0.4831451045142279,0.322765732516,A,0.006683776775995909,0.01493169272830165,0.007938208403411195,0.01643027804530098,0.45430729124281144,0.4752068961108167,0.3227658536699083,0.20095838164841687,0.04929094843804292,False,21,0.0,0.0
r8_s143000_l6,8,143000,1.0,6,0.4478689365916782,0.4873672591315377,0.326237921249,A,0.017618819519325535,0.03933923092181153,0.016433706989994967,0.03371934959119993,0.46548775611100374,0.47093355214154276,0.3262380306367521,0.22360607816113365,0.2684569626384744,False,21,0.0,0.0
r8_s143000_l7,8,143000,1.0,7,0.45761813057793505,0.47159806887308786,0.353508845605,A,0.008959787863272284,0.019579180247813195,0.006863488091362946,0.014553681502023774,0.46657791844120733,0.4647345807817249,0.3535089283077805,0.26928884784380597,0.059515394444128095,False,21,0.0,0.0
r8_s143000_l8,8,143000,1.0,8,0.7230100499259101,0.8426271544562448,0.598483846864,B,0.053832301387080395,0.0744558134323615,0.06631685186315506,0.07870248604303673,0.7768423513129905,0.7763103025930898,0.5984839156821922,0.4995570723657255,1.1737749463259048,False,21,0.0,0.0
r8_s143000_l9,8,143000,1.0,9,0.4151734941535526,0.4186571968926325,0.42124957938,A,0.0060094804675490665,0.014474624589863571,0.004285520977444612,0.010236348519128474,0.42118297462110166,0.41437167591518786,0.42124945477203085,0.41260022035351507,0.03142975880240567,False,21,0.0,0.0
r8_s143000_l10,8,143000,1.0,10,0.9103376732932197,0.9312289555867513,0.674721768113,A,0.010284176579228088,0.01129710093400063,0.012148115370008816,0.013045250898949392,0.9206218498724478,0.9190808402167425,0.6747218745726126,0.7473819498662595,0.02978030605301836,False,21,0.0,0.0
