run_id,stage,step,progress,layer,alpha,bin_index,bin_low,bin_high,bin_count,bin_agree_count,bin_agreement,bin_damage
1,pilot,14000,0.0979020979020979,5,1.0,4,0.4,1.01,1434,1331.0,0.9281729428172942,0.07182705718270577
1,pilot,14000,0.0979020979020979,6,0.25,0,0.0,0.05,224,165.0,0.7366071428571429,0.2633928571428571
1,pilot,14000,0.0979020979020979,6,0.25,1,0.05,0.1,547,461.0,0.8427787934186471,0.15722120658135286
1,pilot,14000,0.0979020979020979,6,0.25,2,0.1,0.2,1126,1005.0,0.8925399644760214,0.10746003552397865
1,pilot,14000,0.0979020979020979,6,0.25,3,0.2,0.4,1277,1222.0,0.9569303054032889,0.04306969459671106
1,pilot,14000,0.0979020979020979,6,0.25,4,0.4,1.01,1434,1430.0,0.99721059972106,0.002789400278940035
1,pilot,14000,0.0979020979020979,6,0.5,0,0.0,0.05,224,129.0,0.5758928571428571,0.4241071428571429
1,pilot,14000,0.0979020979020979,6,0.5,1,0.05,0.1,547,370.0,0.676416819012797,0.32358318098720296
1,pilot,14000,0.0979020979020979,6,0.5,2,0.1,0.2,1126,876.0,0.7779751332149201,0.22202486678507993
1,pilot,14000,0.0979020979020979,6,0.5,3,0.2,0.4,1277,1148.0,0.898981989036805,0.10101801096319496
1,pilot,14000,0.0979020979020979,6,0.5,4,0.4,1.01,1434,1419.0,0.9895397489539749,0.010460251046025104
1,pilot,14000,0.0979020979020979,6,0.75,0,0.0,0.05,224,98.0,0.4375,0.5625
1,pilot,14000,0.0979020979020979,6,0.75,1,0.05,0.1,547,293.0,0.5356489945155393,0.46435100548446073
1,pilot,14000,0.0979020979020979,6,0.75,2,0.1,0.2,1126,743.0,0.6598579040852576,0.3401420959147424
1,pilot,14000,0.0979020979020979,6,0.75,3,0.2,0.4,1277,1037.0,0.8120595144870791,0.18794048551292086
1,pilot,14000,0.0979020979020979,6,0.75,4,0.4,1.01,1434,1361.0,0.9490934449093444,0.05090655509065556
1,pilot,14000,0.0979020979020979,6,1.0,0,0.0,0.05,224,78.0,0.3482142857142857,0.6517857142857143
