run_id,stage,step,progress,layer,alpha,bin_index,bin_low,bin_high,bin_count,bin_agree_count,bin_agreement,bin_damage
1,pilot,14000,0.0979020979020979,4,0.75,2,0.1,0.2,882,562.0,0.63718820861678,0.36281179138321995
1,pilot,14000,0.0979020979020979,4,0.75,3,0.2,0.4,1372,1099.0,0.8010204081632653,0.19897959183673475
1,pilot,14000,0.0979020979020979,4,0.75,4,0.4,1.01,1847,1743.0,0.9436924742826205,0.056307525717379514
1,pilot,14000,0.0979020979020979,4,1.0,0,0.0,0.05,110,31.0,0.2818181818181818,0.7181818181818183
1,pilot,14000,0.0979020979020979,4,1.0,1,0.05,0.1,397,166.0,0.4181360201511335,0.5818639798488665
1,pilot,14000,0.0979020979020979,4,1.0,2,0.1,0.2,882,478.0,0.5419501133786848,0.4580498866213152
1,pilot,14000,0.0979020979020979,4,1.0,3,0.2,0.4,1372,952.0,0.6938775510204082,0.30612244897959184
1,pilot,14000,0.0979020979020979,4,1.0,4,0.4,1.01,1847,1627.0,0.8808879263670818,0.1191120736329182
1,pilot,14000,0.0979020979020979,5,0.25,0,0.0,0.05,110,88.0,0.8,0.19999999999999996
1,pilot,14000,0.0979020979020979,5,0.25,1,0.05,0.1,397,327.0,0.8236775818639799,0.17632241813602012
1,pilot,14000,0.0979020979020979,5,0.25,2,0.1,0.2,882,785.0,0.8900226757369615,0.10997732426303852
1,pilot,14000,0.0979020979020979,5,0.25,3,0.2,0.4,1372,1291.0,0.9409620991253644,0.05903790087463556
1,pilot,14000,0.0979020979020979,5,0.25,4,0.4,1.01,1847,1838.0,0.9951272333513806,0.004872766648619353
1,pilot,14000,0.0979020979020979,5,0.5,0,0.0,0.05,110,67.0,0.6090909090909091,0.3909090909090909
1,pilot,14000,0.0979020979020979,5,0.5,1,0.05,0.1,397,275.0,0.6926952141057935,0.3073047858942065
1,pilot,14000,0.0979020979020979,5,0.5,2,0.1,0.2,882,695.0,0.7879818594104309,0.21201814058956914
1,pilot,14000,0.0979020979020979,5,0.5,3,0.2,0.4,1372,1209.0,0.8811953352769679,0.11880466472303208
1,pilot,14000,0.0979020979020979,5,0.5,4,0.4,1.01,1847,1813.0,0.981591770438549,0.01840822956145105
1,pilot,14000,0.0979020979020979,5,0.75,0,0.0,0.05,110,52.0,0.4727272727272727,0.5272727272727273
1,pilot,14000,0.0979020979020979,5,0.75,1,0.05,0.1,397,225.0,0.5667506297229219,0.4332493702770781
