run_id,stage,step,progress,layer,alpha,top1_agreement,top1_damage,nll_damage,kl,activation_relative_magnitude,activation_absolute_rms,intact_update_rms,layer_parameter_l2,alpha_layer_parameter_l2_proxy,alpha_layer_parameter_l2_relative_model,baseline_nll,baseline_confidence
1,pilot,72000,0.5034965034965035,2,0.25,0.9348958333333334,0.06510416666666663,0.007812738418579249,0.01266734270999829,0.11329955773221123,0.10022828314039443,0.40091313256157773,105.59271200324095,26.398178000810237,0.022491675938468902,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,2,0.5,0.8600260416666666,0.13997395833333334,0.05119077364603678,0.06137884449627665,0.22659911546442246,0.20045656628078887,0.40091313256157773,105.59271200324095,52.796356001620474,0.044983351876937805,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,2,0.75,0.7712673611111112,0.22873263888888887,0.17991092469957146,0.19355638490782845,0.3398987584643894,0.30068509115113157,0.40091313256157773,105.59271200324095,79.19453400243071,0.0674750278154067,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,2,1.0,0.6399739583333334,0.3600260416666667,0.5363554689619275,0.5410904354519314,0.4531982309288449,0.40091313256157773,0.40091313256157773,105.59271200324095,105.59271200324095,0.08996670375387561,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,3,0.25,0.9288194444444443,0.07118055555555558,0.03172161844041602,0.028398579814367827,0.14148010975784728,0.15323883957333034,0.6129553582933214,108.01218084845084,27.00304521211271,0.02300703261581243,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,3,0.5,0.8226996527777778,0.1773003472222222,0.13781955507066504,0.12473909556865692,0.28296021951569456,0.3064776791466607,0.6129553582933214,108.01218084845084,54.00609042422542,0.04601406523162486,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,3,0.75,0.6963975694444445,0.3036024305555555,0.43964118427700455,0.40921539068222046,0.42444048656357664,0.4597185883257124,0.6129553582933214,108.01218084845084,81.00913563633813,0.06902109784743729,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,3,1.0,0.46484375,0.53515625,1.3462014463212755,1.2926349772347345,0.5659204390313891,0.6129553582933214,0.6129553582933214,108.01218084845084,108.01218084845084,0.09202813046324972,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,4,0.25,0.9390190972222223,0.060980902777777755,0.008353233337402344,0.01108592055324051,0.11034322943952347,0.10210838417212169,0.40843353668848675,169.13366292143846,42.283415730359614,0.03602615620478114,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,4,0.5,0.869140625,0.130859375,0.04597380426194938,0.049655076944165766,0.22068645887904695,0.20421676834424338,0.40843353668848675,169.13366292143846,84.56683146071923,0.07205231240956228,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,4,0.75,0.7962239583333334,0.20377604166666663,0.12231445312500015,0.12731831769148508,0.3310295144716899,0.3063249720467462,0.40843353668848675,169.13366292143846,126.85024719107884,0.1080784686143434,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,4,1.0,0.7222222222222222,0.2777777777777778,0.2558601962195503,0.25982942514949375,0.4413729177580939,0.40843353668848675,0.40843353668848675,169.13366292143846,169.13366292143846,0.14410462481912456,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,5,0.25,0.9403211805555555,0.059678819444444454,0.009610493977864584,0.010953600725366011,0.10877411895328098,0.10471973071495692,0.4188789228598277,234.6304506062272,58.6576126515568,0.04997723763520936,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,5,0.5,0.8799913194444445,0.12000868055555554,0.045011891259087555,0.048013864705959954,0.21754823790656197,0.20943946142991385,0.4188789228598277,234.6304506062272,117.3152253031136,0.09995447527041872,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,5,0.75,0.81640625,0.18359375,0.11440610885620117,0.11936814917458427,0.3263222376505534,0.31415908204184634,0.4188789228598277,234.6304506062272,175.97283795467038,0.14993171290562807,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,5,1.0,0.740234375,0.259765625,0.22764990064832893,0.23322526779439712,0.43509647581312394,0.4188789228598277,0.4188789228598277,234.6304506062272,234.6304506062272,0.19990895054083743,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,6,0.25,0.9361979166666666,0.06380208333333333,0.013945420583089193,0.012499774185319742,0.11314214517672856,0.12349028223090702,0.4939611289236281,195.20233746816106,48.800584367040265,0.041578889617218735,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,6,0.5,0.8671875,0.1328125,0.06032111909654395,0.05690383124682638,0.22628429035345712,0.24698056446181404,0.4939611289236281,195.20233746816106,97.60116873408053,0.08315777923443747,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,6,0.75,0.7903645833333334,0.20963541666666666,0.15880258878072104,0.15202542146046957,0.33942631549305385,0.370470705959532,0.4939611289236281,195.20233746816106,146.4017531011208,0.12473666885165623,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,6,1.0,0.6927083333333334,0.30729166666666663,0.3496826224856906,0.3358409537209405,0.45256858070691425,0.4939611289236281,0.4939611289236281,195.20233746816106,195.20233746816106,0.16631555846887494,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,7,0.25,0.9351128472222223,0.06488715277777775,0.012009488211737787,0.010432159942057399,0.10202330019738941,0.12847969432671866,0.5139187773068746,292.74517209757363,73.18629302439341,0.06235590902493196,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,7,0.5,0.8702256944444445,0.12977430555555555,0.04908132553100586,0.04530897570980919,0.20404660039477882,0.2569593886534373,0.5139187773068746,292.74517209757363,146.37258604878681,0.12471181804986392,3.011972506841024,0.41848991976843936
1,pilot,72000,0.5034965034965035,7,0.75,0.8033854166666666,0.19661458333333334,0.11893863148159456,0.11345576246579488,0.30606980125109357,0.3854389290014903,0.5139187773068746,292.74517209757363,219.55887907318024,0.18706772707479588,3.011972506841024,0.41848991976843936
