run_id,stage,early_s,late_s,delta_s,early_intact_nll,late_intact_nll,early_confidence,late_confidence,delta_nll_damage,delta_kl,negative_eval_resamples
1,pilot,0.69140625,0.6381727430555556,-0.0532335069444444,3.1252391603257923,3.031189733081394,0.4032067325380113,0.41071624888314145,0.19078074031405967,0.1820583817031648,3
4,pilot,0.7213324652777778,0.6289713541666666,-0.09236111111111123,3.122148116429647,3.005774206585354,0.40229752328660756,0.4162711236211989,0.2639748149447974,0.27546800209416283,3
6,confirmatory,0.7094835069444444,0.6309461805555555,-0.07853732638888888,3.135772148768107,3.0184274514516196,0.40634647011756897,0.419957611295912,0.2685531112882826,0.2661448183986876,3
7,confirmatory,0.7153211805555557,0.631076388888889,-0.08424479166666676,3.117256297005547,3.0134974055820045,0.4023337397310469,0.41194499201244783,0.2669813818401759,0.27125366363260484,3
8,confirmatory,0.7104166666666667,0.6186414930555556,-0.0917751736111111,3.12722478972541,2.9720260832044816,0.39829498529434204,0.41523095634248525,0.277011391851637,0.27407058957550257,3
9,pilot,0.7125217013888889,0.6370876736111112,-0.07543402777777775,3.1139476564195423,3.0146052042643228,0.4148124919997322,0.41476765275001526,0.22683478726281048,0.22761496139897236,3
