run_id,stage,step,bin_index,bin_low,bin_high,contrast,high_count,low_count
4,pilot,143000,0,0.0,0.05,0.11654135338345861,266,266
4,pilot,143000,1,0.05,0.1,0.12208258527827653,557,557
4,pilot,143000,2,0.1,0.2,0.10877513711151743,1094,1094
4,pilot,143000,3,0.2,0.4,0.12104430379746833,1264,1264
4,pilot,143000,4,0.4,1.01,0.08409250175192717,1427,1427
4,pilot,143000,0,0.0,0.05,0.10150375939849621,266,266
4,pilot,143000,1,0.05,0.1,0.04667863554757634,557,557
4,pilot,143000,2,0.1,0.2,0.07861060329067637,1094,1094
4,pilot,143000,3,0.2,0.4,0.08386075949367089,1264,1264
4,pilot,143000,4,0.4,1.01,0.03083391730903995,1427,1427
4,pilot,143000,0,0.0,0.05,0.08270676691729317,266,266
4,pilot,143000,1,0.05,0.1,-0.0053859964093356805,557,557
4,pilot,143000,2,0.1,0.2,0.034734917733089565,1094,1094
4,pilot,143000,3,0.2,0.4,0.006329113924050556,1264,1264
4,pilot,143000,4,0.4,1.01,0.02592852137351087,1427,1427
4,pilot,143000,0,0.0,0.05,0.015037593984962405,266,266
4,pilot,143000,1,0.05,0.1,0.08078994614003598,557,557
4,pilot,143000,2,0.1,0.2,0.03656307129798908,1094,1094
4,pilot,143000,3,0.2,0.4,0.04430379746835433,1264,1264
4,pilot,143000,4,0.4,1.01,0.03994393833216536,1427,1427
4,pilot,143000,0,0.0,0.05,0.10902255639097747,266,266
4,pilot,143000,1,0.05,0.1,0.09874326750448825,557,557
4,pilot,143000,2,0.1,0.2,0.163619744058501,1094,1094
4,pilot,143000,3,0.2,0.4,0.16534810126582278,1264,1264
4,pilot,143000,4,0.4,1.01,0.10091100210231252,1427,1427
4,pilot,143000,0,0.0,0.05,0.052631578947368474,266,266
4,pilot,143000,1,0.05,0.1,0.177737881508079,557,557
4,pilot,143000,2,0.1,0.2,0.12979890310786102,1094,1094
4,pilot,143000,3,0.2,0.4,0.120253164556962,1264,1264
4,pilot,143000,4,0.4,1.01,0.11212333566923616,1427,1427
4,pilot,143000,0,0.0,0.05,0.03759398496240607,266,266
4,pilot,143000,1,0.05,0.1,0.11849192100538597,557,557
4,pilot,143000,2,0.1,0.2,0.017367458866544783,1094,1094
4,pilot,143000,3,0.2,0.4,0.04509493670886078,1264,1264
4,pilot,143000,4,0.4,1.01,0.028731604765241725,1427,1427
4,pilot,143000,0,0.0,0.05,0.06015037593984962,266,266
4,pilot,143000,1,0.05,0.1,0.06463195691202872,557,557
4,pilot,143000,2,0.1,0.2,0.02833638025594143,1094,1094
4,pilot,143000,3,0.2,0.4,0.002373417721519,1264,1264
4,pilot,143000,4,0.4,1.01,0.0336370007007708,1427,1427
4,pilot,143000,0,0.0,0.05,0.041353383458646586,266,266
4,pilot,143000,1,0.05,0.1,0.03590664272890476,557,557
4,pilot,143000,2,0.1,0.2,0.039305301645338186,1094,1094
4,pilot,143000,3,0.2,0.4,-0.002373417721519,1264,1264
4,pilot,143000,4,0.4,1.01,0.008409250175192673,1427,1427
6,confirmatory,14000,0,0.0,0.05,0.0092592592592593,216,216
6,confirmatory,14000,1,0.05,0.1,-0.014466546112115841,553,553
6,confirmatory,14000,2,0.1,0.2,0.020872865275142316,1054,1054
6,confirmatory,14000,3,0.2,0.4,0.00219780219780219,1365,1365
6,confirmatory,14000,4,0.4,1.01,-0.0021126760563380254,1420,1420
6,confirmatory,14000,0,0.0,0.05,0.09259259259259256,216,216
6,confirmatory,14000,1,0.05,0.1,0.15009041591320083,553,553
6,confirmatory,14000,2,0.1,0.2,0.12903225806451613,1054,1054
6,confirmatory,14000,3,0.2,0.4,0.10549450549450545,1365,1365
6,confirmatory,14000,4,0.4,1.01,0.059859154929577496,1420,1420
6,confirmatory,14000,0,0.0,0.05,0.07407407407407407,216,216
6,confirmatory,14000,1,0.05,0.1,0.05063291139240511,553,553
6,confirmatory,14000,2,0.1,0.2,0.07969639468690703,1054,1054
6,confirmatory,14000,3,0.2,0.4,0.02930402930402931,1365,1365
6,confirmatory,14000,4,0.4,1.01,0.030985915492957705,1420,1420
6,confirmatory,14000,0,0.0,0.05,0.09259259259259256,216,216
6,confirmatory,14000,1,0.05,0.1,0.11573236889692584,553,553
6,confirmatory,14000,2,0.1,0.2,0.08823529411764708,1054,1054
6,confirmatory,14000,3,0.2,0.4,0.07472527472527468,1365,1365
6,confirmatory,14000,4,0.4,1.01,0.06478873239436622,1420,1420
6,confirmatory,14000,0,0.0,0.05,0.05092592592592593,216,216
6,confirmatory,14000,1,0.05,0.1,0.08860759493670889,553,553
6,confirmatory,14000,2,0.1,0.2,0.04174573055028463,1054,1054
6,confirmatory,14000,3,0.2,0.4,0.01904761904761909,1365,1365
6,confirmatory,14000,4,0.4,1.01,0.010563380281690238,1420,1420
6,confirmatory,14000,0,0.0,0.05,0.03703703703703698,216,216
6,confirmatory,14000,1,0.05,0.1,0.07594936708860767,553,553
6,confirmatory,14000,2,0.1,0.2,0.04743833017077792,1054,1054
6,confirmatory,14000,3,0.2,0.4,0.04249084249084245,1365,1365
6,confirmatory,14000,4,0.4,1.01,0.019718309859155014,1420,1420
6,confirmatory,14000,0,0.0,0.05,0.12962962962962965,216,216
6,confirmatory,14000,1,0.05,0.1,0.09584086799276681,553,553
6,confirmatory,14000,2,0.1,0.2,0.09108159392789383,1054,1054
6,confirmatory,14000,3,0.2,0.4,0.06007326007326008,1365,1365
6,confirmatory,14000,4,0.4,1.01,0.02464788732394363,1420,1420
6,confirmatory,14000,0,0.0,0.05,0.12962962962962965,216,216
6,confirmatory,14000,1,0.05,0.1,0.11754068716094035,553,553
6,confirmatory,14000,2,0.1,0.2,0.09013282732447825,1054,1054
6,confirmatory,14000,3,0.2,0.4,0.063003663003663,1365,1365
6,confirmatory,14000,4,0.4,1.01,0.04577464788732388,1420,1420
6,confirmatory,72000,0,0.0,0.05,0.0,189,189
6,confirmatory,72000,1,0.05,0.1,0.05263157894736836,475,475
6,confirmatory,72000,2,0.1,0.2,0.009784735812133127,1022,1022
6,confirmatory,72000,3,0.2,0.4,0.00295857988165682,1352,1352
6,confirmatory,72000,4,0.4,1.01,0.0286624203821656,1570,1570
6,confirmatory,72000,0,0.0,0.05,0.03703703703703709,189,189
6,confirmatory,72000,1,0.05,0.1,0.0463157894736842,475,475
6,confirmatory,72000,2,0.1,0.2,-0.050880626223091974,1022,1022
6,confirmatory,72000,3,0.2,0.4,-0.031065088757396442,1352,1352
6,confirmatory,72000,4,0.4,1.01,-0.0019108280254777066,1570,1570
6,confirmatory,72000,0,0.0,0.05,-0.031746031746031744,189,189
6,confirmatory,72000,1,0.05,0.1,-0.002105263157894832,475,475
6,confirmatory,72000,2,0.1,0.2,0.015655577299412915,1022,1022
6,confirmatory,72000,3,0.2,0.4,0.059171597633136175,1352,1352
6,confirmatory,72000,4,0.4,1.01,0.037579617834394896,1570,1570
6,confirmatory,72000,0,0.0,0.05,0.026455026455026398,189,189
6,confirmatory,72000,1,0.05,0.1,0.07999999999999996,475,475
6,confirmatory,72000,2,0.1,0.2,0.06849315068493145,1022,1022
6,confirmatory,72000,3,0.2,0.4,0.062130177514792884,1352,1352
6,confirmatory,72000,4,0.4,1.01,0.020382165605095537,1570,1570
6,confirmatory,72000,0,0.0,0.05,0.06878306878306872,189,189
6,confirmatory,72000,1,0.05,0.1,0.006315789473684275,475,475
6,confirmatory,72000,2,0.1,0.2,0.10371819960861062,1022,1022
6,confirmatory,72000,3,0.2,0.4,0.08727810650887569,1352,1352
6,confirmatory,72000,4,0.4,1.01,0.10254777070063692,1570,1570
6,confirmatory,72000,0,0.0,0.05,0.05820105820105814,189,189
6,confirmatory,72000,1,0.05,0.1,0.006315789473684275,475,475
6,confirmatory,72000,2,0.1,0.2,0.05772994129158515,1022,1022
6,confirmatory,72000,3,0.2,0.4,0.02440828402366868,1352,1352
6,confirmatory,72000,4,0.4,1.01,0.016560509554140124,1570,1570
6,confirmatory,72000,0,0.0,0.05,0.08465608465608465,189,189
6,confirmatory,72000,1,0.05,0.1,0.08421052631578951,475,475
6,confirmatory,72000,2,0.1,0.2,0.06457925636007833,1022,1022
6,confirmatory,72000,3,0.2,0.4,0.08653846153846156,1352,1352
6,confirmatory,72000,4,0.4,1.01,0.046496815286624193,1570,1570
6,confirmatory,72000,0,0.0,0.05,0.10052910052910047,189,189
6,confirmatory,72000,1,0.05,0.1,0.02947368421052632,475,475
6,confirmatory,72000,2,0.1,0.2,0.046966731898238745,1022,1022
6,confirmatory,72000,3,0.2,0.4,-0.002218934911242587,1352,1352
6,confirmatory,72000,4,0.4,1.01,0.002547770700636942,1570,1570
6,confirmatory,143000,0,0.0,0.05,0.11330049261083741,203,203
6,confirmatory,143000,1,0.05,0.1,0.07471264367816088,522,522
6,confirmatory,143000,2,0.1,0.2,0.06404391582799629,1093,1093
6,confirmatory,143000,3,0.2,0.4,0.08031496062992127,1270,1270
6,confirmatory,143000,4,0.4,1.01,0.0368421052631579,1520,1520
6,confirmatory,143000,0,0.0,0.05,0.08866995073891637,203,203
6,confirmatory,143000,1,0.05,0.1,0.036398467432950166,522,522
6,confirmatory,143000,2,0.1,0.2,0.08051235132662404,1093,1093
6,confirmatory,143000,3,0.2,0.4,0.0897637795275591,1270,1270
6,confirmatory,143000,4,0.4,1.01,0.1210526315789473,1520,1520
6,confirmatory,143000,0,0.0,0.05,0.1280788177339902,203,203
6,confirmatory,143000,1,0.05,0.1,0.074712643678161,522,522
6,confirmatory,143000,2,0.1,0.2,0.07502287282708142,1093,1093
6,confirmatory,143000,3,0.2,0.4,0.06377952755905503,1270,1270
6,confirmatory,143000,4,0.4,1.01,0.04210526315789476,1520,1520
6,confirmatory,143000,0,0.0,0.05,0.054187192118226535,203,203
