run_id,step,high_layer,high_beta,low_layer,low_beta,magnitude_ratio,directional_ds_contrast,absolute_kl_gap,absolute_nll_gap,relative_kl_gap,relative_nll_gap,kl_caliper,nll_caliper
6,143000,1,0.5,8,0.35,1.4285711505967194,0.02596932870370372,0.013109687301847583,0.017205300154509384,0.03564990504880772,0.0458760747816692,0.036773414357944775,0.03750386282249734
6,143000,9,0.5,6,0.35,1.4285709496620504,0.012731481481481455,0.0199089933324742,0.024260141231395638,0.03724565454220066,0.04542584978427334,0.05345319763377861,0.05340602618676646
6,143000,10,0.5,5,0.35,1.428571485788288,0.012008101851851805,0.01184510853555465,0.03550028800964333,0.023743810086306587,0.07058468585038068,0.04988714318584513,0.0502946036833304
8,72000,1,0.5,6,0.35,1.4285711532998144,0.02907986111111116,0.01013076415768377,0.016449292500813673,0.025334858710200206,0.04169614926710343,0.0399874507828995,0.039450387601499215
8,72000,3,0.5,7,0.35,1.4285714884914398,0.023292824074074014,0.02331964837180245,0.01584444222626874,0.07210570285569841,0.04869384697219155,0.03234092096487681,0.032538900110456695
8,143000,10,0.75,4,0.5,1.4999999348764061,0.02900752314814814,0.02185247121033851,0.00216454046743908,0.019975243731859507,0.001954411454820812,0.10939777007809393,0.11075152379495129
8,143000,10,0.5,6,0.35,1.4285710938304017,0.02662037037037035,0.015167532143769535,0.0017562618962041476,0.02829267136854574,0.0032663218665269665,0.05360940275368867,0.05376879462489377
8,143000,9,0.5,4,0.35,1.4285706919610588,0.01121238425925919,0.011912518077426548,0.011495625531231957,0.0212581643584409,0.020659841669777905,0.05603737875267312,0.055642369941428876
8,143000,1,0.75,5,0.5,1.500000018764423,0.02459490740740733,0.05884459283616805,0.0038962364196777344,0.05551589963432404,0.0035882231392777666,0.1059959276958748,0.10858400574436895
8,143000,8,0.5,5,0.35,1.4285709118177676,0.02191840277777779,0.04020232182961925,0.00735635227627196,0.07333836118690612,0.013175545125801604,0.05481758956555967,0.055833380752139644
8,143000,3,0.5,8,0.35,1.4285717723231761,0.032986111111111105,0.014385109698330845,0.020899189843071986,0.045056148192642614,0.06699467369516093,0.03192707382970386,0.0311953005967317
8,143000,3,0.75,6,0.5,1.5000005132621905,0.018735532407407385,0.07737058842623667,0.08623997370402015,0.07939077852632358,0.0852792037208337,0.0974553844443074,0.10112661697246413
