target_id,run_id,step,layer,family_residual,block_ds,noise_ds,corrected_topk_residual,corrected_argmax_residual,topk_correction,argmax_correction
r8_s72000_l7,8,72000,7,-0.0452112268518519,0.3346354166666667,0.2894241898148147,-0.04463252314814814,-0.04521122685185186,0.0005787037037037618,4.163336342344337e-17
r8_s72000_l9,8,72000,9,-0.0123697916666666,0.302734375,0.2903645833333333,-0.012080439814814825,-0.01171875,0.0002893518518517751,0.0006510416666666002
r8_s143000_l1,8,143000,1,-0.0093315972222221,0.4329427083333333,0.4236111111111111,-0.0007233796296295947,0.0004340277777777901,0.008608217592592506,0.00976562499999989
r8_s143000_l2,8,143000,2,-0.0181568287037036,0.4585503472222221,0.4403935185185185,-0.00846354166666663,-0.00817418981481477,0.009693287037036969,0.00998263888888883
r8_s143000_l4,8,143000,4,-0.0827546296296296,0.6890190972222222,0.6062644675925926,-0.07378472222222221,-0.07863136574074081,0.008969907407407385,0.004123263888888784
r8_s143000_l5,8,143000,5,-0.0302372685185184,0.3539496527777778,0.3237123842592593,-0.021412037037037035,-0.021990740740740755,0.008825231481481365,0.008246527777777644
r8_s143000_l6,8,143000,6,-0.0360966435185184,0.3624131944444444,0.3263165509259259,-0.029875578703703665,-0.028501157407407385,0.006221064814814735,0.007595486111111015
r8_s143000_l7,8,143000,7,-0.0588831018518519,0.3917100694444445,0.3328269675925925,-0.04810474537037035,-0.05172164351851849,0.010778356481481552,0.007161458333333412
r8_s143000_l9,8,143000,9,-0.0306712962962963,0.3537326388888889,0.3230613425925925,-0.02459490740740744,-0.0180844907407407,0.00607638888888886,0.012586805555555601
r8_s143000_l10,8,143000,10,0.0184461805555556,0.4605034722222221,0.4789496527777778,0.02249710648148151,0.03559027777777779,0.004050925925925909,0.01714409722222219
