target_id,run_id,step,layer,selected_beta,target_kl,target_nll_damage,alpha_min,alpha_max,block_alpha,noise_alpha,block_alpha_multiplier,noise_alpha_multiplier,objective,block_kl,block_nll_damage,block_output_logit_norm,block_output_abs_cosine,block_hidden_relative_norm,noise_kl,noise_nll_damage,noise_output_logit_norm,noise_output_abs_cosine,noise_hidden_relative_norm,no_bracket,numerical_issue,pathological,boundary_selected,coordinate_converged,block_evaluations,noise_evaluations
r8_s14000_l1,8,14000,1,0.519550141886,0.4072243273258209,0.3917307323879663,0.06494376773575,1.039100283772,0.48161755874537754,0.5338096886448497,0.9269895625416927,1.0274459491187637,0.3840486128651418,0.4052281975746155,0.44075632095336914,220.3978271484375,0.0032512363977730274,0.4816168546676636,0.4042269190152486,0.4564784367879229,215.42404174804688,0.0031549010115365186,0.5338092843691508,False,False,False,False,True,24,30
r8_s14000_l2,8,14000,2,0.571806043153,0.5077182418770261,0.5116835700141059,0.071475755394125,1.143612086306,0.43440523593878716,0.5843269650812435,0.7597073188373981,1.0218971486541166,0.35935240468872814,0.5071812868118286,0.5242714881896973,233.0703125,0.003614598885178566,0.4344058632850647,0.49073649446169537,0.5490132967631025,233.00079345703125,0.0031963879397759833,0.5843273003896078,False,False,False,False,True,26,30
r8_s14000_l4,8,14000,4,0.725651411301,1.222296569082472,1.2176927460564504,0.090706426412625,1.451302822602,0.5780329252623136,0.7496159613707992,0.7965710756711335,1.0330248790212284,0.43983623859702714,1.205237627029419,1.325453281402588,300.08123779296875,0.0034606000408530235,0.5780327916145325,1.211601694424947,1.3007179896036787,374.02166748046875,0.0030530153308063745,0.7496160467465719,False,False,False,False,True,25,27
r8_s14000_l6,8,14000,6,0.305544805642,0.186862803167767,0.2131069236331518,0.03819310070525,0.611089611284,0.251426018853405,0.30471862962416807,0.8228777390769825,0.9972960560854701,0.24166029762867536,0.1861705780029297,0.21992182731628418,149.18019104003906,0.00283602112904191,0.2514263093471527,0.18679852783679962,0.21297192573547363,172.5772705078125,0.002626193920150399,0.30471885204315186,False,False,False,False,True,23,20
r8_s14000_l9,8,14000,9,0.357207586265,0.2055832776758406,0.1886838012271456,0.044650948283125,0.71441517253,0.33837845668916156,0.3630580446014296,0.9472879907934829,1.016378314910953,0.45254398051383127,0.23342692852020264,0.1882157325744629,185.20474243164062,0.0031839862931519747,0.338378369808197,0.19060176610946655,0.1885464986165366,186.4736785888672,0.002464421403904756,0.3630579213301341,False,False,False,False,True,24,22
r8_s72000_l1,8,72000,1,0.634845079338,0.741052296426561,0.7441590627034506,0.07935563491725,1.269690158676,0.5153752747727511,0.6558107612803596,0.8118126635086643,1.0330248790212284,0.2835717064643751,0.7396333813667297,0.7450840473175049,390.17657470703125,0.002377480501309037,0.515373706817627,0.7502572139104208,0.7186858654022217,441.3831075032552,0.0022261658062537513,0.6558106938997904,False,False,False,False,True,20,24
r8_s72000_l2,8,72000,2,0.625388202502,0.6622003846698337,0.6189210679796009,0.07817352531275,1.250776405004,0.4731862834980086,0.6356310074241726,0.7566280937263049,1.0163783149109529,0.32247585188403366,0.6378909349441528,0.6186783313751221,409.3652038574219,0.002350776456296444,0.4731866717338562,0.6251828670501709,0.6245849132537842,377.66257731119794,0.0022394414991140366,0.6356311837832133,False,False,False,False,True,24,25
r8_s72000_l4,8,72000,4,0.64219929309,1.43933990266588,1.4285152753194172,0.08027491163625,1.28439858618,0.6779345872970167,0.6562616264763604,1.0556451783605572,1.0218971486541168,0.04758906140641012,1.4468907117843628,1.4303042888641357,557.3452758789062,0.0023222267627716064,0.6779341101646423,1.440577745437622,1.437443494796753,549.6150919596354,0.0026091071777045727,0.6562612454096476,False,False,False,False,True,21,20
r8_s72000_l5,8,72000,5,0.300293254974,0.297220915555954,0.319316969977485,0.03753665687175,0.600586509948,0.33645989966683354,0.32306866329055245,1.1204377524096067,1.0758438890627908,0.34043246576787733,0.34701400995254517,0.31867051124572754,253.49444580078125,0.0027593979611992836,0.3364602327346802,0.3156407872835795,0.3197614351908369,254.31701151529947,0.002381224806110064,0.32306848963101703,False,False,False,False,True,25,25
r8_s72000_l7,8,72000,7,0.358167275628,0.3421697583463457,0.3360793325636123,0.0447709094535,0.716334551256,0.2931361775235929,0.3640334520590335,0.8184337248834822,1.016378314910953,0.43283988418426383,0.322832852602005,0.3580348491668701,247.9840087890625,0.0026673227548599243,0.2931339740753174,0.332405149936676,0.33615867296854685,290.6738586425781,0.0022268996884425483,0.36403361956278485,False,False,False,False,True,19,21
r8_s72000_l9,8,72000,9,0.35661446562,0.3047810594240824,0.299455377790663,0.0445768082025,0.71322893124,0.3470882978572905,0.36147515108133066,0.9732872087896167,1.0136300849514897,0.23381020477983158,0.3028698265552521,0.30029940605163574,215.18157958984375,0.002203176263719797,0.34709054231643677,0.3047577142715454,0.29420971870422363,295.3660176595052,0.0018863272853195667,0.36147523919741315,False,False,False,False,True,23,21
r8_s143000_l1,8,143000,1,0.62324227185,0.6980229881074694,0.6730988290574818,0.07790528398125,1.2464845437,0.5184367857732372,0.6455703585210858,0.8318382901633682,1.0358256936019572,0.31732168661632204,0.6813793182373047,0.6919848918914795,638.3553466796875,0.0019421738106757402,0.5184353590011597,0.6881194710731506,0.6743150552113848,783.0807088216146,0.0015657087011883657,0.6455702582995096,False,False,False,False,True,22,21
r8_s143000_l2,8,143000,2,0.688243954328,0.7849934034877353,0.7439439031812881,0.086030494291,1.376487908656,0.5249918519919526,0.7071334628797831,0.7627990753722691,1.0274459491187637,0.3228034425919422,0.77280592918396,0.7606275081634521,847.9837036132812,0.0016031237319111824,0.5249909162521362,0.7732944488525391,0.7589930693308515,697.4699503580729,0.001709537347778678,0.7071337103843689,False,False,False,False,True,26,19
r8_s143000_l4,8,143000,4,0.649003653765,1.8047940333684285,1.764314068688287,0.081125456720625,1.29800730753,0.7759905591105553,0.6632149832485571,1.195664392039827,1.0218971486541166,0.37401003939482613,1.7436559200286865,1.7609784603118896,776.1890258789062,0.00234951707534492,0.7759896516799927,1.7189350128173828,1.767990032831828,1129.919189453125,0.0018881686264649034,0.6632148822148641,False,False,False,False,True,20,20
r8_s143000_l5,8,143000,5,0.322765732516,0.4476235144668155,0.4831451045142279,0.0403457165645,0.645531465032,0.3558113220142357,0.3567760243741925,1.1023825833078411,1.1053714457017414,0.42786374252417475,0.5137118697166443,0.48223137855529785,739.780517578125,0.002165124984458089,0.35580912232398987,0.4746496081352234,0.483508825302124,554.2874755859375,0.0018728987003366153,0.35677570104599,False,False,False,False,True,23,26
r8_s143000_l6,8,143000,6,0.326237921249,0.4478689365916782,0.4873672591315377,0.040779740156125,0.652475842498,0.35576497581067384,0.33541879931280016,1.0905077326652577,1.0281416643063788,0.4300594856715298,0.47900089621543884,0.42785048484802246,550.409912109375,0.002202699426561594,0.35576730966567993,0.4793640375137329,0.45296549797058105,547.0491841634115,0.001974485736961166,0.33541882038116455,False,False,False,False,True,23,30
r8_s143000_l7,8,143000,7,0.353508845605,0.457618130577935,0.4715980688730878,0.044188605700625,0.70701769121,0.2924740883081191,0.36124968134775787,0.8273458838280973,1.0218971486541166,0.2893592627111538,0.4581097960472107,0.5026071071624756,561.9954833984375,0.00229299976490438,0.2924731969833374,0.45800964037577313,0.46056373914082815,567.6099650065104,0.001907382548476259,0.3612496852874756,False,False,False,False,True,24,19
r8_s143000_l9,8,143000,9,0.42124957938,0.4151734941535526,0.4186571968926325,0.0526561974225,0.84249915876,0.5552404776226877,0.4144614000515217,1.3180796012660643,0.9838856116165879,0.24722000679407283,0.41425761580467224,0.41036438941955566,587.23291015625,0.0017936831573024392,0.5552416443824768,0.41496801376342773,0.4088402589162188,645.0851847330729,0.0013626707562555869,0.4144614140192668,False,False,False,False,True,23,20
r8_s143000_l10,8,143000,10,0.674721768113,0.9103376732932196,0.9312289555867512,0.084340221014125,1.349443536226,0.6656489168287572,0.6513854331675608,0.9865531961276173,0.9654133954938136,0.25131472919415654,0.91200852394104,0.9328062534332275,1049.2813720703125,0.0009422703878954053,0.6656465530395508,0.9066416025161743,0.9349644184112549,1628.7605794270833,0.0007786209462210536,0.6513853073120117,False,False,False,False,True,20,20
