target_id,run_id,step,layer,selected_beta,target_kl,target_nll_damage,alpha_min,alpha_max,block_alpha,noise_alpha,block_alpha_multiplier,noise_alpha_multiplier,objective,block_kl,block_nll_damage,block_output_logit_norm,block_output_abs_cosine,block_hidden_relative_norm,noise_kl,noise_nll_damage,noise_output_logit_norm,noise_output_abs_cosine,noise_hidden_relative_norm,no_bracket,numerical_issue,pathological,boundary_selected,coordinate_converged,block_evaluations,noise_evaluations
r5_s14000_l1,5,14000,1,0.631372890605,0.6387513412369622,0.622386932373047,0.078921611325625,1.26274578121,0.5252001457763665,0.6522239039345135,0.8318382901633682,1.0330248790212284,0.2360780788585957,0.6358091831207275,0.6574022769927979,259.6761474609375,0.003178440034389496,0.525200366973877,0.6381771961847941,0.6454074382781982,264.42271931966144,0.003175409665952126,0.6522241830825806,False,False,False,False,True,23,23
r5_s14000_l2,5,14000,2,0.602549156242,0.5554652412732443,0.5288314819335939,0.07531864453025,1.205098312484,0.47997322953242383,0.602549156242,0.7965710756711335,1.0,0.3560310283654447,0.5691145658493042,0.5195925235748291,251.17794799804688,0.003203921252861619,0.47997385263442993,0.5187245011329651,0.5285100142161054,240.63509623209634,0.0031629801572610936,0.602549135684967,False,False,False,False,True,23,17
r5_s14000_l3,5,14000,3,0.543941998153,0.4578365882237752,0.4511782328287761,0.067992749769125,1.087883996306,0.45247178169163754,0.5294117891257802,0.8318382901633682,0.9732872087896167,0.34016971537536794,0.5033517479896545,0.45122694969177246,234.16952514648438,0.003144162939861417,0.4524712860584259,0.45084890723228455,0.456681489944458,226.334716796875,0.003158502203101913,0.5294121305147806,False,False,False,False,True,23,22
r5_s14000_l4,5,14000,4,0.482595788767,0.6056164900461832,0.5590471161736382,0.060324473595875,0.965191577534,0.5122161801829929,0.4985334563071845,1.061377227289262,1.0330248790212284,0.2600281793974124,0.6190934181213379,0.5554831027984619,245.62124633789062,0.0032054875046014786,0.512215793132782,0.5671058495839437,0.5610957940419512,271.2226867675781,0.0029277807722489038,0.49853354692459106,False,False,False,False,True,23,25
r5_s14000_l8,5,14000,8,0.408687082529,0.2813361187775929,0.2636863125695119,0.051085885316125,0.817374165058,0.393485137602575,0.393485137602575,0.9628029718180625,0.9628029718180625,0.7169797568790235,0.36149898171424866,0.2628462314605713,227.60397338867188,0.0025859340094029903,0.39348337054252625,0.2619236608346303,0.26563477516174316,205.54862467447916,0.002685258553052942,0.3934851785500844,False,False,False,False,True,28,28
r5_s72000_l1,5,72000,1,0.675681457476,0.8380605710877312,0.8611141840616862,0.0844601821845,1.351362914952,0.5071036871285827,0.693286966733605,0.7505070348132128,1.026055930738976,0.33665520852008735,0.9019110202789307,0.8610107898712158,347.9410400390625,0.0029077078215777874,0.5071037411689758,0.8635298609733582,0.862214008967082,327.30908203125,0.0028911102563142776,0.6932870149612427,False,False,False,False,True,23,26
r5_s72000_l2,5,72000,2,0.66755083872,0.7998163170284696,0.7792376942104763,0.08344385484,1.33510167744,0.5003238019478264,0.6729953153494644,0.7494916835205777,1.0081558981184175,0.19375634907395786,0.7999483942985535,0.7806637287139893,323.55584716796875,0.0029696933925151825,0.5003242492675781,0.813298225402832,0.7796930472056074,318.1930847167969,0.0029838080517947674,0.6729951103528341,False,False,False,False,True,22,21
r5_s72000_l4,5,72000,4,0.418143959365,0.7240708205435012,0.7584351963467068,0.052267994920625,0.83628791873,0.5601738827403545,0.4366567740452634,1.3396675240533031,1.0442737824274138,0.38647713601525724,0.8055643439292908,0.7557718753814697,299.29315185546875,0.0029888967983424664,0.560172975063324,0.7485913832982382,0.7558222611745196,324.5734354654948,0.002780728740617633,0.4366569717725118,False,False,False,False,True,27,22
r5_s72000_l6,5,72000,6,0.295861376879,0.3031642966800266,0.304299275080363,0.036982672109875,0.591722753758,0.30563216305748303,0.3077080096794177,1.0330248790212284,1.0400411602399278,0.47234341578746636,0.3781781792640686,0.30233216285705566,229.82391357421875,0.0025955899618566036,0.3056325912475586,0.3053673505783081,0.3025294144948325,223.8998057047526,0.0024454948337127766,0.3077079157034556,False,False,False,False,True,28,24
r5_s72000_l8,5,72000,8,0.441349574343,0.4778973526424832,0.476203574074639,0.055168696792875,0.882699148686,0.4192186953571074,0.441349574343,0.9498563490882778,1.0,0.2825118611782307,0.5337415933609009,0.47595810890197754,288.3466796875,0.0025084763765335083,0.4192165732383728,0.4705042739709218,0.4756435553232832,287.0836181640625,0.002503408041472236,0.44134939710299176,False,False,False,False,True,24,17
