target_id,run_id,step,layer,family,target_metric,target_value,alpha_min,alpha_max,bracketed,root_alpha,iterations
r5_s72000_l8,5,72000,8,noise,nll_damage,0.476203574074639,0.055168696792875,0.882699148686,True,0.441349574343,2
r5_s72000_l10,5,72000,10,block,kl,0.4103629721535577,0.052222173830875,0.835554781294,True,0.4132770981070951,8
r5_s72000_l10,5,72000,10,block,nll_damage,0.4008664025200736,0.052222173830875,0.835554781294,True,0.4416221529823923,11
r5_s72000_l10,5,72000,10,noise,kl,0.4103629721535577,0.052222173830875,0.835554781294,True,0.4189101000627999,10
r5_s72000_l10,5,72000,10,noise,nll_damage,0.4008664025200736,0.052222173830875,0.835554781294,True,0.4246198803136928,9
r5_s143000_l1,5,143000,1,block,kl,0.899085309770372,0.088719592813375,1.419513485014,True,0.5170462726751797,10
r5_s143000_l1,5,143000,1,block,nll_damage,0.885656966103448,0.088719592813375,1.419513485014,True,0.5386601842542786,13
r5_s143000_l1,5,143000,1,noise,kl,0.899085309770372,0.088719592813375,1.419513485014,True,0.7322044411412908,11
r5_s143000_l1,5,143000,1,noise,nll_damage,0.885656966103448,0.088719592813375,1.419513485014,True,0.748237630634166,11
r5_s143000_l2,5,143000,2,block,kl,1.0421509676509433,0.093504669213375,1.496074707414,True,0.5878524407778309,10
r5_s143000_l2,5,143000,2,block,nll_damage,1.0174618032243514,0.093504669213375,1.496074707414,True,0.6017421724478791,13
r5_s143000_l2,5,143000,2,noise,kl,1.0421509676509433,0.093504669213375,1.496074707414,True,0.7439975207412047,9
r5_s143000_l2,5,143000,2,noise,nll_damage,1.0174618032243514,0.093504669213375,1.496074707414,True,0.7561829464288725,8
r5_s143000_l4,5,143000,4,block,kl,1.0863103667895,0.063493416799625,1.015894668794,True,0.580012974017704,10
r5_s143000_l4,5,143000,4,block,nll_damage,1.1163584656185574,0.063493416799625,1.015894668794,True,0.5847435007411527,8
r5_s143000_l4,5,143000,4,noise,kl,1.0863103667895,0.063493416799625,1.015894668794,True,0.5120901011058637,10
r5_s143000_l4,5,143000,4,noise,nll_damage,1.1163584656185574,0.063493416799625,1.015894668794,True,0.5052041259513045,9
r5_s143000_l5,5,143000,5,block,kl,0.4473706583182017,0.040465677734875,0.647450843758,True,0.29405760219370014,11
r5_s143000_l5,5,143000,5,block,nll_damage,0.464965502421061,0.040465677734875,0.647450843758,True,0.30459241975121787,11
r5_s143000_l5,5,143000,5,noise,kl,0.4473706583182017,0.040465677734875,0.647450843758,True,0.3312622459873056,11
r5_s143000_l5,5,143000,5,noise,nll_damage,0.464965502421061,0.040465677734875,0.647450843758,True,0.3476891404495516,13
r5_s143000_l6,5,143000,6,block,kl,0.4099051654338836,0.039449350390375,0.631189606246,True,0.36627245233366174,10
r5_s143000_l6,5,143000,6,block,nll_damage,0.410546965069241,0.039449350390375,0.631189606246,True,0.38914816185106815,13
r5_s143000_l6,5,143000,6,noise,kl,0.4099051654338836,0.039449350390375,0.631189606246,True,0.3207637141928087,9
r5_s143000_l6,5,143000,6,noise,nll_damage,0.410546965069241,0.039449350390375,0.631189606246,True,0.3295673787716902,6
r5_s143000_l8,5,143000,8,block,kl,0.5062560439109802,0.057275491562375,0.916407864998,True,0.575220399652285,8
r5_s143000_l8,5,143000,8,block,nll_damage,0.4645285606384279,0.057275491562375,0.916407864998,True,0.567485523754767,10
r5_s143000_l8,5,143000,8,noise,kl,0.5062560439109802,0.057275491562375,0.916407864998,True,0.47077977431638496,9
r5_s143000_l8,5,143000,8,noise,nll_damage,0.4645285606384279,0.057275491562375,0.916407864998,True,0.44175775628254865,11
r5_s143000_l9,5,143000,9,block,kl,0.4552549189991421,0.059668029762375,0.954688476198,True,0.5480276920713479,10
r5_s143000_l9,5,143000,9,block,nll_damage,0.469718747668796,0.059668029762375,0.954688476198,True,0.53846708891984,11
r5_s143000_l9,5,143000,9,noise,kl,0.4552549189991421,0.059668029762375,0.954688476198,True,0.47220229226426574,8
r5_s143000_l9,5,143000,9,noise,nll_damage,0.469718747668796,0.059668029762375,0.954688476198,True,0.4957860040643935,9
r5_s143000_l10,5,143000,10,block,kl,0.8987416625022888,0.088765413903125,1.42024662245,True,0.6235777997351736,6
r5_s143000_l10,5,143000,10,block,nll_damage,0.9176686339908176,0.088765413903125,1.42024662245,True,0.6564969538117175,10
r5_s143000_l10,5,143000,10,noise,kl,0.8987416625022888,0.088765413903125,1.42024662245,True,0.6986801083878058,9
r5_s143000_l10,5,143000,10,noise,nll_damage,0.9176686339908176,0.088765413903125,1.42024662245,True,0.7120486508412915,10
