target_id,run_id,step,layer,match_class,ds_block,ds_noise,corrected_residual_block,corrected_residual_noise,corrected_reversal_block,corrected_reversal_noise,intact_margin_mean_block,intact_margin_mean_noise,delta_b_mean_block,delta_b_mean_noise,logit_delta_norm_mean_block,logit_delta_norm_mean_noise,abs_cosine_alignment_mean_block,abs_cosine_alignment_mean_noise,stratum_0_flip_rate_block,stratum_0_flip_rate_noise,stratum_1_flip_rate_block,stratum_1_flip_rate_noise,stratum_2_flip_rate_block,stratum_2_flip_rate_noise,family_residual,delta_boundary_difference,log_norm_ratio,abs_cosine_difference,intact_margin,stratum_0_residual,stratum_1_residual,stratum_2_residual
r5_s143000_l10,5,143000,10,A,0.4539930555555556,0.4844473379629629,0.0304542824074073,0.0304542824074073,True,True,1.4460245370864868,1.4460245370864868,-0.4045172929763794,-0.0780368372797966,889.4102783203125,1177.5885009765625,0.0010982105741277337,0.0010284382151439786,0.665374677002584,0.6978897502153316,0.4948186528497409,0.5436096718480138,0.19656992084432717,0.20624450307827616,0.03045428240740733,0.3264804556965828,0.2806653486560133,-6.977235898375511e-05,1.4460245370864868,0.0325150732127476,0.04879101899827287,0.009674582233948986
r5_s143000_l2,5,143000,2,A,0.5212673611111112,0.4994936342592592,-0.0217737268518519,-0.0217737268518519,False,False,1.4460245370864868,1.4460245370864868,-0.2011447548866272,-0.3168555498123169,830.9583129882812,658.594482421875,0.0015932087553665042,0.0018722908571362495,0.7228682170542635,0.6933677863910422,0.5796632124352331,0.5224525043177893,0.2559366754617414,0.27814423922603343,-0.02177372685185197,-0.1157107949256897,-0.23247163655207878,0.00027908210176974535,1.4460245370864868,-0.029500430663221278,-0.057210708117443776,0.022207563764292004
r5_s143000_l4,5,143000,4,A,0.5308159722222222,0.4963831018518518,-0.0344328703703703,-0.0344328703703703,False,False,1.4460245370864868,1.4460245370864868,-0.3556467592716217,-0.26226896047592163,678.0366821289062,608.6951904296875,0.002048811875283718,0.002210527192801237,0.7202842377260982,0.6873385012919897,0.5440414507772021,0.5028065630397237,0.3238786279683377,0.2948548812664908,-0.034432870370370405,0.09337779879570007,-0.10788375582366339,0.000161715317517519,1.4460245370864868,-0.032945736434108475,-0.04123488773747841,-0.02902374670184693
r5_s143000_l5,5,143000,5,A,0.3678385416666667,0.3347800925925926,-0.033058449074074,-0.033058449074074,False,False,1.4460245370864868,1.4460245370864868,-0.1678263396024704,-0.1469065397977829,382.3220520019531,404.54058837890625,0.002293917816132307,0.0020408271811902523,0.6078811369509044,0.5747200689061154,0.36722797927461137,0.3134715025906736,0.12335092348284961,0.11147757255936676,-0.03305844907407407,0.0209197998046875,0.05648875207102431,-0.00025309063494205475,1.4460245370864868,-0.03316106804478902,-0.05375647668393779,-0.01187335092348285
r5_s143000_l6,5,143000,6,A,0.3572048611111111,0.3138020833333333,-0.0434027777777777,-0.0434027777777777,False,False,1.4460245370864868,1.4460245370864868,-0.0685085728764534,-0.11035551875829697,361.5867004394531,380.7369079589844,0.0023926342837512493,0.0020698937587440014,0.6027131782945736,0.5544788975021533,0.36204663212435234,0.2862694300518135,0.10158311345646438,0.09608619173262972,-0.04340277777777779,-0.04184694588184357,0.05160675822598712,-0.0003227405250072479,1.4460245370864868,-0.048234280792420314,-0.07577720207253885,-0.005496921723834661
r5_s143000_l8,5,143000,8,A,0.3713107638888889,0.3662471064814814,-0.0050636574074074,-0.0050636574074074,False,False,1.4460245370864868,1.4460245370864868,-0.1224433034658432,-0.07477583736181259,377.48333740234375,462.0211181640625,0.002182614989578724,0.0019240877591073513,0.6136950904392765,0.6149870801033591,0.38147668393782386,0.36658031088082904,0.11345646437994723,0.11191732629727352,-0.005063657407407496,0.04766746610403061,0.20208417196550718,-0.0002585272304713726,1.4460245370864868,0.0012919896640826156,-0.014896373056994816,-0.0015391380826737106
r5_s143000_l9,5,143000,9,A,0.3528645833333333,0.3501880787037037,-0.0026765046296295,-0.0026765046296295,False,False,1.4460245370864868,1.4460245370864868,-0.1428900808095932,-0.06575563549995422,383.0960388183594,485.3167724609375,0.002010753145441413,0.0017554856603965163,0.6078811369509044,0.5968992248062015,0.3426165803108808,0.35189982728842834,0.10290237467018469,0.0965259454705365,-0.0026765046296295947,0.07713444530963898,0.2365161049876644,-0.0002552674850448966,1.4460245370864868,-0.010981912144702899,0.00928324697754751,-0.00637642919964819
r5_s72000_l1,5,72000,1,A,0.4503038194444444,0.4691840277777778,0.0188802083333333,0.0188802083333333,True,True,1.4205365180969238,1.4205365180969238,-0.2515600025653839,-0.3603777587413788,319.5752258300781,328.6590270996094,0.0028043310157954693,0.002639260608702898,0.6823453608247423,0.6808419243986255,0.45436638214051217,0.4972641715911578,0.21135029354207435,0.22700587084148727,0.01888020833333337,-0.10881775617599487,0.028028126834181967,-0.00016507040709257126,1.4205365180969238,-0.0015034364261168331,0.04289778945064565,0.015655577299412915
r5_s72000_l10,5,72000,10,A,0.3229166666666667,0.3384693287037037,0.015552662037037,0.015552662037037,True,True,1.4205365180969238,1.4205365180969238,-0.20856009423732758,-0.0801493301987648,276.9195861816406,281.43072509765625,0.0023334650322794914,0.0022853310219943523,0.5612113402061856,0.5869845360824743,0.31713722915298753,0.34383891442328735,0.08741030658838878,0.08153946510110893,0.015552662037037035,0.12841076403856277,0.01615916383067701,-4.8134010285139084e-05,1.4205365180969238,0.02577319587628868,0.026701685270299813,-0.005870841487279843
r5_s72000_l2,5,72000,2,A,0.4576822916666667,0.4521122685185185,-0.0055700231481481,-0.0055700231481481,False,False,1.4205365180969238,1.4205365180969238,-0.24156782031059265,-0.3124302327632904,327.4373474121094,316.9330749511719,0.002669737907126546,0.0027336720377206802,0.6726804123711341,0.664733676975945,0.5042678923177938,0.46552856204858833,0.19373776908023482,0.22352685366383995,-0.0055700231481481954,-0.07086241245269775,-0.0326060996017128,6.393413059413433e-05,1.4205365180969238,-0.007946735395189086,-0.03873933026920545,0.02978908458360513
r5_s72000_l4,5,72000,4,A,0.4474826388888889,0.4204282407407407,-0.0270543981481481,-0.0270543981481481,False,False,1.4205365180969238,1.4205365180969238,-0.29125723242759705,-0.2139526605606079,298.7667541503906,328.2091369628906,0.002764410339295864,0.00259344931691885,0.6643041237113402,0.6346649484536082,0.4583059750492449,0.4189100459619173,0.2172211350293542,0.2050445749075886,-0.027054398148148195,0.07730457186698914,0.09398783537590033,-0.00017096102237701416,1.4205365180969238,-0.029639175257731964,-0.03939592908732764,-0.0121765601217656
r5_s72000_l6,5,72000,6,A,0.3153211805555556,0.2727141203703703,-0.0426070601851852,-0.0426070601851852,False,False,1.4205365180969238,1.4205365180969238,-0.17099931836128235,-0.11502381414175034,218.85430908203125,221.16912841796875,0.0027037973050028086,0.0023806679528206587,0.5689432989690721,0.5173969072164949,0.30400525279054497,0.22827752243379296,0.06979778212654925,0.06914546640574037,-0.042607060185185286,0.05597550421953201,0.010521442691344597,-0.0003231293521821499,1.4205365180969238,-0.05154639175257725,-0.07572773035675201,-0.0006523157208088715
r5_s72000_l8,5,72000,8,A,0.3778211805555556,0.363136574074074,-0.0146846064814815,-0.0146846064814815,False,False,1.4205365180969238,1.4205365180969238,-0.1338890939950943,-0.09610072523355484,303.8009033203125,285.07464599609375,0.0023462255485355854,0.0024650683626532555,0.6217783505154639,0.6106099656357389,0.3933026920551543,0.35609542569490044,0.11545988258317025,0.11959121548162643,-0.014684606481481566,0.03778836876153946,-0.06362150181136626,0.00011884281411767006,1.4205365180969238,-0.011168384879725046,-0.03720726636025384,0.004131332898456186
r6_s14000_l1,6,14000,1,A,0.4153645833333333,0.4031394675925926,-0.0122251157407407,-0.0122251157407407,False,False,1.3910149335861206,1.3910149335861206,-0.12280607223510742,-0.30270707607269287,243.93112182617188,249.2528533935547,0.0030789992306381464,0.0029983879067003727,0.6495448634590377,0.6293888166449935,0.44025974025974024,0.4116883116883117,0.15490196078431373,0.16710239651416123,-0.0122251157407407,-0.17990100383758545,0.02158195884949138,-8.06113239377737e-05,1.3910149335861206,-0.02015604681404426,-0.028571428571428525,0.012200435729847497
r6_s14000_l2,6,14000,2,A,0.3715277777777778,0.3589409722222222,-0.0125868055555555,-0.0125868055555555,False,False,1.3910149335861206,1.3910149335861206,-0.14524586498737335,-0.2809726595878601,224.15838623046875,221.27777099609375,0.0029498478397727013,0.0030257084872573614,0.6241872561768531,0.5871261378413524,0.36428571428571427,0.366017316017316,0.12483660130718954,0.1224400871459695,-0.01258680555555558,-0.13572679460048676,-0.012934088739146166,7.586064748466015e-05,1.3910149335861206,-0.03706111833550074,0.0017316017316017507,-0.0023965141612200397
r6_s14000_l3,6,14000,3,A,0.3723958333333333,0.3673321759259259,-0.0050636574074073,-0.0050636574074073,False,False,1.3910149335861206,1.3910149335861206,-0.2011260986328125,-0.2904719114303589,220.06982421875,222.16287231445312,0.0029948647134006023,0.003122937399893999,0.6144343302990898,0.5955786736020806,0.38116883116883116,0.36623376623376624,0.12026143790849673,0.13899782135076252,-0.00506365740740744,-0.08934581279754639,0.009465893140542646,0.00012807268649339676,1.3910149335861206,-0.01885565669700917,-0.014935064935064912,0.01873638344226579
r6_s14000_l4,6,14000,4,A,0.5431857638888888,0.5047019675925926,-0.0384837962962962,-0.0384837962962962,False,False,1.3910149335861206,1.3910149335861206,-0.4335784316062927,-0.32792770862579346,319.8434143066406,347.40216064453125,0.003126616356894374,0.0029642502777278423,0.7152145643693107,0.6931079323797139,0.5467532467532468,0.5168831168831168,0.36666666666666664,0.30305010893246187,-0.03848379629629628,0.10565072298049927,0.08265152751865724,-0.00016236607916653156,1.3910149335861206,-0.022106631989596837,-0.029870129870129936,-0.06361655773420477
r6_s14000_l5,6,14000,5,A,0.2799479166666667,0.2669994212962963,-0.0129484953703704,-0.0129484953703704,False,False,1.3910149335861206,1.3910149335861206,-0.1837562918663025,-0.11679141968488693,168.05010986328125,193.94085693359375,0.0031001337338238955,0.0025946011301130056,0.5253576072821846,0.49978326831382747,0.2577922077922078,0.23528138528138529,0.05555555555555555,0.06492374727668845,-0.012948495370370405,0.06696487218141556,0.143291043492239,-0.0005055326037108898,1.3910149335861206,-0.025574338968357146,-0.02251082251082251,0.009368191721132901
r6_s14000_l8,6,14000,8,A,0.2907986111111111,0.2641059027777778,-0.0266927083333333,-0.0266927083333333,False,False,1.3910149335861206,1.3910149335861206,-0.07680092751979828,-0.04473098739981651,183.0416717529297,196.46640014648438,0.003135517705231905,0.002538242843002081,0.5494148244473342,0.5106198526224534,0.2675324675324675,0.2292207792207792,0.0542483660130719,0.0514161220043573,-0.026692708333333315,0.032069940119981766,0.0707775836523437,-0.0005972748622298241,1.3910149335861206,-0.0387949718248809,-0.0383116883116883,-0.002832244008714596
r6_s14000_l9,6,14000,9,A,0.2764756944444444,0.2472511574074074,-0.029224537037037,-0.029224537037037,False,False,1.3910149335861206,1.3910149335861206,0.0329013392329216,-0.02479461394250393,188.74317932128906,186.13233947753906,0.0027429002802819014,0.00249593798071146,0.5279583875162549,0.49696575639358476,0.2525974025974026,0.20194805194805196,0.04771241830065359,0.04183006535947712,-0.029224537037037007,-0.05769595317542553,-0.013929328147398248,-0.00024696229957044125,1.3910149335861206,-0.030992631122670145,-0.05064935064935064,-0.0058823529411764705
r6_s143000_l1,6,143000,1,A,0.4357638888888889,0.4447337962962963,0.0089699074074073,0.0089699074074073,True,True,1.4676649570465088,1.4676649570465088,-0.1734483540058136,-0.30432581901550293,1002.111083984375,1134.5506591796875,0.001376946223899722,0.0011222418397665024,0.6313849394418115,0.6303317535545023,0.42230769230769233,0.4346153846153846,0.18452803406671398,0.2039271350839839,0.008969907407407385,-0.13087746500968933,0.12412781877262045,-0.0002547043841332197,1.4676649570465088,-0.0010531858873091826,0.012307692307692297,0.019399101017269937
r6_s143000_l2,6,143000,2,A,0.43359375,0.435474537037037,0.001880787037037,0.001880787037037,True,True,1.4676649570465088,1.4676649570465088,-0.2410481721162796,-0.34126338362693787,1088.9266357421875,992.9816284179688,0.0012068082578480244,0.0012932367390021682,0.6377040547656662,0.6154116201509566,0.4238461538461539,0.4153846153846154,0.16749467707594037,0.21149751596877217,0.0018807870370369795,-0.10021521151065826,-0.09223558941476276,8.642848115414381e-05,1.4676649570465088,-0.022292434614709533,-0.008461538461538465,0.0440028388928318
r6_s143000_l3,6,143000,3,A,0.4709201388888889,0.474464699074074,0.0035445601851851,0.0035445601851851,True,True,1.4676649570465088,1.4676649570465088,-0.2653537392616272,-0.38984736800193787,1287.649658203125,904.9114379882812,0.0010740325087681413,0.001585871446877718,0.6645602948920485,0.6361242759347024,0.46923076923076923,0.4543589743589744,0.21149751596877217,0.27513603028152356,0.0035445601851851194,-0.12449362874031067,-0.35273678482870746,0.0005118389381095767,1.4676649570465088,-0.028436018957346043,-0.014871794871794852,0.06363851431275139
r6_s143000_l4,6,143000,4,A,0.6875,0.6393952546296297,-0.0481047453703703,-0.0481047453703703,False,False,1.4676649570465088,1.4676649570465088,-0.4673393964767456,-0.4131401777267456,1289.4661865234375,1738.69189453125,0.0017412842717021704,0.0015681034419685602,0.7898894154818326,0.7502194137265227,0.6746153846153846,0.6248717948717949,0.5613910574875799,0.5034303288384196,-0.04810474537037035,0.05419921875,0.29890472190792255,-0.00017318082973361015,1.4676649570465088,-0.03967000175530988,-0.04974358974358972,-0.05796072864916024
r6_s143000_l5,6,143000,5,A,0.4338107638888889,0.4024160879629629,-0.0313946759259259,-0.0313946759259259,False,False,1.4676649570465088,1.4676649570465088,-0.3305935263633728,-0.14464880526065826,904.0645751953125,1107.2662353515625,0.0020719352178275585,0.0014221279416233301,0.5955766192733017,0.5868000702123924,0.40923076923076923,0.3720512820512821,0.23846699787083037,0.18192571563756801,-0.031394675925925986,0.18594472110271454,0.20274861488618304,-0.0006498072762042284,1.4676649570465088,-0.0087765490609093,-0.03717948717948716,-0.05654128223326235
r6_s143000_l8,6,143000,8,A,0.3580729166666667,0.3247251157407407,-0.0333478009259259,-0.0333478009259259,False,False,1.4676649570465088,1.4676649570465088,-0.1223958358168602,-0.0450303815305233,750.9489135742188,919.6739501953125,0.0015520419692620635,0.0013687695609405637,0.573986308583465,0.5330875899596279,0.3292307692307692,0.2817948717948718,0.0936834634492548,0.08351076413532056,-0.033347800925925986,0.0773654542863369,0.20268158035088615,-0.00018327240832149982,1.4676649570465088,-0.040898718623837094,-0.047435897435897434,-0.010172699313934233
r6_s143000_l9,6,143000,9,A,0.357421875,0.3275462962962963,-0.0298755787037037,-0.0298755787037037,False,False,1.4676649570465088,1.4676649570465088,-0.1398112028837204,-0.0311143659055233,694.3571166992188,1037.773193359375,0.0015104868216440082,0.0011450975434854627,0.5634544497103738,0.538880112339828,0.3476923076923077,0.29,0.0887154009936125,0.0773598296664301,-0.02987557870370372,0.1086968369781971,0.40184613080945575,-0.0003653892781585455,1.4676649570465088,-0.024574337370545818,-0.05769230769230771,-0.011355571327182401
r6_s72000_l1,6,72000,1,A,0.4264322916666667,0.4401041666666667,0.013671875,0.013671875,True,True,1.5339372158050537,1.5339372158050537,-0.23293134570121765,-0.3643556833267212,298.00244140625,306.2093200683594,0.002937444718554616,0.00288964225910604,0.6348278102664068,0.6567034871128439,0.4528301886792453,0.4651919323357189,0.1906005221932115,0.1973455178416014,0.013671875,-0.13142433762550354,0.02716724149581337,-4.7802459448575974e-05,1.5339372158050537,0.021875676846437098,0.012361743656473634,0.006744995648389901
r6_s72000_l2,6,72000,2,A,0.3899739583333333,0.3993778935185185,0.0094039351851852,0.0094039351851852,True,True,1.5339372158050537,1.5339372158050537,-0.24401770532131195,-0.35933586955070496,268.8427734375,267.12481689453125,0.0029444892425090075,0.002950355876237154,0.6302794022092267,0.6250812215724496,0.4072869225764476,0.4127087399696378,0.13120104438642297,0.15926892950391644,0.009403935185185175,-0.115318164229393,-0.006410695189512998,5.866633728146553e-06,1.5339372158050537,-0.005198180636777128,0.005421817393190198,0.028067885117493474
r6_s72000_l3,6,72000,3,A,0.4290364583333333,0.4149305555555556,-0.0141059027777777,-0.0141059027777777,False,False,1.5339372158050537,1.5339372158050537,-0.2529809772968292,-0.38485196232795715,292.22503662109375,278.7584228515625,0.0028946606907993555,0.003005902050063014,0.6562703053931124,0.6270305393112411,0.4749512036434613,0.4285404467577532,0.15469973890339425,0.188207136640557,-0.014105902777777735,-0.13187098503112793,-0.04717863998630051,0.00011124135926365852,1.5339372158050537,-0.029239766081871288,-0.04641075688570806,0.03350739773716274
r6_s72000_l4,6,72000,4,A,0.6697048611111112,0.6098090277777778,-0.0598958333333333,-0.0598958333333333,False,False,1.5339372158050537,1.5339372158050537,-0.5701337456703186,-0.4842071235179901,450.2067565917969,463.0400085449219,0.002974563278257847,0.0030646654777228832,0.792722547108512,0.754169374052415,0.690305790500976,0.6226415094339622,0.5254569190600522,0.45191470844212356,-0.05989583333333337,0.08592662215232849,0.028106525558841078,9.010219946503639e-05,1.5339372158050537,-0.03855317305609696,-0.06766428106701372,-0.07354221061792865
r6_s72000_l5,6,72000,5,A,0.3088107638888889,0.27734375,-0.0314670138888888,-0.0314670138888888,False,False,1.5339372158050537,1.5339372158050537,-0.19462013244628906,-0.11929868906736374,206.31304931640625,225.42581176757812,0.002990543143823743,0.0024541830644011497,0.5607537361923327,0.5237166991552956,0.2947299934938191,0.2331381479071785,0.06984334203655353,0.07419495213228895,-0.031467013888888895,0.07532144337892532,0.08859643827809076,-0.0005363600794225931,1.5339372158050537,-0.03703703703703709,-0.06159184558664063,0.004351610095735425
r6_s72000_l6,6,72000,6,A,0.2697482638888889,0.2258391203703703,-0.0439091435185185,-0.0439091435185185,False,False,1.5339372158050537,1.5339372158050537,-0.08575566858053207,-0.08486169576644897,182.7052001953125,186.3779296875,0.0029386423993855715,0.0023637188132852316,0.51137102014295,0.46155512237383584,0.2511385816525699,0.16829321188462373,0.04569190600522193,0.04677980852915579,-0.0439091435185186,0.0008939728140830994,0.01990256626982361,-0.0005749235861003399,1.5339372158050537,-0.04981589776911416,-0.08284536976794618,0.0010879025239338563
r6_s72000_l9,6,72000,9,A,0.3383246527777778,0.3167679398148148,-0.0215567129629629,-0.0215567129629629,False,False,1.5339372158050537,1.5339372158050537,-0.04195743054151535,-0.058200541883707047,279.3729248046875,262.905029296875,0.002434487221762538,0.0024366374127566814,0.5854450942170241,0.5726662334849469,0.3565387117761874,0.3018867924528302,0.07180156657963446,0.07463011314186249,-0.021556712962962965,-0.016243111342191696,-0.060754675719618484,2.150190994143486e-06,1.5339372158050537,-0.012778860732077124,-0.05465191932335722,0.0028285465622280292
r8_s14000_l1,8,14000,1,A,0.3411458333333333,0.3402777777777778,-0.0008680555555555,-0.0008680555555555,False,False,1.420703411102295,1.420703411102295,-0.08820358663797379,-0.22139930725097656,214.94346618652344,208.22996520996094,0.002968952525407076,0.003071865765377879,0.6038709677419355,0.5815053763440861,0.31637312459230266,0.3237660360948032,0.09901639344262295,0.11169398907103825,-0.0008680555555555247,-0.13319572061300278,-0.03173197463659426,0.00010291323997080326,1.420703411102295,-0.022365591397849438,0.007392911502500543,0.012677595628415306
r8_s14000_l2,8,14000,2,A,0.3856336805555556,0.3718894675925926,-0.0137442129629629,-0.0137442129629629,False,False,1.420703411102295,1.420703411102295,-0.18830513954162598,-0.2825125455856323,228.96348571777344,231.47401428222656,0.003207374829798937,0.0030889371410012245,0.6341935483870967,0.6105376344086022,0.3926940639269406,0.3648619265057621,0.1259016393442623,0.13639344262295083,-0.013744212962962965,-0.09420740604400635,0.010905078078541196,-0.00011843768879771233,1.420703411102295,-0.023655913978494536,-0.027832137421178516,0.010491803278688538
r8_s14000_l4,8,14000,4,A,0.5720486111111112,0.546875,-0.0251736111111111,-0.0251736111111111,False,False,1.420703411102295,1.420703411102295,-0.47837722301483154,-0.3784700036048889,327.4224853515625,371.72613525390625,0.003207695670425892,0.00300957472063601,0.7148387096774194,0.7270967741935483,0.5753424657534246,0.5516416612307024,0.42360655737704916,0.35890710382513663,-0.02517361111111116,0.09990721940994263,0.12690604648276943,-0.0001981209497898817,1.420703411102295,0.012258064516128986,-0.023700804522722274,-0.06469945355191253
r8_s14000_l6,8,14000,6,A,0.2549913194444444,0.2375578703703703,-0.017433449074074,-0.017433449074074,False,False,1.420703411102295,1.420703411102295,-0.16493436694145203,-0.052099138498306274,151.77667236328125,174.54051208496094,0.00317415245808661,0.002527430187910795,0.492258064516129,0.48,0.2126549249836921,0.18504022613611654,0.05639344262295082,0.043934426229508196,-0.017433449074074125,0.11283522844314575,0.13974669598625775,-0.0006467222701758146,1.420703411102295,-0.012258064516129041,-0.02761469884757556,-0.012459016393442622
r8_s14000_l9,8,14000,9,A,0.263671875,0.2364728009259259,-0.027199074074074,-0.027199074074074,False,False,1.420703411102295,1.420703411102295,-0.0008443196420557797,-0.03140830993652344,177.70089721679688,183.63241577148438,0.0028923070058226585,0.0024587626103311777,0.5316129032258065,0.4860215053763441,0.21526418786692758,0.182648401826484,0.04,0.03693989071038251,-0.027199074074074098,-0.030563990294467658,0.03283423489039121,-0.00043354439549148083,1.420703411102295,-0.04559139784946237,-0.03261578604044357,-0.003060109289617488
r8_s143000_l1,8,143000,1,A,0.4231770833333333,0.4236111111111111,0.0004340277777777,0.0004340277777777,True,True,1.3917236328125,1.3917236328125,-0.1307779997587204,-0.28250911831855774,757.763671875,878.4872436523438,0.0016127340495586395,0.0013029805850237608,0.6368613138686131,0.634022708840227,0.4303363074811256,0.4344543582704187,0.1831453218314532,0.18358770183587703,0.0004340277777777901,-0.15173111855983734,0.14782982842077597,-0.00030975346453487873,1.3917236328125,-0.0028386050283860653,0.0041180507892930596,0.00044238000442381464
r8_s143000_l10,8,143000,10,A,0.443359375,0.4789496527777778,0.0355902777777777,0.0355902777777777,True,True,1.3917236328125,1.3917236328125,-0.3653700053691864,-0.05516334995627403,1238.562255859375,1609.7025146484375,0.0008046464645303786,0.0008072804776020348,0.6405109489051095,0.6974858069748581,0.47151681537405626,0.5035460992907801,0.20106171201061712,0.21676620216766201,0.03559027777777779,0.31020665541291237,0.2620981525841935,2.634013071656227e-06,1.3917236328125,0.05697485806974856,0.03202928391672383,0.015704490157044892
r8_s143000_l2,8,143000,2,A,0.4485677083333333,0.4403935185185185,-0.0081741898148147,-0.0081741898148147,False,False,1.3917236328125,1.3917236328125,-0.1920844167470932,-0.325439453125,911.5735473632812,848.45458984375,0.0013839805033057928,0.001431928714737296,0.656934306569343,0.6334144363341444,0.4735758407687028,0.4449782658430565,0.19708029197080293,0.22539261225392612,-0.008174189814814825,-0.1333550363779068,-0.07175571405418117,4.7948211431503296e-05,1.3917236328125,-0.023519870235198637,-0.028597574925646296,0.028312320283123193
r8_s143000_l4,8,143000,4,A,0.6848958333333334,0.6062644675925926,-0.0786313657407408,-0.0786313657407408,False,False,1.3917236328125,1.3917236328125,-0.5765516757965088,-0.35400503873825073,849.7589721679688,1032.0198974609375,0.002206656616181135,0.0019670347683131695,0.7925790754257908,0.7431062449310625,0.667124227865477,0.6005490734385724,0.5846051758460518,0.46250829462508297,-0.07863136574074081,0.22254663705825806,0.19432047922336496,-0.0002396218478679657,1.3917236328125,-0.04947283049472828,-0.06657515442690454,-0.12209688122096879
r8_s143000_l5,8,143000,5,A,0.345703125,0.3237123842592592,-0.0219907407407407,-0.0219907407407407,False,False,1.3917236328125,1.3917236328125,-0.1191948801279068,-0.11063865572214127,514.4188232421875,530.4475708007812,0.002100289799273014,0.0017942492850124836,0.5590024330900243,0.5427818329278183,0.3287577213452299,0.2987874628231526,0.1293961512939615,0.10882548108825481,-0.02199074074074081,0.008556224405765533,0.030683358517381118,-0.00030604051426053047,1.3917236328125,-0.016220600162205945,-0.029970258522077298,-0.0205706702057067
r8_s143000_l6,8,143000,6,A,0.3548177083333333,0.3263165509259259,-0.0285011574074073,-0.0285011574074073,False,False,1.3917236328125,1.3917236328125,-0.2209133505821228,-0.10704436153173447,488.3860778808594,528.9998168945312,0.0021360304672271013,0.001852657413110137,0.5638686131386861,0.5427818329278183,0.34248455730954014,0.2987874628231526,0.1386861313868613,0.11678832116788321,-0.02850115740740744,0.11386898905038834,0.0798818494603257,-0.00028337305411696434,1.3917236328125,-0.02108678021086774,-0.04369709448638753,-0.021897810218978103
r8_s143000_l7,8,143000,7,A,0.3845486111111111,0.3328269675925926,-0.0517216435185184,-0.0517216435185184,False,False,1.3917236328125,1.3917236328125,-0.0576646588742733,-0.1258375346660614,583.2969360351562,538.520263671875,0.0018965309718623757,0.0018179347971454263,0.6198296836982968,0.560624493106245,0.4056280027453672,0.29947380462136813,0.1074983410749834,0.11656713116567131,-0.05172164351851849,-0.0681728757917881,-0.07987125520038009,-7.859617471694946e-05,1.3917236328125,-0.05920519059205187,-0.10615419812399907,0.009068790090687909
r8_s143000_l9,8,143000,9,A,0.3411458333333333,0.3230613425925926,-0.0180844907407407,-0.0180844907407407,False,False,1.3917236328125,1.3917236328125,-0.1331651508808136,-0.0686272531747818,479.29925537109375,614.900634765625,0.0018397888634353876,0.00141719204839319,0.5614355231143552,0.5587996755879967,0.32326698695950584,0.29695721802791125,0.11811546118115461,0.0911302809113028,-0.0180844907407407,0.0645378977060318,0.24913553267744762,-0.0004225968150421977,1.3917236328125,-0.0026358475263584813,-0.02630976893159459,-0.026985180269851805
r8_s72000_l1,8,72000,1,A,0.439453125,0.4415509259259259,0.0020978009259259,0.0020978009259259,True,True,1.4031168222427368,1.4031168222427368,-0.1956312358379364,-0.31204450130462646,405.62481689453125,456.78948974609375,0.0022093909792602062,0.001977303996682167,0.6694480102695763,0.6591784338896021,0.44284781188765515,0.45699978227737864,0.20013166556945358,0.20276497695852536,0.0020978009259258745,-0.11641326546669006,0.11879401359774168,-0.00023208698257803917,1.4031168222427368,-0.010269576379974277,0.01415197038972349,0.002633311389071774
r8_s72000_l2,8,72000,2,A,0.4229600694444444,0.4166666666666667,-0.0062934027777777,-0.0062934027777777,False,False,1.4031168222427368,1.4031168222427368,-0.2061648964881897,-0.29544350504875183,435.598876953125,405.411865234375,0.0019888384267687798,0.0020916264038532972,0.6360718870346598,0.6335044929396663,0.4513389941214892,0.4184628782930547,0.17577353522053982,0.1924511740179943,-0.006293402777777735,-0.08927860856056213,-0.07181831133664623,0.00010278797708451748,1.4031168222427368,-0.0025673940949935137,-0.03287611582843453,0.016677638797454486
r8_s72000_l4,8,72000,4,A,0.6208767361111112,0.5697337962962963,-0.0511429398148148,-0.0511429398148148,False,False,1.4031168222427368,1.4031168222427368,-0.5610792636871338,-0.36500924825668335,548.5420532226562,511.364501953125,0.0021984088234603405,0.0025051638949662447,0.7535301668806161,0.725716730851519,0.6211626387981711,0.5726104942303505,0.48452929558920343,0.4068466096115866,-0.05114293981481488,0.19607001543045044,-0.07018129929865306,0.0003067550715059042,1.4031168222427368,-0.02781343602909714,-0.04855214456782064,-0.07768268597761685
r8_s72000_l5,8,72000,5,A,0.3053385416666667,0.279224537037037,-0.0261140046296296,-0.0261140046296296,False,False,1.4031168222427368,1.4031168222427368,-0.1284077912569046,-0.1029355600476265,233.6533203125,246.75946044921875,0.002661840757355094,0.0022426890209317207,0.5500641848523748,0.5284552845528455,0.2828216851730895,0.22381885477901153,0.07702435813034891,0.07943822690366469,-0.026114004629629706,0.025472231209278107,0.054575538128023605,-0.0004191517364233732,1.4031168222427368,-0.021608900299529332,-0.05900283039407794,0.002413868773315772
