epoch,loss,answer_loss,aux_loss
1,4.7451314436594645,3.449047933324178,1.2960835103352863
2,2.9344346773783365,2.8934780958811444,0.04095657145480315
3,2.1151996826171877,2.0960474082946776,0.019152273042003315
4,1.3214790826161702,1.3113106307347615,0.01016845079883933
5,0.8143354237238566,0.8084190767288209,0.00591634890238444
6,0.4441682813008626,0.44043168323834736,0.003736595790212353
7,0.22933839449882507,0.2270811143398285,0.002257280159120758
8,0.12068636784553528,0.11925017037391662,0.001436197280821701
9,0.06848619027137756,0.06754044234752656,0.0009457475823971132
10,0.03307748368332784,0.03247238907466332,0.0006050945280119777
11,0.013297640195737282,0.012914435999840499,0.0003832041184883565
12,0.004700241843238473,0.004458825595428546,0.00024141625560975322
13,0.0023847683584317563,0.002196790329615275,0.00018797802925885965
14,0.001685826901718974,0.001523341142696639,0.00016248575843249758
15,0.0014844861028095087,0.001336112308378021,0.00014837379457894714
16,0.00136883828304708,0.0012293209517995516,0.000139517331100069
17,0.0012989472111687064,0.0011654773357634744,0.00013346987570015092
18,0.0012650375014791886,0.0011353344003359478,0.0001297031005534033
19,0.0012452639181166887,0.0011170561467607816,0.0001282077709135289
20,0.0012287669179961084,0.0011015125357235471,0.0001272543827149396
