epoch,loss,answer_loss,aux_loss
1,3.4279020835876466,3.4279020835876466,0.0
2,3.134112630589803,3.134112630589803,0.0
3,2.6306380034128827,2.6306380034128827,0.0
4,1.9201420282999675,1.9201420282999675,0.0
5,1.3090670793533326,1.3090670793533326,0.0
6,0.9016700145721436,0.9016700145721436,0.0
7,0.6117128552118937,0.6117128552118937,0.0
8,0.4397438083012899,0.4397438083012899,0.0
9,0.29565609823067984,0.29565609823067984,0.0
10,0.20405804368654887,0.20405804368654887,0.0
11,0.1439031905134519,0.1439031905134519,0.0
12,0.09929931196371715,0.09929931196371715,0.0
13,0.06707086171706518,0.06707086171706518,0.0
14,0.038100602859258655,0.038100602859258655,0.0
15,0.022521362452705702,0.022521362452705702,0.0
16,0.012314929327368737,0.012314929327368737,0.0
17,0.008417910701533159,0.008417910701533159,0.0
18,0.006917852109670639,0.006917852109670639,0.0
19,0.0063630674610535305,0.0063630674610535305,0.0
20,0.006011982743193706,0.006011982743193706,0.0
