target_id,run_id,step,layer,family_direction,alpha,tokens,kl,nll_damage,output_logit_norm,output_abs_cosine,hidden_relative_norm
r5_s14000_l1,5,14000,1,block,0.078921611325625,512,0.006435137242078781,0.010018587112426758,29.492813110351562,0.0032278159633278847,0.07892248034477234
r5_s14000_l1,5,14000,1,block,0.15784322265125,512,0.027676906436681747,0.03341317176818848,61.0820426940918,0.0031794989481568336,0.15784215927124023
r5_s14000_l1,5,14000,1,block,0.3156864453025,512,0.14468024671077728,0.16440916061401367,135.20538330078125,0.00308066769503057,0.31568658351898193
r5_s14000_l1,5,14000,1,block,0.631372890605,512,1.1240414381027222,1.1113317012786865,328.32281494140625,0.0033722922671586275,0.6313725709915161
r5_s14000_l1,5,14000,1,block,0.9470593359075,512,3.497347831726074,3.6836135387420654,515.7151489257812,0.0036117201671004295,0.9470598697662354
r5_s14000_l1,5,14000,1,block,1.26274578121,512,4.403012275695801,4.642086744308472,586.5730590820312,0.0034618484787642956,1.2627463340759277
r5_s14000_l1,5,14000,1,noise,0.078921611325625,1536,0.005242666074385245,0.0012514591217041016,27.753639856974285,0.002959897664065162,0.07892176508903503
r5_s14000_l1,5,14000,1,noise,0.15784322265125,1536,0.02132634570201238,0.013262033462524414,55.8151969909668,0.002986254869028926,0.15784368415673575
r5_s14000_l1,5,14000,1,noise,0.3156864453025,1536,0.09317065527041753,0.08133745193481445,114.56944020589192,0.0030302023515105247,0.31568623582522076
r5_s14000_l1,5,14000,1,noise,0.631372890605,1536,0.5789011716842651,0.5834855238596601,254.57300313313803,0.0031560806867976985,0.6313728292783102
r5_s14000_l1,5,14000,1,noise,0.9470593359075,1536,1.7047858238220215,1.7646599610646563,380.4798583984375,0.003456389376272758,0.9470591346422831
r5_s14000_l1,5,14000,1,noise,1.26274578121,1536,2.693212350209554,2.7923433780670166,456.5977376302083,0.00359056587330997,1.2627458175023396
r5_s14000_l2,5,14000,2,block,0.07531864453025,512,0.006567396689206362,0.0074083805084228516,29.089946746826172,0.0031657046638429165,0.07531730830669403
r5_s14000_l2,5,14000,2,block,0.1506372890605,512,0.02868523634970188,0.028027057647705078,60.260009765625,0.003209193702787161,0.15063989162445068
r5_s14000_l2,5,14000,2,block,0.301274578121,512,0.14447331428527832,0.1319561004638672,132.3345947265625,0.003257354721426964,0.30127498507499695
r5_s14000_l2,5,14000,2,block,0.602549156242,512,1.134572982788086,1.0847928524017334,341.479736328125,0.0032583940774202347,0.6025506258010864
r5_s14000_l2,5,14000,2,block,0.903823734363,512,2.810441017150879,2.8400485515594482,493.36822509765625,0.0034593187738209963,0.903823971748352
r5_s14000_l2,5,14000,2,block,1.205098312484,512,4.340505123138428,4.333786725997925,582.0844116210938,0.0037264192942529917,1.2050983905792236
r5_s14000_l2,5,14000,2,noise,0.07531864453025,1536,0.004865220592667659,0.005856116612752427,27.202280680338543,0.0029103566582004228,0.07531872888406117
r5_s14000_l2,5,14000,2,noise,0.1506372890605,1536,0.019890614474813145,0.02046338717142726,54.71543629964193,0.002894292895992597,0.1506370653708776
