target_id,run_id,step,layer,selected_beta,valid_fraction,comparisons,cosine_mean,cosine_median,cosine_q10,cosine_q90,cosine_sd,directional_disagreement,block_norm_mean,noise_norm_mean,log_noise_block_norm_ratio
r8_s14000_l1,8,14000,1,0.519550141886,1.0,13824,-0.0002466484206863392,-0.0002045467699645087,-0.046128764003515246,0.046070460230112076,0.03590847030065623,1.0002466484206864,12.626446430674857,15.953854378588774,0.23390691650203818
r8_s14000_l2,8,14000,2,0.571806043153,1.0,13824,-0.00037381695506083295,-0.00047436478780582547,-0.04643294438719749,0.04621225111186505,0.03620929059101965,1.000373816955061,14.529733845136231,19.780894927818466,0.3085194094417623
r8_s14000_l4,8,14000,4,0.725651411301,1.0,13824,0.00012020153926466463,0.00026355573209002614,-0.046510815620422356,0.046326469257473975,0.03605640611555964,0.9998797984607354,23.57582139637735,32.352348675882375,0.3164649505955279
r8_s14000_l6,8,14000,6,0.305544805642,1.0,13824,-0.00032181015583992794,-0.0005460097745526582,-0.0462857536971569,0.04616652540862562,0.036156499044054505,1.00032181015584,15.377672700004446,14.991765625912834,-0.025415540634834335
r8_s14000_l9,8,14000,9,0.357207586265,1.0,13824,0.0003416718237987763,0.0004850940895266831,-0.045634157583117486,0.046193785592913636,0.0358800807741379,0.9996583281762013,22.509500003109377,24.652704291459585,0.09094915957553514
r8_s72000_l1,8,72000,1,0.634845079338,1.0,13824,-3.759174037310787e-05,-0.00041240725840907544,-0.04550754986703395,0.04690803810954094,0.03602038520375997,1.0000375917403732,10.477474656473431,14.591340625865591,0.33120056297713396
r8_s72000_l2,8,72000,2,0.625388202502,1.0,13824,-0.00029483139749567994,-0.0004517273773672059,-0.04672330543398857,0.045860289409756685,0.0359979512579572,1.0002948313974958,12.04255845832328,16.43464494248231,0.3109446892947665
r8_s72000_l4,8,72000,4,0.64219929309,1.0,13824,-5.5368380317680725e-05,0.0001703052839729935,-0.04550693519413471,0.046087931096553805,0.036109014677230544,1.0000553683803177,18.93889813663231,20.56352312490344,0.08230087458052289
r8_s72000_l5,8,72000,5,0.300293254974,1.0,13824,-0.0005699470275542127,-0.0009917953866533935,-0.04626369588077068,0.04533103369176389,0.03604120301893409,1.0005699470275542,12.612575678051346,9.93990365995301,-0.23813705743978772
r8_s72000_l7,8,72000,7,0.358167275628,1.0,13824,0.00012898233132025078,0.00012530474486993626,-0.046361775323748584,0.046810798346996335,0.036049689120415694,0.9998710176686797,15.809496342721912,13.805549713334551,-0.13554012937216198
r8_s72000_l9,8,72000,9,0.35661446562,1.0,13824,9.959660688394243e-05,1.5558266113657737e-05,-0.04574090614914894,0.045781580358743676,0.036146623275157046,0.999900403393116,25.069939266062445,21.066974526685144,-0.1739628636065771
r8_s143000_l1,8,143000,1,0.62324227185,1.0,13824,7.060875117573457e-05,-0.00022258638637140393,-0.04591587074100971,0.04693513363599777,0.036144901723156944,0.9999293912488243,5.431120710757871,6.910734301777901,0.24093039361711002
r8_s143000_l2,8,143000,2,0.688243954328,1.0,13824,-0.0003099019402752232,-0.0003286342689534649,-0.04628287628293037,0.046208190172910724,0.036046843657327965,1.0003099019402752,6.591824298414092,8.853393297401015,0.2949706704750453
r8_s143000_l4,8,143000,4,0.649003653765,1.0,13824,-6.075859567621746e-06,-0.00013017286983085796,-0.04610159359872341,0.04612716883420944,0.0361370582738242,1.0000060758595677,11.179739796556532,10.627357672761988,-0.05067160463754776
r8_s143000_l5,8,143000,5,0.322765732516,1.0,13824,-0.0006929620483375671,-0.0005862186080776155,-0.047432417422533034,0.04540645815432072,0.035895001367296,1.0006929620483376,7.327096578044196,5.569116954226047,-0.27434283088251565
r8_s143000_l6,8,143000,6,0.326237921249,1.0,13824,-0.0001472693889220543,-0.000273168581770733,-0.04652246050536633,0.04578767344355584,0.03652143292640879,1.000147269388922,8.63447681752344,6.196753289015895,-0.3317376293431513
r8_s143000_l7,8,143000,7,0.353508845605,1.0,13824,-6.0420072230957144e-05,0.0002479998365743086,-0.04647699669003486,0.045365190133452415,0.035821993641772604,1.000060420072231,9.204546703129179,7.462753381580114,-0.20977313671398892
r8_s143000_l9,8,143000,9,0.42124957938,1.0,13824,-0.00010476776788810234,-3.6715122405439615e-05,-0.046535401791334155,0.04590243957936764,0.036248807709810954,1.000104767767888,14.483061575537754,11.434313868448415,-0.23636097646780002
r8_s143000_l10,8,143000,10,0.674721768113,1.0,13824,0.00036820762703044716,0.0007103042444214225,-0.045653548836708066,0.04606761187314987,0.03590290051053866,0.9996317923729695,23.471153136963647,20.71205302817678,-0.12505633832677251
