run_id,step,layer,reason,closest_beta,closest_score,absolute_kl_gap,absolute_nll_gap,relative_kl_gap,relative_nll_gap,kl_caliper,nll_caliper
5,72000,4,no_joint_caliper_match,0.5,7.013675920659384,0.3231880311612728,0.3067925417864762,0.36491008559767274,0.3364575064674846,0.08856648361241377,0.09118314672399448
5,72000,5,no_joint_caliper_match,0.35,8.855078065571778,0.2007865762269055,0.15169530444675028,0.5224781505958407,0.3630296559591088,0.03842965988097368,0.04178592628902858
5,72000,6,no_joint_caliper_match,0.35,6.244660361451491,0.10789324288015012,0.11693320450959371,0.30212809915702976,0.32233793698638485,0.03571109181201017,0.03627658773351599
5,72000,7,no_joint_caliper_match,0.5,3.7011835988949517,0.1719596595675857,0.038796336562544886,0.30840001435896064,0.06171834552988327,0.05575864188097142,0.06286029903977004
5,72000,8,no_joint_caliper_match,0.5,4.567498554848427,0.12453256050745648,0.12145599612483265,0.23054599184975857,0.22620386363423609,0.054016363289621144,0.05369315721370554
5,72000,9,no_joint_caliper_match,0.35,3.7883874634407566,0.042177001635233524,0.09030993779500329,0.12328631837578545,0.25555242796720673,0.03421061005857256,0.03533910380469427
5,72000,10,no_joint_caliper_match,0.35,6.25205441557264,0.11034599498466213,0.10895278718736434,0.3106675380959087,0.3145379034595726,0.035518997466122665,0.034639000892639146
5,143000,1,no_joint_caliper_match,0.75,2.829800760133926,0.12845383529309873,0.14324135250515402,0.13334600313068648,0.1496340728824114,0.09633122274169215,0.0957277642356025
5,143000,3,no_joint_caliper_match,0.5,2.743683592075647,0.13821659264741126,0.058520211113823994,0.19066362926166697,0.08370472994551499,0.0724923747557181,0.06991266939375136
5,143000,5,no_joint_caliper_match,0.35,2.8496990147282273,0.07575005072134505,0.06404341591729068,0.15610659356491835,0.1288633079073234,0.048524568367887426,0.04969872103797064
5,143000,6,no_joint_caliper_match,0.35,3.828800198371575,0.09023210958198258,0.08348192109002,0.19830308032049776,0.18457693951581586,0.0455021220224875,0.045228792561425105
5,143000,7,no_joint_caliper_match,0.5,4.614296354276513,0.2431501260510197,0.11006514231363929,0.3234591552163492,0.13797048021069885,0.07517181756319824,0.07977441416846383
5,143000,8,no_joint_caliper_match,0.5,3.1393836030449807,0.06770192473023018,0.096725825910215,0.12534909553736936,0.18858926476652893,0.054010700627609536,0.05128914735935354
5,143000,9,no_joint_caliper_match,0.5,1.6025201971810814,0.05286066510059223,0.024340664898907627,0.1097410911595185,0.05051092855825703,0.048168525154943825,0.04818890801182499
5,143000,10,no_joint_caliper_match,0.75,1.8835352338126836,0.10422491144250934,0.07522021399603951,0.10961188414172351,0.07874163923934716,0.09508541182235436,0.09552787409888373
6,14000,1,no_joint_caliper_match,0.75,10.018361942876762,0.38266820488152675,0.4258955054812962,0.4919538608412545,0.509882333445179,0.07778538504132518,0.08352819416258071
6,14000,2,no_joint_caliper_match,0.5,6.613563825774582,0.13678987931322173,0.12712843329818202,0.35753110255194803,0.3038252800238496,0.038259574715737946,0.04184261207227355
6,14000,3,no_joint_caliper_match,0.5,7.543369339001995,0.14830428361892706,0.14826980343571416,0.3964027663783976,0.3579341675198784,0.03741252488560148,0.04142376361069857
6,14000,4,no_joint_caliper_match,0.75,2.590799163266305,0.10281773187496035,0.19033253634417502,0.09381714323783452,0.16526277308856688,0.10959375688323268,0.11516963729151973
6,14000,6,no_joint_caliper_match,0.35,7.95346231159934,0.09719194195888661,0.08272635495221184,0.448533245599301,0.3468129855571092,0.021668837909345276,0.023853303768016667
6,14000,7,no_joint_caliper_match,0.5,3.8015416236633888,0.10607345678188179,0.02469672097100134,0.3185756447189003,0.06157851764632824,0.033296160123966356,0.040106066068013514
6,14000,8,no_joint_caliper_match,0.35,4.92772309268413,0.04075316698462875,0.07050044448287404,0.19374777942287805,0.29902452984334554,0.021034133710243083,0.0235768097418326
6,14000,9,no_joint_caliper_match,0.35,2.3205275634862383,0.024799068768819182,0.02203752376415105,0.123375463718841,0.10867729262863311,0.020100486775239308,0.020277946966665756
6,14000,10,no_joint_caliper_match,0.5,2.26883333393891,0.03314049266002794,0.04824644547921636,0.10030265082805767,0.1265806825651977,0.03304049532722544,0.03811517247447262
6,72000,1,no_joint_caliper_match,0.75,7.954640716251634,0.3895366589228312,0.3833172056410046,0.406160507052055,0.38930356457228965,0.09590707421302797,0.09846229023403592
6,72000,2,no_joint_caliper_match,0.5,8.989556849732564,0.20688514025123034,0.2155963491510463,0.4442231759297201,0.45473250904162343,0.04657234279093919,0.04741168596126415
6,72000,3,no_joint_caliper_match,0.75,7.723923636141574,0.2935257465751082,0.3354489361798322,0.3633229793628282,0.4090693842503808,0.08078920499042229,0.0820029435334382
6,72000,5,no_joint_caliper_match,0.35,7.4327928693579794,0.14180038262296601,0.1551696194542781,0.35814404495394253,0.38513524197999505,0.03959311473148841,0.04028964440027872
6,72000,6,no_joint_caliper_match,0.35,14.143030796256687,0.2284747941626443,0.25032265098006645,0.6760335242058076,0.7382695554156835,0.03379637044337061,0.033906673943554906
6,72000,7,no_joint_caliper_match,0.5,5.781856635718646,0.1989303341618291,0.13116341167026113,0.36002551969245444,0.2181601438783958,0.05525450927239877,0.06012253628836737
6,72000,8,no_joint_caliper_match,0.5,5.510396432878978,0.16229269239637584,0.11869655715094674,0.33243686865621264,0.21860277463060165,0.04881910151905483,0.054297827349768735
6,72000,9,no_joint_caliper_match,0.35,3.960766739241921,0.05630204523051224,0.07975155335885525,0.16417848536075466,0.23189818856228442,0.03429319323213013,0.034390761675658056
6,72000,10,no_joint_caliper_match,0.5,4.161108019058506,0.12428380714522463,0.07728560765584308,0.261080558500454,0.1550302434045373,0.047603623900148606,0.04985195530785455
6,143000,1,no_joint_caliper_match,0.75,6.027176343502298,0.27013515101538765,0.26915974087185324,0.3060143296241094,0.29670330472544665,0.08827532728513084,0.09071679910024007
6,143000,2,no_joint_caliper_match,0.75,6.234617670517803,0.24987830056084526,0.2633297178480358,0.30684621621036634,0.31661555084065646,0.08143437570995755,0.0831701782014635
6,143000,5,no_joint_caliper_match,0.35,6.50915578711299,0.19629236945399542,0.20232625360842105,0.3255586191510423,0.3253569595591936,0.06029401708532263,0.06218593076423362
6,143000,6,no_joint_caliper_match,0.35,8.236609729599778,0.19541063021730504,0.16143443849351669,0.4577731846651129,0.36588778829296326,0.042687216456289645,0.04412129720052084
6,143000,7,no_joint_caliper_match,0.5,1.4782067761429467,0.09601515090024015,0.017318548979582515,0.12644310293477912,0.02137757467932268,0.07593545924734187,0.08101269315790248
6,143000,8,no_joint_caliper_match,0.35,3.1913236063538633,0.0476192291136141,0.08502429502981673,0.11961667009057086,0.19951569054404686,0.03980986017871786,0.04261534258171365
6,143000,9,no_joint_caliper_match,0.5,4.5078634510001,0.12363276878992713,0.09688326164528177,0.2561434232354261,0.19464292186366222,0.048267008860905965,0.049774870166072155
6,143000,10,no_joint_caliper_match,0.75,1.5339832830773243,0.015458870817113946,0.1487704912821457,0.015253835399213841,0.13814449290837527,0.10134415648601675,0.10769194497002497
8,14000,1,no_joint_caliper_match,0.5,2.188842983673106,0.05394231941964889,0.029054235529016426,0.14185896138012286,0.07702533698661045,0.03802531676159965,0.037720361462345815
8,14000,2,no_joint_caliper_match,0.5,7.252286482306207,0.1651939584149255,0.14743956813105835,0.388580795458679,0.33664785277025905,0.04251212626695633,0.04379637859485768
8,14000,3,no_joint_caliper_match,0.5,8.147825429782237,0.20890284357247518,0.1347095613126401,0.4991622565168098,0.3156202864594819,0.04185068899834598,0.042680894445489954
8,14000,5,no_joint_caliper_match,0.35,2.5485459973339624,0.05071324772304961,0.013813354350902196,0.2057710902743436,0.04908350945804335,0.02464546776480145,0.02814255643773962
8,14000,6,no_joint_caliper_match,0.35,5.058394365738202,0.06354013637260156,0.051394109372739166,0.2906248085147729,0.2152146280568168,0.021863287135406778,0.023880397831952144
8,14000,7,no_joint_caliper_match,0.35,3.3776359182338647,0.00840053017492648,0.07927222605104828,0.03698133936117443,0.300782252460908,0.022715592025606718,0.02635535354967472
8,14000,8,no_joint_caliper_match,0.5,3.3180409379741667,0.04153722855779862,0.08528406531722432,0.12059375051624126,0.21121034328030225,0.03444393128156662,0.04037873524206654
8,14000,10,no_joint_caliper_match,0.5,3.506908615533802,0.07265991193276866,0.042736450831095285,0.2238084194844747,0.1268824420678394,0.032465227224208686,0.03368192646238538
8,72000,1,no_joint_caliper_match,0.75,8.220114673726462,0.3783332286057651,0.3900381194220649,0.4067141876407171,0.4152972797310497,0.09302189107294437,0.09391781224144831
8,72000,2,no_joint_caliper_match,0.75,9.113943492384948,0.34503243808393114,0.4104619732609498,0.4133527912937579,0.49804155794363725,0.08347166037117992,0.08241520546100758
8,72000,3,no_joint_caliper_match,0.75,7.005677668854306,0.2246974220982303,0.34371839629279255,0.2774250892264402,0.42314267765812696,0.08099390820220664,0.08122990528742473
8,72000,4,no_joint_caliper_match,0.75,5.613474834848445,0.4344153536690607,0.5024153568126535,0.2622413983423353,0.2991060851421728,0.16565475795004103,0.1679722953725744
8,72000,5,no_joint_caliper_match,0.35,5.744380578718534,0.11242646199685558,0.09388754102918828,0.31809734031807474,0.2563407175521789,0.03534341465543818,0.03662607404920792
8,72000,6,no_joint_caliper_match,0.35,3.457603585910495,0.08126259512371486,0.04655863620616785,0.22305978181902916,0.12270057677108476,0.03643085923459795,0.03794492041623151
8,72000,8,no_joint_caliper_match,0.5,2.5337552284036837,0.007991635137134079,0.1526961149992767,0.013855411427188711,0.2395201114127799,0.057678800655735864,0.06375085336190683
8,143000,1,no_joint_caliper_match,0.75,9.055169800800014,0.39135858526936274,0.4107931101763689,0.43790711258332216,0.46760986749565703,0.08937022807421509,0.08784953841456662
8,143000,2,no_joint_caliper_match,0.75,4.267804314687749,0.16703079806433785,0.19758968000058774,0.19231906179824537,0.2344613696700299,0.08685088025199042,0.0842738743181582
8,143000,4,no_joint_caliper_match,0.75,5.012005363417469,0.45174766469884786,0.5714193803292733,0.22246260569003987,0.27873793065146146,0.20306678657178523,0.20500237588529235
8,143000,5,no_joint_caliper_match,0.35,3.027217144771764,0.0804512202739715,0.07151052686903248,0.16491004332362746,0.13781167115294538,0.04878491246038013,0.05189003679487441
