target_id,run_id,step,progress,layer,selected_beta,match_class,target_kl,target_nll_damage,achieved_kl,achieved_nll_damage,relative_kl_error,relative_nll_error
r6_s72000_l7,6,72000,0.5034965034965035,7,0.4199233213,B,0.45307992564307314,0.5356436570485431,0.4863787183055171,0.4939390111852573,0.07349430150785924,0.07785893721397777
r6_s72000_l8,6,72000,0.5034965034965035,8,0.422209268743,B,0.4070446689923604,0.48362999492221403,0.4294329517417484,0.45302645365397076,0.055002029150154945,0.06327883214336655
r6_s72000_l9,6,72000,0.5034965034965035,9,0.391422888087,A,0.37108295493655735,0.38378339343600815,0.3817732830842336,0.37318463678713165,0.02880845914756475,0.027616506680912735
r6_s72000_l10,6,72000,0.5034965034965035,10,0.442902384351,B,0.4138943354288737,0.4598767492506239,0.4360994365480211,0.43312275851214377,0.05364920275143409,0.05817643701713116
r6_s143000_l1,6,143000,1.0,1,0.664078649987,A,0.7476856973436145,0.7725881205664741,0.7515565046557674,0.7708712418874106,0.005177051434713829,0.0022222431763542832
r6_s143000_l2,6,143000,1.0,2,0.664078649987,A,0.6894046068191528,0.700036923090617,0.6883934118129589,0.7020932833353677,0.0014667656644449262,0.0029375025472499518
r6_s143000_l3,6,143000,1.0,3,0.726977669381,A,0.8249830868509079,0.8161831167009143,0.807746152083079,0.8302465633109768,0.02089368260094178,0.01723074923050482
r6_s143000_l4,6,143000,1.0,4,0.75,A,1.9717504978179932,1.937442382176717,1.9122466731954504,2.0052518932907666,0.030178171471675334,0.03499949817234334
r6_s143000_l5,6,143000,1.0,5,0.416817701285,A,0.701086355580224,0.7230224344465467,0.6961794561809964,0.7276174757215714,0.006998994289597367,0.0063553232321701975
r6_s143000_l6,6,143000,1.0,6,0.273982019981,B,0.32916684945424396,0.36049575275845,0.3496002797727232,0.33790452392012993,0.06207620953414844,0.06266711511964657
r6_s143000_l7,6,143000,1.0,7,0.482002668122,B,0.7113470170232986,0.8014676570892335,0.7569011427738048,0.7659868575908519,0.06403924478529183,0.04426978329630456
